,CO1 Comdty ,CO2 Comdty ,CO3 Comdty,S:COCO 1-2 Comdty
,VOLUME,VOLUME,VOLUME,VOLUME
2013-11-12,156686.0,247490.0,110900.0,71685.0
2013-11-13,113996.0,288270.0,107067.0,78612.0
2013-11-14,20846.0,308215.0,107737.0,17864.0
2013-11-15,198638.0,90095.0,55269.0,56361.0
2013-11-18,185490.0,69894.0,41142.0,42901.0
2013-11-19,224434.0,108804.0,65978.0,60005.0
2013-11-20,220188.0,95023.0,49793.0,62444.0
2013-11-21,253964.0,128602.0,74884.0,77531.0
2013-11-22,276245.0,98393.0,57015.0,54334.0
2013-11-25,278784.0,98813.0,72763.0,50353.0
2013-11-26,199747.0,86634.0,52572.0,48884.0
2013-11-27,193979.0,91242.0,44984.0,52119.0
2013-11-28,61684.0,32888.0,11046.0,20025.0
2013-11-29,126876.0,68648.0,35894.0,38977.0
2013-12-02,266980.0,131570.0,68448.0,70072.0
2013-12-03,217611.0,118960.0,65260.0,62972.0
2013-12-04,235348.0,123455.0,81609.0,62729.0
2013-12-05,191810.0,108351.0,67871.0,53349.0
2013-12-06,155520.0,103556.0,53732.0,46193.0
2013-12-09,202959.0,159887.0,78640.0,78309.0
2013-12-10,230617.0,192217.0,105753.0,80253.0
2013-12-11,158720.0,155122.0,71927.0,59078.0
2013-12-12,128305.0,168570.0,81423.0,60850.0
2013-12-13,98096.0,200667.0,69308.0,69342.0
2013-12-16,23611.0,209567.0,70473.0,18259.0
2013-12-17,149781.0,72945.0,33570.0,36874.0
2013-12-18,187960.0,87408.0,39239.0,47392.0
2013-12-19,159785.0,77397.0,30457.0,43920.0
2013-12-20,169479.0,82603.0,36339.0,42704.0
2013-12-23,103720.0,66203.0,38659.0,27073.0
2013-12-24,52160.0,27607.0,13248.0,15859.0
2013-12-26,43620.0,19039.0,12374.0,8430.0
2013-12-27,126905.0,62738.0,27594.0,35189.0
2013-12-30,111066.0,57671.0,26231.0,30280.0
2013-12-31,84991.0,40007.0,17997.0,20727.0
2014-01-02,200650.0,122655.0,48933.0,66287.0
2014-01-03,191130.0,124282.0,60276.0,62817.0
2014-01-06,181818.0,127605.0,52957.0,63023.0
2014-01-07,188198.0,154533.0,62943.0,60137.0
2014-01-08,185540.0,174765.0,68952.0,76025.0
2014-01-09,175373.0,180459.0,82984.0,68815.0
2014-01-10,198567.0,233482.0,101503.0,89549.0
2014-01-13,151798.0,213137.0,103939.0,79588.0
2014-01-14,111284.0,228651.0,102644.0,65379.0
2014-01-15,70775.0,245760.0,101237.0,47189.0
2014-01-16,14562.0,231428.0,126826.0,12590.0
2014-01-17,198417.0,111884.0,42603.0,69565.0
2014-01-20,103661.0,66648.0,29071.0,45380.0
2014-01-21,254312.0,161772.0,59341.0,87822.0
2014-01-22,184004.0,113181.0,60242.0,54111.0
2014-01-23,241803.0,188871.0,96036.0,83565.0
2014-01-24,244563.0,108858.0,44417.0,57965.0
2014-01-27,203299.0,107543.0,44639.0,56820.0
2014-01-28,188297.0,120424.0,63415.0,57101.0
2014-01-29,207314.0,112950.0,47872.0,62759.0
2014-01-30,188726.0,127259.0,53450.0,66395.0
2014-01-31,231456.0,139455.0,53478.0,68579.0
2014-02-03,264731.0,156543.0,59432.0,74200.0
2014-02-04,186442.0,110211.0,43078.0,53629.0
2014-02-05,193780.0,129262.0,57334.0,56010.0
2014-02-06,205076.0,143447.0,61066.0,72868.0
2014-02-07,215633.0,179980.0,74473.0,73586.0
2014-02-10,162655.0,168263.0,78784.0,66242.0
2014-02-11,137264.0,212206.0,106881.0,81314.0
2014-02-12,105889.0,249899.0,92099.0,72302.0
2014-02-13,18080.0,218962.0,110893.0,14293.0
2014-02-14,146752.0,73156.0,54047.0,41340.0
2014-02-17,56865.0,17303.0,13744.0,9897.0
2014-02-18,150349.0,58292.0,54382.0,31510.0
2014-02-19,163342.0,79393.0,68665.0,39281.0
2014-02-20,151209.0,59692.0,50954.0,33045.0
2014-02-21,154902.0,69029.0,57078.0,36620.0
2014-02-24,202524.0,131713.0,90906.0,65825.0
2014-02-25,198156.0,135226.0,107877.0,63571.0
2014-02-26,186710.0,127180.0,87329.0,55725.0
2014-02-27,192908.0,128580.0,130757.0,52169.0
2014-02-28,189555.0,103428.0,78431.0,54620.0
2014-03-03,291312.0,176070.0,150396.0,72945.0
2014-03-04,218495.0,126480.0,121982.0,62176.0
2014-03-05,220182.0,141229.0,112877.0,70288.0
2014-03-06,228722.0,155424.0,119844.0,78337.0
2014-03-07,172045.0,160055.0,105185.0,68644.0
2014-03-10,149339.0,144896.0,92836.0,58393.0
2014-03-11,146848.0,162825.0,114259.0,62111.0
2014-03-12,159230.0,245647.0,172471.0,79503.0
2014-03-13,86262.0,228723.0,134342.0,58887.0
2014-03-14,12882.0,221700.0,139012.0,11504.0
2014-03-17,166228.0,102873.0,35617.0,42439.0
2014-03-18,170581.0,106869.0,31882.0,47171.0
2014-03-19,188478.0,133388.0,35065.0,63559.0
2014-03-20,205209.0,133736.0,41602.0,65132.0
2014-03-21,167796.0,111342.0,34487.0,47465.0
2014-03-24,142787.0,84056.0,19881.0,42417.0
2014-03-25,167091.0,103758.0,23158.0,47466.0
2014-03-26,166383.0,122872.0,36876.0,56948.0
2014-03-27,184833.0,133198.0,46421.0,54324.0
2014-03-28,140346.0,89868.0,29295.0,37788.0
2014-03-31,145633.0,88661.0,30270.0,32294.0
2014-04-01,195027.0,143212.0,53721.0,46579.0
2014-04-02,271596.0,224763.0,71215.0,88679.0
2014-04-03,220535.0,189494.0,66609.0,85729.0
2014-04-04,184072.0,162734.0,54760.0,71754.0
2014-04-07,215202.0,198756.0,72900.0,90414.0
2014-04-08,193355.0,211635.0,73579.0,81501.0
2014-04-09,144718.0,181647.0,68899.0,49683.0
2014-04-10,124823.0,159110.0,61430.0,57351.0
2014-04-11,105397.0,185294.0,65024.0,57553.0
2014-04-14,95832.0,291139.0,86240.0,72463.0
2014-04-15,19545.0,234241.0,85231.0,18723.0
2014-04-16,229357.0,95408.0,44257.0,52319.0
2014-04-17,163987.0,64802.0,28329.0,35904.0
2014-04-21,71867.0,22772.0,12274.0,11584.0
2014-04-22,201105.0,66534.0,38259.0,30811.0
2014-04-23,181744.0,69987.0,28409.0,37814.0
2014-04-24,215429.0,77795.0,38258.0,39917.0
2014-04-25,216211.0,95062.0,49891.0,53014.0
2014-04-28,246467.0,131075.0,60435.0,69384.0
2014-04-29,206500.0,123253.0,43314.0,68406.0
2014-04-30,213559.0,97921.0,40740.0,46705.0
2014-05-01,186877.0,98246.0,44562.0,45731.0
2014-05-02,215151.0,128067.0,54165.0,67563.0
2014-05-05,139534.0,77954.0,48700.0,37259.0
2014-05-06,194542.0,131496.0,66067.0,62452.0
2014-05-07,217143.0,191634.0,96104.0,81558.0
2014-05-08,163879.0,158425.0,75203.0,59848.0
2014-05-09,179226.0,180914.0,88424.0,64609.0
2014-05-12,145648.0,169466.0,72853.0,67432.0
2014-05-13,130635.0,207629.0,97502.0,73412.0
2014-05-14,115257.0,258580.0,102582.0,83494.0
2014-05-15,20368.0,222800.0,100567.0,17140.0
2014-05-16,229928.0,160162.0,65732.0,101673.0
2014-05-19,171705.0,86689.0,47922.0,45044.0
2014-05-20,172785.0,78342.0,49672.0,36624.0
2014-05-21,219999.0,123214.0,72460.0,55068.0
2014-05-22,200094.0,124016.0,65325.0,70539.0
2014-05-23,143657.0,84901.0,44185.0,48983.0
2014-05-26,29309.0,9289.0,5152.0,5453.0
2014-05-27,173412.0,96458.0,35635.0,56014.0
2014-05-28,175307.0,106238.0,55293.0,48777.0
2014-05-29,174684.0,102708.0,53219.0,44629.0
2014-05-30,175046.0,96732.0,47335.0,47860.0
2014-06-02,194247.0,132259.0,63966.0,75823.0
2014-06-03,177672.0,144810.0,86731.0,71503.0
2014-06-04,211086.0,167922.0,100878.0,67440.0
2014-06-05,193325.0,156260.0,90234.0,57182.0
2014-06-06,155003.0,156157.0,89645.0,59981.0
2014-06-09,189210.0,199593.0,104801.0,87628.0
2014-06-10,214916.0,248636.0,115057.0,118693.0
2014-06-11,131570.0,203111.0,90936.0,83609.0
2014-06-12,133073.0,378468.0,158014.0,87811.0
2014-06-13,16054.0,292966.0,151029.0,14128.0
2014-06-16,175895.0,107216.0,49109.0,46734.0
2014-06-17,240515.0,130060.0,58629.0,71161.0
2014-06-18,240752.0,121612.0,59030.0,57580.0
2014-06-19,250241.0,111322.0,53297.0,50620.0
2014-06-20,198840.0,122484.0,47954.0,66314.0
2014-06-23,220720.0,166029.0,89395.0,84202.0
2014-06-24,230490.0,179787.0,84513.0,78877.0
2014-06-25,211906.0,126177.0,52122.0,65751.0
2014-06-26,180862.0,116592.0,49226.0,58583.0
2014-06-27,135705.0,75260.0,29486.0,37488.0
2014-06-30,221843.0,171010.0,78708.0,88189.0
2014-07-01,229188.0,203676.0,104348.0,100351.0
2014-07-02,269764.0,254536.0,123056.0,121617.0
2014-07-03,218983.0,230671.0,118256.0,107990.0
2014-07-04,71846.0,67482.0,23428.0,35676.0
2014-07-07,152507.0,147613.0,65509.0,61632.0
2014-07-08,232726.0,262380.0,122608.0,104110.0
2014-07-09,173181.0,220325.0,116666.0,68709.0
2014-07-10,152467.0,254102.0,161155.0,66410.0
2014-07-11,171039.0,356173.0,228666.0,73789.0
2014-07-14,99201.0,299036.0,180187.0,57281.0
2014-07-15,63860.0,385016.0,213010.0,50720.0
2014-07-16,11523.0,304944.0,173774.0,9201.0
2014-07-17,296510.0,153098.0,79333.0,87580.0
2014-07-18,210876.0,102764.0,47835.0,60457.0
2014-07-21,211696.0,121376.0,63273.0,61445.0
2014-07-22,183102.0,100727.0,45187.0,50363.0
2014-07-23,207150.0,112148.0,48869.0,61944.0
2014-07-24,179569.0,89079.0,36703.0,47593.0
2014-07-25,253169.0,119423.0,46963.0,63692.0
2014-07-28,139522.0,65357.0,28071.0,28203.0
2014-07-29,176638.0,92054.0,41552.0,37948.0
2014-07-30,218385.0,131502.0,55065.0,60006.0
2014-07-31,234552.0,139493.0,57319.0,61429.0
2014-08-01,216356.0,147257.0,65434.0,65661.0
2014-08-04,207792.0,150486.0,67542.0,72610.0
2014-08-05,209177.0,170633.0,78692.0,66768.0
2014-08-06,204924.0,206234.0,91740.0,84026.0
2014-08-07,189819.0,192414.0,87758.0,69285.0
2014-08-08,203740.0,200917.0,83024.0,72687.0
2014-08-11,143613.0,165902.0,74000.0,59375.0
2014-08-12,139912.0,277356.0,128542.0,77798.0
2014-08-13,99102.0,312682.0,134148.0,67913.0
2014-08-14,18568.0,301854.0,104617.0,16428.0
2014-08-15,199628.0,83681.0,101206.0,44512.0
2014-08-18,181098.0,93060.0,98001.0,50568.0
2014-08-19,177096.0,92995.0,132357.0,46300.0
2014-08-20,166194.0,78094.0,85819.0,39909.0
2014-08-21,179611.0,90574.0,97633.0,44341.0
2014-08-22,132505.0,65349.0,77140.0,30522.0
2014-08-25,82942.0,31552.0,31288.0,14722.0
2014-08-26,149825.0,78207.0,85370.0,39531.0
2014-08-27,146234.0,77071.0,77038.0,34215.0
2014-08-28,184780.0,94579.0,98972.0,47054.0
2014-08-29,169325.0,114759.0,93892.0,53193.0
2014-09-01,73330.0,49680.0,35665.0,27106.0
2014-09-02,243851.0,147038.0,143627.0,65074.0
2014-09-03,233643.0,135238.0,133747.0,56472.0
2014-09-04,218441.0,159671.0,119037.0,64863.0
2014-09-05,202144.0,155791.0,126107.0,72295.0
2014-09-08,197607.0,160665.0,131959.0,71378.0
2014-09-09,172503.0,167592.0,140036.0,67501.0
2014-09-10,203275.0,215317.0,183131.0,83094.0
2014-09-11,144789.0,231266.0,197915.0,71151.0
2014-09-12,103485.0,224474.0,130486.0,69292.0
2014-09-15,19954.0,193491.0,120779.0,18273.0
2014-09-16,199768.0,149896.0,45993.0,56745.0
2014-09-17,190165.0,155105.0,49051.0,61850.0
2014-09-18,193584.0,151057.0,50586.0,66118.0
2014-09-19,158385.0,108296.0,37820.0,38052.0
2014-09-22,171138.0,127359.0,38885.0,49884.0
2014-09-23,192360.0,168587.0,58746.0,70736.0
2014-09-24,216742.0,168367.0,51930.0,70066.0
2014-09-25,190331.0,140440.0,45929.0,52203.0
2014-09-26,165598.0,115928.0,35531.0,43606.0
2014-09-29,170225.0,130369.0,41269.0,51722.0
2014-09-30,261952.0,204075.0,65443.0,71580.0
2014-10-01,247985.0,204293.0,60648.0,76896.0
2014-10-02,285902.0,208983.0,64064.0,76305.0
2014-10-03,239601.0,196959.0,67158.0,70291.0
2014-10-06,203600.0,190251.0,56629.0,67735.0
2014-10-07,222631.0,250827.0,92156.0,84114.0
2014-10-08,207633.0,269128.0,98757.0,73395.0
2014-10-09,216473.0,295251.0,125710.0,96361.0
2014-10-10,197675.0,304318.0,101384.0,89881.0
2014-10-13,146533.0,279798.0,107884.0,69802.0
2014-10-14,141657.0,416860.0,137573.0,87068.0
2014-10-15,86478.0,434885.0,123091.0,59605.0
2014-10-16,14938.0,430684.0,113764.0,13622.0
2014-10-17,280473.0,90724.0,30099.0,46507.0
2014-10-20,247595.0,86369.0,36223.0,49677.0
2014-10-21,258394.0,117317.0,52210.0,64983.0
2014-10-22,264812.0,92321.0,45701.0,48869.0
2014-10-23,306978.0,121964.0,51544.0,65597.0
2014-10-24,208221.0,76163.0,32379.0,41006.0
2014-10-27,228442.0,90910.0,42577.0,53730.0
2014-10-28,198863.0,101642.0,41859.0,59629.0
2014-10-29,243839.0,111243.0,49112.0,56223.0
2014-10-30,191876.0,89460.0,31531.0,48288.0
2014-10-31,225370.0,111854.0,44353.0,58059.0
2014-11-03,248166.0,125254.0,51588.0,64482.0
2014-11-04,313674.0,168336.0,72033.0,84324.0
2014-11-05,364449.0,214232.0,79097.0,107663.0
2014-11-06,224783.0,150897.0,56578.0,78044.0
2014-11-07,195440.0,147143.0,59617.0,59091.0
2014-11-10,219905.0,191493.0,73862.0,74190.0
2014-11-11,213423.0,273890.0,100632.0,111467.0
2014-11-12,116121.0,269319.0,83865.0,74301.0
2014-11-13,21787.0,347461.0,111681.0,19456.0
2014-11-14,267611.0,109944.0,61292.0,60955.0
2014-11-17,189076.0,57761.0,35564.0,35590.0
2014-11-18,209549.0,75767.0,41675.0,50278.0
2014-11-19,247154.0,132315.0,71505.0,78170.0
2014-11-20,206376.0,95984.0,61917.0,51919.0
2014-11-21,264605.0,115535.0,74831.0,62395.0
2014-11-24,151150.0,67990.0,38624.0,39745.0
2014-11-25,256827.0,124186.0,60562.0,62512.0
2014-11-26,202194.0,81020.0,53364.0,40214.0
2014-11-27,244649.0,96023.0,57799.0,57707.0
2014-11-28,262029.0,113007.0,59837.0,63113.0
2014-12-01,369850.0,172821.0,86437.0,87726.0
2014-12-02,252522.0,115329.0,63193.0,63704.0
2014-12-03,244860.0,150041.0,80278.0,83616.0
2014-12-04,190550.0,117394.0,61291.0,52803.0
2014-12-05,196036.0,140997.0,70076.0,65990.0
2014-12-08,191666.0,137142.0,72787.0,67734.0
2014-12-09,190516.0,155821.0,71481.0,68932.0
2014-12-10,249642.0,200468.0,99463.0,87972.0
2014-12-11,185627.0,183542.0,79196.0,77936.0
2014-12-12,153892.0,216699.0,99048.0,74502.0
2014-12-15,107893.0,258141.0,88266.0,73053.0
2014-12-16,19698.0,351493.0,117145.0,18180.0
2014-12-17,304053.0,117592.0,40837.0,56679.0
2014-12-18,294885.0,113867.0,48462.0,53007.0
2014-12-19,222067.0,76264.0,27191.0,42774.0
2014-12-22,195794.0,93370.0,36771.0,46501.0
2014-12-23,159862.0,59619.0,24911.0,28731.0
2014-12-24,108671.0,36270.0,13715.0,17934.0
2014-12-26,48782.0,13431.0,8042.0,5160.0
2014-12-29,155113.0,62437.0,25654.0,30943.0
2014-12-30,154112.0,72392.0,32774.0,35457.0
2014-12-31,148140.0,67589.0,25707.0,32163.0
2015-01-02,177976.0,79883.0,37812.0,38703.0
2015-01-05,289889.0,189091.0,76138.0,96386.0
2015-01-06,338881.0,244287.0,95177.0,121664.0
2015-01-07,318275.0,250471.0,92922.0,107642.0
2015-01-08,243424.0,220316.0,88523.0,89698.0
2015-01-09,285716.0,300479.0,132999.0,113518.0
2015-01-12,223924.0,291126.0,121213.0,97012.0
2015-01-13,208057.0,400976.0,144727.0,103821.0
2015-01-14,122335.0,411296.0,164591.0,79646.0
2015-01-15,17933.0,448066.0,135390.0,15665.0
2015-01-16,293492.0,96580.0,46300.0,47959.0
2015-01-19,106771.0,38444.0,23328.0,22956.0
2015-01-20,259584.0,108801.0,53456.0,60615.0
2015-01-21,268649.0,116113.0,59890.0,58484.0
2015-01-22,321470.0,111570.0,57279.0,53611.0
2015-01-23,245343.0,109643.0,55293.0,58221.0
2015-01-26,241380.0,98376.0,40489.0,50506.0
2015-01-27,249568.0,107567.0,48043.0,52942.0
2015-01-28,275153.0,151159.0,68512.0,71867.0
2015-01-29,236631.0,133674.0,56188.0,66727.0
2015-01-30,335018.0,176657.0,94102.0,84562.0
2015-02-02,402067.0,211577.0,93999.0,97608.0
2015-02-03,414587.0,264242.0,108372.0,124407.0
2015-02-04,359736.0,224731.0,83995.0,107715.0
2015-02-05,338815.0,236907.0,75767.0,102523.0
2015-02-06,253313.0,190948.0,70884.0,74491.0
2015-02-09,213518.0,204354.0,80544.0,75169.0
2015-02-10,157173.0,231892.0,80979.0,72985.0
2015-02-11,116807.0,291699.0,91264.0,77498.0
2015-02-12,16211.0,371561.0,158284.0,12280.0
2015-02-13,348801.0,180131.0,147556.0,107343.0
2015-02-16,171270.0,120463.0,80398.0,80809.0
2015-02-17,277965.0,140830.0,123751.0,74143.0
2015-02-18,224099.0,95100.0,79689.0,45135.0
2015-02-19,303861.0,142631.0,131077.0,73107.0
2015-02-20,221755.0,125659.0,97744.0,64478.0
2015-02-23,268638.0,145660.0,130903.0,75949.0
2015-02-24,245522.0,135743.0,100075.0,72509.0
2015-02-25,279648.0,133814.0,98250.0,77531.0
2015-02-26,261445.0,135915.0,102207.0,68787.0
2015-02-27,255020.0,145228.0,115981.0,70599.0
2015-03-02,286074.0,173291.0,119011.0,82710.0
2015-03-03,281782.0,167299.0,104650.0,86629.0
2015-03-04,260537.0,162982.0,123217.0,80172.0
2015-03-05,215120.0,177542.0,138875.0,74016.0
2015-03-06,181482.0,160563.0,115686.0,58520.0
2015-03-09,194778.0,194228.0,106580.0,79028.0
2015-03-10,191782.0,197285.0,129282.0,65698.0
2015-03-11,176057.0,228623.0,133370.0,73178.0
2015-03-12,129734.0,270011.0,168628.0,66436.0
2015-03-13,84085.0,276362.0,135535.0,57565.0
2015-03-16,15638.0,283903.0,166596.0,13670.0
2015-03-17,240285.0,169324.0,65827.0,79731.0
2015-03-18,262440.0,157062.0,52568.0,64788.0
2015-03-19,209646.0,117690.0,33046.0,48220.0
2015-03-20,186667.0,111107.0,41435.0,45179.0
2015-03-23,191637.0,149714.0,83249.0,53876.0
2015-03-24,197476.0,117364.0,50807.0,46242.0
2015-03-25,256043.0,160104.0,51314.0,73596.0
2015-03-26,334870.0,225149.0,77279.0,103580.0
2015-03-27,223862.0,145151.0,43216.0,70888.0
2015-03-30,220109.0,133782.0,40249.0,65251.0
2015-03-31,238494.0,161563.0,64235.0,68036.0
2015-04-01,256904.0,203788.0,64220.0,90241.0
2015-04-02,288965.0,187638.0,61774.0,78315.0
2015-04-06,126804.0,90386.0,27617.0,35028.0
2015-04-07,236714.0,222597.0,73376.0,87848.0
2015-04-08,250564.0,268733.0,90251.0,111913.0
2015-04-09,174812.0,214867.0,77619.0,63504.0
2015-04-10,137659.0,206752.0,81790.0,57910.0
2015-04-13,119317.0,248544.0,78780.0,64392.0
2015-04-14,106803.0,296470.0,98803.0,79086.0
2015-04-15,21182.0,344269.0,121250.0,17918.0
2015-04-16,293485.0,118449.0,54896.0,63524.0
2015-04-17,220117.0,101016.0,44814.0,58880.0
2015-04-20,239802.0,90610.0,40412.0,53133.0
2015-04-21,218306.0,87067.0,29581.0,51764.0
2015-04-22,230058.0,89732.0,40880.0,48142.0
2015-04-23,326736.0,150617.0,62066.0,87583.0
2015-04-24,259489.0,128838.0,49212.0,77070.0
2015-04-27,189765.0,108441.0,38134.0,60523.0
2015-04-28,196461.0,93387.0,43852.0,43994.0
2015-04-29,238435.0,109670.0,44635.0,52435.0
2015-04-30,223481.0,120188.0,54205.0,55085.0
2015-05-01,189316.0,117793.0,44384.0,59891.0
2015-05-04,120212.0,63830.0,23309.0,28638.0
2015-05-05,255639.0,149248.0,49069.0,75981.0
2015-05-06,296738.0,182444.0,59342.0,95399.0
2015-05-07,292892.0,215495.0,91183.0,89059.0
2015-05-08,248593.0,194398.0,79126.0,84157.0
2015-05-11,202511.0,192324.0,63139.0,91890.0
2015-05-12,183265.0,296214.0,100674.0,101460.0
2015-05-13,120834.0,315582.0,113723.0,81530.0
2015-05-14,23192.0,247258.0,68244.0,15968.0
2015-05-15,206137.0,73688.0,52594.0,35687.0
2015-05-18,198219.0,86935.0,40841.0,54615.0
2015-05-19,253354.0,104255.0,44480.0,66251.0
2015-05-20,210395.0,77577.0,44769.0,38962.0
2015-05-21,250909.0,127899.0,57694.0,75682.0
2015-05-22,184554.0,89001.0,45495.0,50531.0
2015-05-25,41140.0,9446.0,5518.0,4802.0
2015-05-26,224131.0,96523.0,37247.0,53833.0
2015-05-27,257061.0,114968.0,56282.0,59882.0
2015-05-28,238590.0,106483.0,49304.0,52147.0
2015-05-29,278461.0,140491.0,79282.0,62550.0
2015-06-01,217980.0,133238.0,45209.0,77188.0
2015-06-02,245909.0,169533.0,74692.0,83470.0
2015-06-03,262656.0,193201.0,102350.0,84416.0
2015-06-04,235207.0,175573.0,90722.0,72264.0
2015-06-05,248872.0,161461.0,76809.0,62841.0
2015-06-08,205404.0,208398.0,96326.0,97398.0
2015-06-09,223355.0,237039.0,109857.0,91492.0
2015-06-10,210396.0,235649.0,102037.0,87708.0
2015-06-11,113456.0,193362.0,75066.0,59122.0
2015-06-12,101413.0,225877.0,68815.0,67923.0
2015-06-15,26681.0,307454.0,139220.0,21776.0
2015-06-16,279742.0,164249.0,75849.0,80045.0
2015-06-17,331877.0,178703.0,87769.0,78965.0
2015-06-18,217210.0,133455.0,42470.0,64298.0
2015-06-19,216169.0,116887.0,59038.0,48301.0
2015-06-22,216386.0,119614.0,35898.0,56411.0
2015-06-23,266021.0,136352.0,60043.0,65513.0
2015-06-24,256385.0,140376.0,66140.0,70528.0
2015-06-25,213751.0,130588.0,58128.0,66688.0
2015-06-26,212119.0,113379.0,43601.0,60326.0
2015-06-29,266549.0,154221.0,64191.0,69811.0
2015-06-30,256884.0,171974.0,54997.0,79270.0
2015-07-01,266621.0,200673.0,69632.0,88764.0
2015-07-02,206002.0,149013.0,51602.0,73441.0
2015-07-03,107245.0,63795.0,27254.0,28533.0
2015-07-06,294894.0,172227.0,69844.0,69559.0
2015-07-07,331586.0,230109.0,82787.0,100043.0
2015-07-08,301107.0,264126.0,110409.0,110089.0
2015-07-09,277592.0,264472.0,106375.0,113272.0
2015-07-10,154371.0,197344.0,80842.0,57666.0
2015-07-13,176870.0,216365.0,73649.0,68841.0
2015-07-14,143123.0,330179.0,113599.0,78252.0
2015-07-15,79694.0,274669.0,97388.0,55247.0
2015-07-16,14289.0,246843.0,105746.0,12759.0
2015-07-17,157126.0,53057.0,20053.0,25470.0
2015-07-20,161060.0,62425.0,24947.0,32028.0
2015-07-21,188877.0,84322.0,35885.0,44729.0
2015-07-22,221457.0,105900.0,40713.0,51521.0
2015-07-23,207129.0,92253.0,34124.0,46062.0
2015-07-24,195038.0,101459.0,27406.0,51810.0
2015-07-27,226373.0,128183.0,45449.0,65371.0
2015-07-28,290595.0,156720.0,62672.0,88894.0
2015-07-29,290427.0,171522.0,65686.0,93155.0
2015-07-30,217285.0,125935.0,45055.0,72356.0
2015-07-31,212823.0,121507.0,46973.0,60397.0
2015-08-03,306500.0,180655.0,57373.0,94669.0
2015-08-04,221652.0,150000.0,57028.0,73166.0
2015-08-05,280763.0,181691.0,79243.0,86701.0
2015-08-06,236356.0,176252.0,60724.0,86040.0
2015-08-07,245821.0,191261.0,67817.0,97423.0
2015-08-10,208257.0,182847.0,68668.0,60774.0
2015-08-11,223213.0,225226.0,84829.0,78329.0
2015-08-12,153807.0,264689.0,79261.0,70456.0
2015-08-13,115920.0,309380.0,99609.0,82900.0
2015-08-14,21365.0,286658.0,92096.0,20100.0
2015-08-17,195605.0,68465.0,78489.0,36391.0
2015-08-18,191533.0,82412.0,80577.0,46117.0
2015-08-19,250806.0,87811.0,109713.0,44389.0
2015-08-20,221543.0,84642.0,101120.0,47667.0
2015-08-21,231795.0,94546.0,111613.0,47326.0
2015-08-24,305733.0,111843.0,136736.0,54330.0
2015-08-25,292102.0,137196.0,127404.0,71887.0
2015-08-26,267561.0,126114.0,128285.0,59429.0
2015-08-27,333701.0,136397.0,142530.0,65868.0
2015-08-28,418775.0,154812.0,158237.0,73524.0
2015-08-31,321317.0,111470.0,151923.0,44017.0
2015-09-01,373639.0,161343.0,178721.0,73034.0
2015-09-02,324837.0,154918.0,139424.0,63394.0
2015-09-03,270544.0,157986.0,127408.0,79784.0
2015-09-04,221220.0,145071.0,98292.0,68571.0
2015-09-07,94792.0,75616.0,45075.0,35689.0
2015-09-08,253288.0,225772.0,153436.0,93359.0
2015-09-09,173222.0,170398.0,133134.0,54895.0
2015-09-10,192415.0,191993.0,123175.0,63598.0
2015-09-11,143408.0,248660.0,141795.0,70999.0
2015-09-14,104057.0,250978.0,125779.0,77484.0
2015-09-15,18462.0,268720.0,197521.0,16702.0
2015-09-16,288333.0,210551.0,63941.0,89838.0
2015-09-17,228857.0,162707.0,41760.0,64401.0
2015-09-18,225724.0,136214.0,33847.0,55955.0
2015-09-21,179898.0,112311.0,38161.0,46459.0
2015-09-22,185413.0,114219.0,40100.0,37293.0
2015-09-23,232269.0,149391.0,43525.0,53575.0
2015-09-24,198036.0,139411.0,56684.0,61129.0
2015-09-25,189403.0,116545.0,37099.0,54926.0
2015-09-28,188283.0,124809.0,31714.0,55665.0
2015-09-29,181413.0,123699.0,42392.0,54426.0
2015-09-30,219886.0,164061.0,51048.0,66615.0
2015-10-01,239316.0,151227.0,52623.0,49042.0
2015-10-02,201586.0,159034.0,43085.0,55056.0
2015-10-05,215447.0,190591.0,57985.0,89358.0
2015-10-06,303579.0,279671.0,81986.0,122834.0
2015-10-07,299914.0,323992.0,101143.0,132820.0
2015-10-08,219938.0,256717.0,84272.0,91042.0
2015-10-09,174338.0,256528.0,88506.0,73567.0
2015-10-12,166832.0,282586.0,106027.0,70200.0
2015-10-13,108370.0,338728.0,126621.0,59142.0
2015-10-14,63280.0,253545.0,62912.0,45964.0
2015-10-15,16785.0,321415.0,138135.0,14921.0
2015-10-16,225956.0,103747.0,42757.0,64915.0
2015-10-19,223306.0,88361.0,42469.0,47313.0
2015-10-20,253325.0,119531.0,43847.0,69176.0
2015-10-21,244638.0,102995.0,46328.0,53995.0
2015-10-22,201591.0,88713.0,37690.0,49002.0
2015-10-23,242056.0,105264.0,42720.0,55621.0
2015-10-26,193978.0,88809.0,36171.0,50086.0
2015-10-27,243114.0,89623.0,49244.0,44175.0
2015-10-28,306597.0,127630.0,54460.0,62508.0
2015-10-29,213925.0,84218.0,38460.0,40716.0
2015-10-30,238590.0,120394.0,40764.0,70540.0
2015-11-02,224283.0,139147.0,48911.0,77313.0
2015-11-03,283357.0,165568.0,56816.0,78388.0
2015-11-04,328135.0,204520.0,74841.0,99300.0
2015-11-05,227998.0,154892.0,53477.0,74311.0
2015-11-06,245485.0,218226.0,81202.0,100641.0
2015-11-09,202178.0,197570.0,78198.0,71446.0
2015-11-10,206340.0,246321.0,116478.0,88666.0
