,HO1,HO2,HO3,HO1 R:02_0_D,HO2 R:02_0_D,HO3 R:02_0_D,.HOCOMN,.HOCOML,.HOCOMS,.HOMMN,.HOMML,.HOMMS
2013-02-04,315.4,312.83,316.36,-24.24,137.74,184.43,,,,,,
2013-02-05,319.13,316.32,319.48,-20.51,141.23,187.55,-92040.0,85598.0,177638.0,31956.0,71944.0,39988.0
2013-02-06,318.58,316.18,319.68,-21.06,141.09,187.75,,,,,,
2013-02-07,319.95,317.59,321.34,-19.69,142.5,189.41,,,,,,
2013-02-08,323.84,321.55,325.29,-15.8,146.46,193.36,,,,,,
2013-02-11,323.15,321.12,324.79,-16.49,146.03,192.86,,,,,,
2013-02-12,323.62,321.84,325.77,-16.02,146.75,193.84,-98284.0,91394.0,189678.0,36753.0,80774.0,44021.0
2013-02-13,321.88,320.56,325.28,-17.76,145.47,193.35,,,,,,
2013-02-14,322.37,321.14,326.31,-17.27,146.05,194.38,,,,,,
2013-02-15,321.04,320.19,325.86,-18.6,145.1,193.93,,,,,,
2013-02-19,318.06,318.17,324.81,-21.58,143.08,192.88,-102532.0,83749.0,186281.0,40594.0,87717.0,47123.0
2013-02-20,315.63,315.22,321.77,-24.01,140.13,189.84,,,,,,
2013-02-21,309.57,309.49,316.7,-30.07,134.4,184.77,,,,,,
2013-02-22,310.42,310.18,317.61,-29.22,135.09,185.68,,,,,,
2013-02-25,309.89,309.81,318.11,-29.75,134.72,186.18,,,,,,
2013-02-26,303.17,302.68,311.39,-36.47,127.59,179.46,-76218.0,83422.0,159640.0,24894.0,79614.0,54720.0
2013-02-27,298.79,298.46,306.41,-40.69,122.61,175.34,,,,,,
2013-02-28,297.19,296.03,303.5,-43.12,119.7,172.6,,,,,,
2013-03-01,293.01,301.06,299.12,-46.14,117.26,169.96,,,,,,
2013-03-04,291.91,300.67,298.57,-47.24,116.87,169.41,,,,,,
2013-03-05,297.3,305.42,303.11,-41.85,121.62,173.95,-60840.0,94731.0,155571.0,16553.0,57373.0,40820.0
2013-03-06,297.56,305.13,302.95,-41.59,121.33,173.79,,,,,,
2013-03-07,297.95,306.41,304.18,-41.2,122.61,175.02,,,,,,
2013-03-08,297.49,306.74,304.42,-41.66,122.94,175.26,,,,,,
2013-03-11,296.91,307.53,305.27,-42.24,123.73,176.11,,,,,,
2013-03-12,294.84,304.26,302.69,-44.31,120.46,173.53,-52877.0,111777.0,164654.0,9746.0,51673.0,41927.0
2013-03-13,292.42,301.18,300.04,-46.73,117.38,170.88,,,,,,
2013-03-14,292.95,301.31,300.64,-46.2,117.51,171.48,,,,,,
2013-03-15,293.9,303.06,302.5,-45.25,119.26,173.34,,,,,,
2013-03-18,292.67,303.14,302.62,-46.48,119.34,173.46,,,,,,
2013-03-19,286.41,296.84,296.58,-52.74,113.04,167.42,-56127.0,98762.0,154889.0,5551.0,48152.0,42601.0
2013-03-20,289.21,299.53,299.12,-49.94,115.73,169.96,,,,,,
2013-03-21,289.63,297.95,296.87,-49.52,114.15,167.71,,,,,,
2013-03-22,288.43,297.28,296.36,-50.72,113.48,167.2,,,,,,
2013-03-25,287.72,298.3,297.76,-51.43,114.5,168.6,,,,,,
2013-03-26,288.13,299.88,299.36,-51.02,116.08,170.2,-49651.0,97974.0,147625.0,2003.0,44127.0,42124.0
2013-03-27,291.54,303.68,302.41,-47.22,119.13,172.76,,,,,,
2013-03-28,291.52,304.7,303.3,-46.2,120.02,173.57,,,,,,
2013-04-01,306.87,305.75,305.23,-44.03,122.47,176.0,,,,,,
2013-04-02,308.74,307.42,307.02,-42.16,124.14,177.79,-58136.0,99612.0,157748.0,3284.0,46297.0,43013.0
2013-04-03,300.2,299.08,298.95,-50.7,115.8,169.72,,,,,,
2013-04-04,296.36,295.72,295.93,-54.54,112.44,166.7,,,,,,
2013-04-05,290.98,290.41,290.78,-59.92,107.13,161.55,,,,,,
2013-04-08,295.37,294.38,294.4,-55.53,111.1,165.17,,,,,,
2013-04-09,296.13,295.49,295.67,-54.77,112.21,166.44,-52792.0,113631.0,166423.0,-3151.0,42785.0,45936.0
2013-04-10,294.79,294.4,294.81,-56.11,111.12,165.58,,,,,,
2013-04-11,289.91,289.86,290.57,-60.99,106.58,161.34,,,,,,
2013-04-12,287.18,286.63,287.1,-63.72,103.35,157.87,,,,,,
2013-04-15,282.92,282.22,282.74,-67.98,98.94,153.51,,,,,,
2013-04-16,280.65,280.25,281.0,-70.25,96.97,151.77,-47656.0,101933.0,149589.0,-10193.0,40249.0,50442.0
2013-04-17,273.46,272.95,273.82,-77.44,89.67,144.59,,,,,,
2013-04-18,277.91,276.82,277.3,-72.99,93.54,148.07,,,,,,
2013-04-19,278.76,277.57,277.81,-72.14,94.29,148.58,,,,,,
2013-04-22,280.94,279.54,279.8,-69.96,96.26,150.57,,,,,,
2013-04-23,281.17,279.8,280.13,-69.73,96.52,150.9,-39388.0,105648.0,145036.0,-21869.0,35914.0,57783.0
2013-04-24,284.13,282.77,283.14,-66.77,99.49,153.91,,,,,,
2013-04-25,290.17,287.98,287.9,-60.73,104.7,158.67,,,,,,
2013-04-26,290.12,286.61,286.46,-60.78,103.33,157.23,,,,,,
2013-04-29,290.07,286.68,286.76,-60.71,103.63,157.71,,,,,,
2013-04-30,287.35,283.96,284.0,-63.43,100.87,154.7,-45867.0,95886.0,141753.0,-16942.0,44804.0,61746.0
2013-05-01,278.89,278.68,279.11,-68.5,95.55,149.35,,,,,,
2013-05-02,285.55,285.33,285.72,-61.84,102.2,155.96,,,,,,
2013-05-03,288.44,288.24,288.84,-58.95,105.11,159.08,,,,,,
2013-05-06,292.02,291.59,292.17,-55.37,108.46,162.41,,,,,,
2013-05-07,292.77,292.03,292.22,-54.62,108.9,162.46,-47521.0,98048.0,145569.0,-17307.0,47460.0,64767.0
2013-05-08,291.47,290.81,291.15,-55.92,107.68,161.39,,,,,,
2013-05-09,293.66,292.5,292.61,-53.73,109.37,162.85,,,,,,
2013-05-10,290.62,289.82,290.14,-56.77,106.69,160.38,,,,,,
2013-05-13,289.1,288.32,288.57,-58.29,105.19,158.81,,,,,,
2013-05-14,287.3,286.62,287.02,-60.09,103.49,157.26,-35280.0,102958.0,138238.0,-29298.0,44803.0,74101.0
2013-05-15,288.01,287.42,287.97,-59.38,104.29,158.21,,,,,,
2013-05-16,290.87,290.05,290.34,-56.52,106.92,160.58,,,,,,
2013-05-17,293.7,292.93,293.3,-53.69,109.8,163.54,,,,,,
2013-05-20,295.08,294.11,294.26,-52.31,110.98,164.5,,,,,,
2013-05-21,292.9,291.93,292.25,-54.49,108.8,162.49,-34193.0,97611.0,131804.0,-30141.0,45247.0,75388.0
2013-05-22,287.36,286.87,287.53,-60.03,103.74,157.77,,,,,,
2013-05-23,286.0,285.65,286.44,-61.39,102.52,156.68,,,,,,
2013-05-24,285.69,285.44,286.22,-61.7,102.31,156.46,,,,,,
2013-05-28,290.66,290.4,291.02,-56.73,107.27,161.26,-37090.0,87952.0,125042.0,-27995.0,41554.0,69549.0
2013-05-29,286.95,286.48,287.0,-60.44,103.35,157.24,,,,,,
2013-05-30,284.31,284.42,285.24,-62.5,101.59,155.68,,,,,,
2013-05-31,279.21,278.14,279.13,-68.78,95.48,149.61,,,,,,
2013-06-03,283.34,284.05,284.86,-63.58,100.4,154.35,,,,,,
2013-06-04,286.49,286.81,287.41,-60.43,103.16,156.9,-30907.0,104447.0,135354.0,-30520.0,35430.0,65950.0
2013-06-05,285.54,285.86,286.54,-61.38,102.21,156.03,,,,,,
2013-06-06,287.14,287.34,288.07,-59.78,103.69,157.56,,,,,,
2013-06-07,289.31,289.56,290.24,-57.61,105.91,159.73,,,,,,
2013-06-10,288.38,288.62,289.37,-58.54,104.97,158.86,,,,,,
2013-06-11,285.75,286.09,286.92,-61.17,102.44,156.41,-29111.0,115639.0,144750.0,-30968.0,34592.0,65560.0
2013-06-12,289.52,289.79,290.43,-57.4,106.14,159.92,,,,,,
2013-06-13,293.95,294.04,294.39,-52.97,110.39,163.88,,,,,,
2013-06-14,296.22,296.44,296.89,-50.7,112.79,166.38,,,,,,
2013-06-17,295.03,295.21,295.7,-51.89,111.56,165.19,,,,,,
2013-06-18,296.17,296.33,296.91,-50.75,112.68,166.4,-43211.0,109208.0,152419.0,-20530.0,43051.0,63581.0
2013-06-19,297.25,297.37,297.91,-49.67,113.72,167.4,,,,,,
2013-06-20,287.22,287.3,287.82,-59.7,103.65,157.31,,,,,,
2013-06-21,284.41,284.34,284.64,-62.51,100.69,154.13,,,,,,
2013-06-24,285.47,285.3,285.53,-61.45,101.65,155.02,,,,,,
2013-06-25,285.84,285.85,286.09,-61.08,102.2,155.58,-26289.0,112334.0,138623.0,-30622.0,36381.0,67003.0
2013-06-26,285.43,285.51,285.97,-61.49,101.86,155.46,,,,,,
2013-06-27,288.94,288.8,289.11,-58.2,105.0,158.5,,,,,,
2013-06-28,287.98,285.88,286.33,-61.12,102.22,155.79,,,,,,
2013-07-01,287.36,287.9,288.31,-59.64,103.79,157.39,,,,,,
2013-07-02,290.14,290.57,290.99,-56.86,106.46,160.07,-28612.0,113504.0,142116.0,-26617.0,39107.0,65724.0
2013-07-03,295.12,295.54,295.91,-51.88,111.43,164.99,,,,,,
2013-07-05,298.97,299.46,299.85,-48.03,115.35,168.93,,,,,,
2013-07-08,298.01,298.42,298.87,-48.99,114.31,167.95,,,,,,
2013-07-09,298.57,299.18,299.69,-48.43,115.07,168.77,-40476.0,112211.0,152687.0,-16798.0,43906.0,60704.0
2013-07-10,300.17,300.73,301.11,-46.83,116.62,170.19,,,,,,
2013-07-11,299.5,299.87,300.17,-47.5,115.76,169.25,,,,,,
2013-07-12,302.94,303.08,303.09,-44.06,118.97,172.17,,,,,,
2013-07-15,302.61,302.78,302.82,-44.39,118.67,171.9,,,,,,
2013-07-16,304.69,304.64,304.49,-42.31,120.53,173.57,-54441.0,115513.0,169954.0,-3648.0,52849.0,56497.0
2013-07-17,307.12,307.08,306.93,-39.88,122.97,176.01,,,,,,
2013-07-18,310.07,310.03,309.68,-36.93,125.92,178.76,,,,,,
2013-07-19,308.94,309.06,308.76,-38.06,124.95,177.84,,,,,,
2013-07-22,306.64,306.88,306.82,-40.36,122.77,175.9,,,,,,
2013-07-23,306.93,307.25,307.31,-40.07,123.14,176.39,-70358.0,94112.0,164470.0,7877.0,63321.0,55444.0
2013-07-24,304.7,305.08,305.23,-42.3,120.97,174.31,,,,,,
2013-07-25,303.5,303.99,304.23,-43.5,119.88,173.31,,,,,,
2013-07-26,301.01,301.31,301.54,-45.99,117.2,170.62,,,,,,
2013-07-29,301.62,301.9,302.07,-45.38,117.79,171.15,,,,,,
2013-07-30,300.67,300.9,301.16,-46.38,116.88,170.39,-70417.0,78697.0,149114.0,8887.0,70170.0,61283.0
2013-07-31,304.31,305.5,305.75,-41.78,121.47,174.91,,,,,,
2013-08-01,309.66,309.81,309.55,-37.62,125.53,178.85,,,,,,
2013-08-02,307.14,307.54,307.48,-40.14,123.26,176.78,,,,,,
2013-08-05,305.22,305.72,305.93,-42.06,121.44,175.23,,,,,,
2013-08-06,300.83,301.49,301.88,-46.45,117.21,171.18,-69205.0,86183.0,155388.0,10446.0,70281.0,59835.0
2013-08-07,296.42,297.14,297.71,-50.86,112.86,167.01,,,,,,
2013-08-08,295.74,296.4,296.9,-51.54,112.12,166.2,,,,,,
2013-08-09,299.35,300.04,300.43,-47.93,115.76,169.73,,,,,,
2013-08-12,302.09,302.84,303.24,-45.19,118.56,172.54,,,,,,
2013-08-13,304.71,305.34,305.64,-42.57,121.06,174.94,-60170.0,99409.0,159579.0,3098.0,65192.0,62094.0
2013-08-14,304.78,305.4,305.73,-42.5,121.12,175.03,,,,,,
2013-08-15,307.28,307.95,308.23,-40.0,123.67,177.53,,,,,,
2013-08-16,308.31,309.04,309.33,-38.97,124.76,178.63,,,,,,
2013-08-19,307.1,307.93,308.16,-40.18,123.65,177.46,,,,,,
2013-08-20,307.84,308.52,308.66,-39.44,124.24,177.96,-66583.0,103836.0,170419.0,8979.0,71104.0,62125.0
2013-08-21,307.68,308.15,307.99,-39.6,123.87,177.29,,,,,,
2013-08-22,306.99,307.37,307.29,-40.29,123.09,176.59,,,,,,
2013-08-23,309.5,309.9,309.65,-37.78,125.62,178.95,,,,,,
2013-08-26,307.9,308.35,308.18,-39.38,124.07,177.48,,,,,,
2013-08-27,316.09,316.56,316.3,-31.19,132.28,185.6,-72440.0,91389.0,163829.0,12865.0,73973.0,61108.0
2013-08-28,320.83,321.13,320.78,-26.45,136.85,190.08,,,,,,
2013-08-29,318.49,318.83,318.36,-28.75,134.43,187.48,,,,,,
2013-08-30,313.95,313.66,313.46,-33.92,129.53,182.9,,,,,,
2013-09-03,314.83,314.84,314.29,-32.75,130.91,184.45,-72334.0,85835.0,158169.0,12921.0,74788.0,61867.0
2013-09-04,313.71,313.93,313.56,-33.87,130.0,183.72,,,,,,
2013-09-05,313.97,314.06,313.57,-33.61,130.13,183.73,,,,,,
2013-09-06,316.37,316.38,315.82,-31.21,132.45,185.98,,,,,,
2013-09-09,311.83,311.97,311.47,-35.75,128.04,181.63,,,,,,
2013-09-10,306.68,306.84,306.39,-40.9,122.91,176.55,-64487.0,96019.0,160506.0,8734.0,67729.0,58995.0
2013-09-11,307.18,307.14,306.45,-40.4,123.21,176.61,,,,,,
2013-09-12,311.64,311.57,310.71,-35.94,127.64,180.87,,,,,,
2013-09-13,311.37,311.17,310.14,-36.21,127.24,180.3,,,,,,
2013-09-16,306.37,306.31,305.62,-41.21,122.38,175.78,,,,,,
2013-09-17,299.83,299.96,299.6,-47.75,116.03,169.76,-57993.0,102741.0,160734.0,4360.0,60204.0,55844.0
2013-09-18,304.05,304.15,303.86,-43.53,120.22,174.02,,,,,,
2013-09-19,300.4,300.6,300.22,-47.18,116.67,170.38,,,,,,
2013-09-20,300.42,300.53,300.1,-47.16,116.6,170.26,,,,,,
2013-09-23,295.62,295.66,295.28,-51.96,111.73,165.44,,,,,,
2013-09-24,296.1,296.04,295.58,-51.48,112.11,165.74,-57228.0,93115.0,150343.0,6596.0,54524.0,47928.0
2013-09-25,297.31,297.13,296.58,-50.27,113.2,166.74,,,,,,
2013-09-26,300.37,299.93,299.3,-47.21,116.0,169.46,,,,,,
2013-09-27,299.01,298.48,297.91,-48.57,114.55,168.07,,,,,,
2013-09-30,297.1,297.15,296.71,-49.9,113.35,166.96,,,,,,
2013-10-01,295.53,295.2,294.95,-51.52,111.84,165.51,-44710.0,98655.0,143365.0,-4973.0,47873.0,52846.0
2013-10-02,299.27,298.91,298.58,-47.78,115.55,169.14,,,,,,
2013-10-03,300.33,299.56,298.98,-46.72,116.2,169.54,,,,,,
2013-10-04,299.9,299.34,298.86,-47.15,115.98,169.42,,,,,,
2013-10-07,300.93,300.51,300.15,-46.12,117.15,170.71,,,,,,
2013-10-08,303.25,302.87,302.49,-43.8,119.51,173.05,-45161.0,104863.0,150024.0,-5744.0,46173.0,51917.0
2013-10-09,301.74,301.25,300.82,-45.31,117.89,171.38,,,,,,
2013-10-10,307.0,306.45,306.09,-40.05,123.09,176.65,,,,,,
2013-10-11,303.49,303.16,302.95,-43.56,119.8,173.51,,,,,,
2013-10-14,303.17,302.75,302.58,-43.88,119.39,173.14,,,,,,
2013-10-15,301.7,301.21,300.98,-45.35,117.85,171.54,-43281.0,108893.0,152174.0,-7268.0,46174.0,53442.0
2013-10-16,303.93,303.63,303.63,-43.12,120.27,174.19,,,,,,
2013-10-17,299.0,298.86,298.99,-48.05,115.5,169.55,,,,,,
2013-10-18,303.54,303.2,302.99,-43.51,119.84,173.55,,,,,,
2013-10-21,301.06,300.72,300.7,-45.99,117.36,171.26,,,,,,
2013-10-22,299.73,299.54,299.71,-47.32,116.18,170.27,-39317.0,107998.0,147315.0,-7711.0,48425.0,56136.0
2013-10-23,292.33,292.22,292.61,-54.72,108.86,163.17,,,,,,
2013-10-24,290.03,289.89,290.38,-57.02,106.53,160.94,,,,,,
2013-10-25,290.97,290.89,291.35,-56.08,107.53,161.91,,,,,,
2013-10-28,296.44,296.42,296.76,-50.61,113.06,167.32,,,,,,
2013-10-29,296.41,296.36,296.65,-50.64,113.0,167.21,-24021.0,111390.0,135411.0,-18228.0,43262.0,61490.0
2013-10-30,297.86,297.68,297.99,-49.32,114.34,168.49,,,,,,
2013-10-31,296.78,295.39,295.69,-51.61,112.04,166.15,,,,,,
2013-11-01,288.22,288.64,288.63,-58.78,104.99,159.26,,,,,,
2013-11-04,287.41,288.11,288.4,-59.59,104.46,159.03,,,,,,
2013-11-05,286.41,287.02,287.44,-60.59,103.37,158.07,-18578.0,120392.0,138970.0,-27058.0,39323.0,66381.0
2013-11-06,286.96,287.52,287.89,-60.04,103.87,158.52,,,,,,
2013-11-07,283.92,284.49,284.89,-63.08,100.84,155.52,,,,,,
2013-11-08,287.19,287.6,287.8,-59.81,103.95,158.43,,,,,,
2013-11-11,289.13,289.52,289.78,-57.87,105.87,160.41,,,,,,
2013-11-12,285.32,285.8,286.22,-61.68,102.15,156.85,-13850.0,126496.0,140346.0,-31520.0,39824.0,71344.0
2013-11-13,289.77,290.14,290.41,-57.23,106.49,161.04,,,,,,
2013-11-14,293.06,293.32,293.52,-53.94,109.67,164.15,,,,,,
2013-11-15,293.89,294.09,294.27,-53.11,110.44,164.9,,,,,,
2013-11-18,292.22,292.44,292.65,-54.78,108.79,163.28,,,,,,
2013-11-19,290.58,290.64,290.72,-56.42,106.99,161.35,-15141.0,123426.0,138567.0,-28987.0,40945.0,69932.0
2013-11-20,295.45,295.28,295.03,-51.55,111.63,165.66,,,,,,
2013-11-21,300.67,300.56,300.23,-46.33,116.91,170.86,,,,,,
2013-11-22,304.13,303.93,303.65,-42.87,120.28,174.28,,,,,,
2013-11-25,303.21,303.04,302.83,-43.79,119.39,173.46,,,,,,
2013-11-26,304.44,304.25,304.06,-42.56,120.6,174.69,-28596.0,102743.0,131339.0,-21755.0,45050.0,66805.0
2013-11-27,304.69,304.3,303.97,-42.31,120.65,174.6,,,,,,
2013-11-29,304.78,303.08,302.76,-43.53,119.44,173.45,,,,,,
2013-12-02,305.01,304.75,304.3,-41.6,121.43,175.47,,,,,,
2013-12-03,306.51,306.46,306.1,-40.1,123.14,177.27,-44182.0,94051.0,138233.0,-10642.0,50889.0,61531.0
2013-12-04,305.91,305.96,305.59,-40.7,122.64,176.76,,,,,,
2013-12-05,304.96,305.03,304.67,-41.65,121.71,175.84,,,,,,
2013-12-06,305.65,305.73,305.39,-40.96,122.41,176.56,,,,,,
2013-12-09,301.43,301.47,301.2,-45.18,118.15,172.37,,,,,,
2013-12-10,301.73,301.73,301.47,-44.88,118.41,172.64,-45910.0,104901.0,150811.0,-9359.0,56356.0,65715.0
2013-12-11,302.12,302.18,301.95,-44.49,118.86,173.12,,,,,,
2013-12-12,298.01,298.1,297.98,-48.6,114.78,169.15,,,,,,
2013-12-13,297.57,297.52,297.26,-49.04,114.2,168.43,,,,,,
2013-12-16,299.02,298.93,298.68,-47.59,115.61,169.85,,,,,,
2013-12-17,296.29,296.19,295.93,-50.32,112.87,167.1,-32649.0,107606.0,140255.0,-17162.0,51358.0,68520.0
2013-12-18,301.01,300.69,300.16,-45.6,117.37,171.33,,,,,,
2013-12-19,303.06,302.53,301.77,-43.55,119.21,172.94,,,,,,
2013-12-20,307.81,307.02,306.06,-38.8,123.7,177.23,,,,,,
2013-12-23,306.01,305.34,304.59,-40.6,122.02,175.76,,,,,,
2013-12-24,307.83,306.85,305.98,-38.78,123.53,177.15,-38881.0,105481.0,144362.0,-16920.0,49156.0,66076.0
2013-12-26,309.48,307.56,306.48,-37.13,124.24,177.65,,,,,,
2013-12-27,312.41,309.21,307.75,-34.2,125.89,178.92,,,,,,
2013-12-30,307.72,305.61,304.49,-37.8,122.63,175.94,,,,,,
2013-12-31,307.72,306.52,305.38,-36.89,123.52,176.82,-51591.0,92122.0,143713.0,-9159.0,56041.0,65200.0
2014-01-02,298.67,297.33,296.22,-44.74,115.47,168.69,,,,,,
2014-01-03,293.94,292.56,291.43,-49.47,110.7,163.9,,,,,,
2014-01-06,293.88,292.45,291.37,-49.53,110.59,163.84,,,,,,
2014-01-07,295.93,294.13,292.81,-47.48,112.27,165.28,-37044.0,90680.0,127724.0,-20169.0,46204.0,66373.0
2014-01-08,294.94,293.22,291.92,-48.47,111.36,164.39,,,,,,
2014-01-09,292.14,290.54,289.33,-51.27,108.68,161.8,,,,,,
2014-01-10,294.07,292.34,291.0,-49.34,110.48,163.47,,,,,,
2014-01-13,293.33,291.27,289.58,-50.08,109.41,162.05,,,,,,
2014-01-14,293.63,290.98,289.07,-49.78,109.12,161.54,-23163.0,102418.0,125581.0,-30824.0,40569.0,71393.0
2014-01-15,297.96,294.12,292.05,-45.45,112.26,164.52,,,,,,
2014-01-16,298.45,293.45,290.91,-44.96,111.59,163.38,,,,,,
2014-01-17,302.37,295.4,292.13,-41.04,113.54,164.6,,,,,,
2014-01-21,301.47,295.11,292.1,-41.94,113.25,164.57,-38116.0,94271.0,132387.0,-23920.0,42027.0,65947.0
2014-01-22,303.79,298.12,295.3,-39.62,116.26,167.77,,,,,,
2014-01-23,307.65,299.1,295.2,-35.76,117.24,167.67,,,,,,
2014-01-24,313.74,301.58,296.39,-29.67,119.72,168.86,,,,,,
2014-01-27,309.24,296.67,292.66,-34.17,114.81,165.13,,,,,,
2014-01-28,312.18,299.39,295.23,-31.23,117.53,167.7,-49845.0,92727.0,142572.0,-10596.0,55794.0,66390.0
2014-01-29,318.16,302.04,296.94,-25.25,120.18,169.41,,,,,,
2014-01-30,321.7,302.75,297.08,-24.54,120.32,169.55,,,,,,
2014-01-31,327.94,299.71,293.57,-27.58,116.81,166.14,,,,,,
2014-02-03,300.75,293.54,291.16,-26.54,116.78,165.9,,,,,,
2014-02-04,298.29,291.26,289.26,-29.0,114.5,164.0,-59901.0,94282.0,154183.0,-2115.0,59511.0,61626.0
2014-02-05,299.68,293.17,291.19,-27.61,116.41,165.93,,,,,,
2014-02-06,299.51,294.0,292.26,-27.78,117.24,167.0,,,,,,
2014-02-07,305.03,300.15,298.4,-22.26,123.39,173.14,,,,,,
2014-02-10,299.81,296.99,295.93,-27.48,120.23,170.67,,,,,,
2014-02-11,302.81,298.9,297.53,-24.48,122.14,172.27,-62117.0,93196.0,155313.0,-490.0,60663.0,61153.0
2014-02-12,301.25,297.95,296.84,-26.04,121.19,171.58,,,,,,
2014-02-13,303.07,299.03,297.69,-24.22,122.27,172.43,,,,,,
2014-02-14,307.82,301.66,299.68,-19.47,124.9,174.42,,,,,,
2014-02-18,310.17,304.52,302.56,-17.12,127.76,177.3,-65281.0,106404.0,171685.0,3504.0,64427.0,60923.0
2014-02-19,314.68,307.26,304.42,-12.61,130.5,179.16,,,,,,
2014-02-20,317.77,308.34,304.74,-9.52,131.58,179.48,,,,,,
2014-02-21,309.92,303.89,301.52,-17.37,127.13,176.26,,,,,,
2014-02-24,308.72,305.01,303.0,-18.57,128.25,177.74,,,,,,
2014-02-25,310.43,303.46,300.68,-16.86,126.7,175.42,-74577.0,91226.0,165803.0,14922.0,72453.0,57531.0
2014-02-26,312.81,303.83,300.73,-14.48,127.07,175.47,,,,,,
2014-02-27,308.65,300.77,298.18,-17.54,124.52,173.15,,,,,,
2014-02-28,308.93,301.63,298.85,-16.68,125.19,173.84,,,,,,
2014-03-03,308.05,304.57,302.84,-10.26,130.91,179.07,,,,,,
2014-03-04,304.07,299.92,297.94,-14.24,126.26,174.17,-76694.0,93701.0,170395.0,13722.0,70661.0,56939.0
2014-03-05,299.22,295.4,293.65,-19.09,121.74,169.88,,,,,,
2014-03-06,298.3,294.99,293.48,-20.01,121.33,169.71,,,,,,
2014-03-07,301.21,297.54,295.95,-17.1,123.88,172.18,,,,,,
2014-03-10,296.74,294.36,293.19,-21.57,120.7,169.42,,,,,,
2014-03-11,296.1,294.33,293.61,-22.21,120.67,169.84,-66033.0,82734.0,148767.0,4728.0,60837.0,56109.0
2014-03-12,292.55,291.4,291.01,-25.76,117.74,167.24,,,,,,
2014-03-13,291.96,290.41,289.74,-26.35,116.75,165.97,,,,,,
2014-03-14,294.31,292.82,292.1,-24.0,119.16,168.33,,,,,,
2014-03-17,289.08,287.84,287.35,-29.23,114.18,163.58,,,,,,
2014-03-18,291.55,290.44,289.86,-26.76,116.78,166.09,-53569.0,85510.0,139079.0,-5286.0,52279.0,57565.0
2014-03-19,290.1,289.1,288.47,-28.21,115.44,164.7,,,,,,
2014-03-20,292.13,291.31,290.59,-26.18,117.65,166.82,,,,,,
2014-03-21,292.01,291.34,290.73,-26.3,117.68,166.96,,,,,,
2014-03-24,291.16,291.02,290.62,-27.15,117.36,166.85,,,,,,
2014-03-25,292.15,292.08,291.64,-26.16,118.42,167.87,-54635.0,75650.0,130285.0,-4033.0,52738.0,56771.0
2014-03-26,291.94,291.78,291.34,-26.37,118.12,167.57,,,,,,
2014-03-27,294.77,294.29,293.54,-23.54,120.63,169.77,,,,,,
2014-03-28,295.79,294.78,293.96,-22.52,121.12,170.19,,,,,,
2014-03-31,293.2,292.98,292.42,-24.32,119.58,168.82,,,,,,
2014-04-01,288.78,288.06,287.92,-28.52,115.22,164.4,-50764.0,61565.0,112329.0,-9254.0,52551.0,61805.0
2014-04-02,286.66,286.12,285.89,-30.64,113.28,162.37,,,,,,
2014-04-03,290.62,289.96,289.69,-26.68,117.12,166.17,,,,,,
2014-04-04,290.79,290.22,290.0,-26.51,117.38,166.48,,,,,,
2014-04-07,289.07,288.68,288.58,-28.23,115.84,165.06,,,,,,
2014-04-08,293.44,293.04,292.88,-23.86,120.2,169.36,-50405.0,59658.0,110063.0,-16566.0,48394.0,64960.0
2014-04-09,295.4,294.75,294.48,-21.9,121.91,170.96,,,,,,
2014-04-10,293.9,293.36,293.19,-23.4,120.52,169.67,,,,,,
2014-04-11,293.32,292.7,292.43,-23.98,119.86,168.91,,,,,,
2014-04-14,297.91,297.11,296.58,-19.39,124.27,173.06,,,,,,
2014-04-15,298.7,297.88,297.26,-18.6,125.04,173.74,-49325.0,68968.0,118293.0,-22607.0,53880.0,76487.0
2014-04-16,301.06,300.18,299.4,-16.24,127.34,175.88,,,,,,
2014-04-17,300.82,300.12,299.5,-16.48,127.28,175.98,,,,,,
2014-04-21,301.17,300.42,299.82,-16.13,127.58,176.3,,,,,,
2014-04-22,300.26,299.55,298.89,-17.04,126.71,175.37,-61777.0,70295.0,132072.0,-12382.0,64257.0,76639.0
2014-04-23,298.09,297.58,297.15,-19.21,124.74,173.63,,,,,,
2014-04-24,301.45,300.95,300.38,-15.85,128.11,176.86,,,,,,
2014-04-25,298.66,298.09,297.48,-18.64,125.25,173.96,,,,,,
2014-04-28,295.19,294.45,293.82,-22.11,121.61,170.3,,,,,,
2014-04-29,297.01,296.35,295.76,-20.21,123.55,172.26,-61569.0,67894.0,129463.0,-8172.0,65145.0,73317.0
2014-04-30,293.49,292.81,292.37,-23.75,120.16,169.03,,,,,,
2014-05-01,291.4,291.04,290.8,-25.16,118.83,167.73,,,,,,
2014-05-02,292.23,291.91,291.69,-24.33,119.7,168.62,,,,,,
2014-05-05,290.64,290.22,290.06,-25.92,118.01,166.99,,,,,,
2014-05-06,288.77,288.37,288.2,-27.79,116.16,165.13,-54631.0,73180.0,127811.0,-13288.0,55450.0,68738.0
2014-05-07,292.75,292.19,291.89,-23.81,119.98,168.82,,,,,,
2014-05-08,292.02,291.42,291.08,-24.54,119.21,168.01,,,,,,
2014-05-09,290.68,290.17,289.89,-25.88,117.96,166.82,,,,,,
2014-05-12,291.85,291.32,290.96,-24.71,119.11,167.89,,,,,,
