,HO1,HO2,HO3,HO1 R:02_0_D,HO2 R:02_0_D,HO3 R:02_0_D,.HOCOMN,.HOCOML,.HOCOMS,.HOMMN,.HOMML,.HOMMS
2018-06-13,218.51,218.75,219.08,-99.48,19.15,62.34,,,,,,
2018-06-14,215.87,216.18,216.58,-102.12,16.58,59.84,,,,,,
2018-06-15,208.7,209.01,209.45,-109.29,9.41,52.71,,,,,,
2018-06-18,213.16,213.37,213.76,-104.83,13.77,57.02,,,,,,
2018-06-19,212.18,212.38,212.77,-105.81,12.78,56.03,-115458.0,88223.0,203681.0,50140.0,108248.0,58108.0
2018-06-20,210.71,211.07,211.54,-107.28,11.47,54.8,,,,,,
2018-06-21,207.01,207.42,207.87,-110.98,7.82,51.13,,,,,,
2018-06-22,212.54,212.93,213.4,-105.45,13.33,56.66,,,,,,
2018-06-25,210.04,210.42,211.08,-107.95,10.82,54.34,,,,,,
2018-06-26,212.9,213.25,213.94,-105.09,13.65,57.2,-113481.0,79782.0,193263.0,46127.0,97759.0,51632.0
2018-06-27,217.72,217.96,218.51,-100.27,18.36,61.77,,,,,,
2018-06-28,217.82,217.9,218.51,-100.33,18.36,61.84,,,,,,
2018-06-29,220.93,220.97,221.62,-97.26,21.47,64.98,,,,,,
2018-07-02,215.58,216.3,216.98,-102.65,16.15,59.71,,,,,,
2018-07-03,216.42,217.11,217.75,-101.81,16.96,60.48,-117460.0,98155.0,215615.0,48638.0,96467.0,47829.0
2018-07-05,217.87,218.35,218.87,-100.36,18.2,61.6,,,,,,
2018-07-06,216.84,217.51,218.11,-101.39,17.36,60.84,,,,,,
2018-07-09,219.57,220.13,220.72,-98.66,19.98,63.45,,,,,,
2018-07-10,222.18,222.73,223.36,-96.05,22.58,66.09,-115302.0,99112.0,214414.0,50485.0,97449.0,46964.0
2018-07-11,210.08,210.64,211.24,-108.15,10.49,53.97,,,,,,
2018-07-12,212.31,212.8,213.33,-105.92,12.65,56.06,,,,,,
2018-07-13,213.34,213.93,214.57,-104.89,13.78,57.3,,,,,,
2018-07-16,205.43,206.05,206.58,-112.8,5.9,49.31,,,,,,
2018-07-17,207.01,207.53,208.06,-111.22,7.38,50.79,-102835.0,110135.0,212970.0,39179.0,86218.0,47039.0
2018-07-18,209.03,209.52,209.99,-109.2,9.37,52.72,,,,,,
2018-07-19,209.01,209.45,209.95,-109.22,9.3,52.68,,,,,,
2018-07-20,210.44,210.94,211.47,-107.79,10.79,54.2,,,,,,
2018-07-23,211.8,212.29,212.89,-106.43,12.14,55.62,,,,,,
2018-07-24,213.26,213.79,214.41,-104.97,13.64,57.14,-107057.0,101671.0,208728.0,41143.0,88295.0,47152.0
2018-07-25,215.12,215.6,216.22,-103.11,15.45,58.95,,,,,,
2018-07-26,217.69,218.09,218.63,-100.54,17.94,61.36,,,,,,
2018-07-27,215.52,215.94,216.59,-102.71,15.79,59.32,,,,,,
2018-07-30,217.1,217.65,218.32,-101.0,17.52,61.01,,,,,,
2018-07-31,213.19,213.74,214.53,-104.91,13.73,57.21,-108565.0,95164.0,203729.0,41431.0,92380.0,50949.0
2018-08-01,209.74,210.4,210.87,-108.91,9.6,53.02,,,,,,
2018-08-02,213.18,213.65,213.96,-105.47,12.85,56.11,,,,,,
2018-08-03,212.69,213.24,213.63,-105.96,12.44,55.78,,,,,,
2018-08-06,213.93,214.51,214.87,-104.72,13.71,57.02,,,,,,
2018-08-07,216.91,217.42,217.72,-101.74,16.62,59.87,-107664.0,89466.0,197130.0,38190.0,88661.0,50471.0
2018-08-08,211.57,212.07,212.38,-107.08,11.27,54.53,,,,,,
2018-08-09,211.19,211.65,211.91,-107.46,10.85,54.06,,,,,,
2018-08-10,213.97,214.35,214.53,-104.68,13.55,56.68,,,,,,
2018-08-13,213.7,214.09,214.26,-104.95,13.29,56.41,,,,,,
2018-08-14,212.87,213.31,213.62,-105.78,12.51,55.77,-107995.0,82989.0,190984.0,36867.0,89622.0,52755.0
2018-08-15,209.04,209.45,209.71,-109.61,8.65,51.86,,,,,,
2018-08-16,209.64,210.08,210.44,-109.01,9.28,52.59,,,,,,
2018-08-17,209.82,210.28,210.65,-108.83,9.48,52.8,,,,,,
2018-08-20,211.38,211.78,212.11,-107.27,10.98,54.26,,,,,,
2018-08-21,212.36,212.81,213.08,-106.29,12.01,55.23,-108537.0,90655.0,199192.0,35119.0,86950.0,51831.0
2018-08-22,216.83,217.36,217.74,-101.82,16.56,59.89,,,,,,
2018-08-23,217.54,218.07,218.44,-101.11,17.27,60.59,,,,,,
2018-08-24,220.22,220.78,221.13,-98.43,19.98,63.28,,,,,,
2018-08-27,221.49,222.06,222.4,-97.16,21.26,64.55,,,,,,
2018-08-28,221.14,221.7,222.02,-97.51,20.9,64.17,-116176.0,91284.0,207460.0,38948.0,94062.0,55114.0
2018-08-29,224.21,224.88,225.19,-94.44,24.08,67.34,,,,,,
2018-08-30,224.83,225.44,225.76,-93.88,24.65,68.0,,,,,,
2018-08-31,224.13,224.31,224.6,-95.01,23.49,66.81,,,,,,
2018-09-04,225.47,225.7,225.83,-93.85,24.59,67.89,-121688.0,94731.0,216419.0,45114.0,100158.0,55044.0
2018-09-05,223.45,223.74,223.93,-95.87,22.63,65.99,,,,,,
2018-09-06,220.91,221.23,221.46,-98.41,20.12,63.52,,,,,,
2018-09-07,221.82,222.02,222.16,-97.5,20.91,64.22,,,,,,
2018-09-10,221.78,222.13,222.28,-97.54,21.02,64.34,,,,,,
2018-09-11,225.2,225.5,225.66,-94.12,24.39,67.72,-115045.0,115467.0,230512.0,41018.0,93926.0,52908.0
2018-09-12,225.77,226.1,226.37,-93.55,24.99,68.43,,,,,,
2018-09-13,222.35,222.64,222.95,-96.97,21.53,65.01,,,,,,
2018-09-14,220.92,221.3,221.73,-98.4,20.19,63.79,,,,,,
2018-09-17,220.64,221.02,221.48,-98.68,19.91,63.54,,,,,,
2018-09-18,223.57,223.89,224.26,-95.75,22.78,66.32,-111232.0,107852.0,219084.0,43565.0,88938.0,45373.0
2018-09-19,224.66,225.0,225.34,-94.66,23.89,67.4,,,,,,
2018-09-20,222.8,223.21,223.64,-96.52,22.1,65.7,,,,,,
2018-09-21,222.6,223.06,223.55,-96.72,21.95,65.61,,,,,,
2018-09-24,228.59,229.02,229.44,-90.73,27.91,71.5,,,,,,
2018-09-25,230.53,230.97,231.4,-88.79,29.86,73.46,-115527.0,104769.0,220296.0,43626.0,90507.0,46881.0
2018-09-26,229.98,230.37,230.76,-89.34,29.26,72.82,,,,,,
2018-09-27,232.31,232.6,232.95,-87.11,31.45,74.98,,,,,,
2018-09-28,235.18,234.85,235.26,-84.86,33.76,77.34,,,,,,
2018-10-01,240.79,241.14,241.44,-78.92,39.64,83.22,,,,,,
2018-10-02,240.76,241.15,241.43,-78.95,39.65,83.21,-121413.0,95555.0,216968.0,47910.0,94520.0,46610.0
2018-10-03,243.72,244.15,244.5,-75.99,42.65,86.28,,,,,,
2018-10-04,239.97,240.33,240.62,-79.74,38.83,82.4,,,,,,
2018-10-05,239.23,239.59,239.85,-80.48,38.09,81.63,,,,,,
2018-10-08,239.42,239.71,239.91,-80.29,38.21,81.69,,,,,,
2018-10-09,242.38,242.58,242.77,-77.33,41.08,84.55,-125499.0,99754.0,225253.0,48330.0,92884.0,44554.0
2018-10-10,239.49,239.65,239.79,-80.22,38.15,81.57,,,,,,
2018-10-11,233.22,233.35,233.49,-86.49,31.85,75.27,,,,,,
2018-10-12,232.13,232.32,232.49,-87.58,30.82,74.27,,,,,,
2018-10-15,232.57,232.81,233.01,-87.14,31.31,74.79,,,,,,
2018-10-16,234.02,234.19,234.37,-85.69,32.69,76.15,-114332.0,109862.0,224194.0,43952.0,87260.0,43308.0
2018-10-17,231.11,231.25,231.48,-88.6,29.75,73.26,,,,,,
2018-10-18,229.49,229.64,229.8,-90.22,28.14,71.58,,,,,,
2018-10-19,230.2,230.27,230.4,-89.51,28.77,72.18,,,,,,
2018-10-22,231.81,231.89,231.96,-87.9,30.39,73.74,,,,,,
2018-10-23,224.84,224.99,225.11,-94.87,23.49,66.89,-107553.0,113857.0,221410.0,37935.0,84285.0,46350.0
2018-10-24,225.21,225.29,225.4,-94.5,23.79,67.18,,,,,,
2018-10-25,227.81,227.84,227.82,-91.9,26.34,69.6,,,,,,
2018-10-26,230.3,230.34,230.21,-89.41,28.84,71.99,,,,,,
2018-10-29,228.43,228.41,228.26,-91.28,26.91,70.04,,,,,,
2018-10-30,225.98,225.94,225.74,-93.75,24.39,67.45,-103105.0,122070.0,225175.0,33094.0,80169.0,47075.0
2018-10-31,226.18,225.14,224.85,-94.55,23.5,66.55,,,,,,
2018-11-01,220.08,219.59,218.98,-99.61,18.24,61.25,,,,,,
2018-11-02,217.28,216.75,216.19,-102.41,15.4,58.46,,,,,,
2018-11-05,219.63,218.72,217.89,-100.06,17.37,60.16,,,,,,
2018-11-06,218.83,217.99,217.15,-100.86,16.64,59.42,-102755.0,107003.0,209758.0,28401.0,74438.0,46037.0
2018-11-07,223.71,222.38,221.25,-95.98,21.03,63.52,,,,,,
2018-11-08,216.83,216.0,215.18,-102.86,14.65,57.45,,,,,,
2018-11-09,217.28,216.38,215.46,-102.41,15.03,57.73,,,,,,
2018-11-12,215.56,214.93,214.25,-104.13,13.58,56.52,,,,,,
2018-11-13,206.25,205.61,204.98,-113.44,4.26,47.25,-97024.0,108820.0,205844.0,17852.0,67055.0,49203.0
2018-11-14,209.59,208.72,207.75,-110.1,7.37,50.02,,,,,,
2018-11-15,207.41,206.7,205.81,-112.28,5.35,48.08,,,,,,
2018-11-16,207.37,206.69,205.76,-112.32,5.34,48.03,,,,,,
2018-11-19,208.64,207.78,206.61,-111.05,6.43,48.88,,,,,,
2018-11-20,199.02,198.18,197.02,-120.67,-3.17,39.29,-88616.0,102783.0,191399.0,8844.0,60663.0,51819.0
2018-11-21,197.02,196.41,195.58,-122.67,-4.94,37.85,,,,,,
2018-11-23,187.62,187.02,186.08,-132.07,-14.33,28.35,,,,,,
2018-11-26,189.3,188.72,187.88,-130.39,-12.63,30.15,,,,,,
2018-11-27,188.6,188.24,187.34,-131.09,-13.11,29.61,-79622.0,117355.0,196977.0,-705.0,53027.0,53732.0
2018-11-28,183.84,183.52,182.76,-135.85,-17.83,25.03,,,,,,
2018-11-29,184.36,183.94,183.24,-135.43,-17.35,25.54,,,,,,
2018-11-30,184.55,182.94,182.24,-136.43,-18.35,24.48,,,,,,
2018-12-03,188.75,187.97,187.14,-130.62,-12.62,30.09,,,,,,
2018-12-04,190.09,189.27,188.38,-129.28,-11.32,31.33,-75414.0,115549.0,190963.0,-3442.0,51228.0,54670.0
2018-12-05,188.86,188.12,187.38,-130.51,-12.47,30.33,,,,,,
2018-12-06,185.82,185.01,184.12,-133.55,-15.58,27.07,,,,,,
2018-12-07,188.62,187.78,186.91,-130.75,-12.81,29.86,,,,,,
2018-12-10,184.41,183.53,182.61,-134.96,-17.06,25.56,,,,,,
2018-12-11,184.71,183.92,183.05,-134.66,-16.67,26.0,-75990.0,111606.0,187596.0,-2242.0,49020.0,51262.0
2018-12-12,185.09,184.38,183.5,-134.28,-16.21,26.45,,,,,,
2018-12-13,187.65,187.04,186.13,-131.72,-13.55,29.08,,,,,,
2018-12-14,184.53,183.92,182.94,-134.84,-16.67,25.89,,,,,,
2018-12-17,182.67,182.16,181.23,-136.7,-18.43,24.18,,,,,,
2018-12-18,175.39,174.73,173.49,-143.98,-25.86,16.44,-71272.0,113349.0,184621.0,-6095.0,48094.0,54189.0
2018-12-19,180.54,179.67,178.24,-138.83,-20.92,21.19,,,,,,
2018-12-20,174.97,173.71,172.29,-144.4,-26.88,15.24,,,,,,
2018-12-21,173.27,172.49,170.98,-146.1,-28.1,13.93,,,,,,
2018-12-24,166.22,165.44,164.11,-153.15,-35.15,7.06,,,,,,
2018-12-25,,,,,,,-76239.0,105082.0,181321.0,-5057.0,49487.0,54544.0
2018-12-26,173.36,172.8,171.49,-146.01,-27.79,14.44,,,,,,
2018-12-27,167.83,167.35,166.31,-151.54,-33.24,9.26,,,,,,
2018-12-28,166.47,166.04,165.09,-152.9,-34.55,8.04,,,,,,
2018-12-31,168.08,167.94,166.99,-151.0,-32.65,9.75,,,,,,
2019-01-01,,,,,,,-80052.0,109111.0,189163.0,-4210.0,50446.0,54656.0
2019-01-02,170.06,169.28,168.1,-148.88,-30.36,12.24,,,,,,
2019-01-03,174.2,173.26,171.92,-144.74,-26.38,16.06,,,,,,
2019-01-04,176.92,176.1,174.76,-142.02,-23.54,18.9,,,,,,
2019-01-07,177.84,177.14,175.92,-141.1,-22.5,20.06,,,,,,
2019-01-08,182.7,181.94,180.77,-136.24,-17.7,24.91,-80125.0,106595.0,186720.0,-6388.0,45463.0,51851.0
2019-01-09,188.08,187.48,186.3,-130.86,-12.16,30.44,,,,,,
2019-01-10,190.61,190.05,188.86,-128.33,-9.59,33.0,,,,,,
2019-01-11,187.97,187.18,185.76,-130.97,-12.46,29.9,,,,,,
2019-01-14,185.25,184.24,182.59,-133.69,-15.4,26.73,,,,,,
2019-01-15,187.22,186.5,185.03,-131.72,-13.14,29.17,-79555.0,104612.0,184167.0,-3552.0,41569.0,45121.0
2019-01-16,189.46,188.85,187.43,-129.48,-10.79,31.57,,,,,,
2019-01-17,188.43,187.77,186.42,-130.51,-11.87,30.56,,,,,,
2019-01-18,191.6,190.85,189.38,-127.34,-8.79,33.52,,,,,,
2019-01-22,190.11,189.32,187.93,-128.83,-10.32,32.07,-77569.0,118555.0,196124.0,-5816.0,41101.0,46917.0
2019-01-23,188.86,188.34,187.29,-130.08,-11.3,31.43,,,,,,
2019-01-24,188.56,187.99,186.95,-130.38,-11.65,31.09,,,,,,
2019-01-25,189.19,188.67,187.77,-129.75,-10.97,31.91,,,,,,
2019-01-28,183.77,183.46,182.74,-135.17,-16.18,26.88,,,,,,
2019-01-29,189.75,189.45,188.65,-129.19,-10.19,32.79,-74136.0,118467.0,192603.0,-8569.0,43945.0,52514.0
2019-01-30,189.84,189.69,188.94,-128.95,-9.9,33.07,,,,,,
2019-01-31,187.88,187.74,186.99,-130.9,-11.85,31.08,,,,,,
2019-02-01,191.27,190.73,190.48,-127.37,-8.11,34.9,,,,,,
2019-02-04,190.74,190.03,189.73,-127.9,-8.81,34.15,,,,,,
2019-02-05,189.75,189.05,188.74,-128.89,-9.79,33.16,-70007.0,123922.0,193929.0,-13876.0,40209.0,54085.0
2019-02-06,191.22,190.58,190.31,-127.42,-8.26,34.73,,,,,,
2019-02-07,190.05,189.36,188.96,-128.59,-9.48,33.38,,,,,,
2019-02-08,190.85,190.11,189.69,-127.79,-8.73,34.11,,,,,,
2019-02-11,189.22,188.61,188.25,-129.42,-10.23,32.67,,,,,,
2019-02-12,190.72,190.29,190.09,-127.92,-8.55,34.51,-68974.0,155711.0,224685.0,-16225.0,41271.0,57496.0
2019-02-13,193.88,193.57,193.35,-124.76,-5.27,37.77,,,,,,
2019-02-14,197.16,196.74,196.37,-121.48,-2.1,40.79,,,,,,
2019-02-15,202.03,201.67,201.29,-116.61,2.83,45.71,,,,,,
2019-02-19,199.46,199.6,199.52,-119.18,0.76,43.94,-76102.0,157501.0,233603.0,-10153.0,43594.0,53747.0
2019-02-20,201.83,201.81,201.67,-116.81,2.97,46.09,,,,,,
2019-02-21,203.63,203.47,203.2,-115.01,4.63,47.62,,,,,,
2019-02-22,203.11,203.01,202.82,-115.53,4.17,47.24,,,,,,
2019-02-25,197.46,197.48,197.27,-121.18,-1.36,41.69,,,,,,
2019-02-26,199.85,199.81,199.44,-118.79,0.97,43.86,-78934.0,153552.0,232486.0,-9792.0,44758.0,54550.0
2019-02-27,202.16,202.21,201.8,-116.39,3.33,46.2,,,,,,
2019-02-28,202.35,202.73,202.17,-115.87,3.7,46.48,,,,,,
2019-03-01,200.1,199.53,199.14,-118.5,1.06,43.78,,,,,,
2019-03-04,201.43,200.92,200.6,-117.17,2.45,45.24,,,,,,
2019-03-05,201.64,201.17,200.89,-116.96,2.7,45.53,-76516.0,158986.0,235502.0,-13560.0,48076.0,61636.0
2019-03-06,201.62,201.09,200.73,-116.98,2.62,45.37,,,,,,
2019-03-07,201.27,200.82,200.57,-117.33,2.35,45.21,,,,,,
2019-03-08,199.98,199.38,199.08,-118.62,0.91,43.72,,,,,,
2019-03-11,199.42,199.16,199.2,-119.18,0.69,43.84,,,,,,
2019-03-12,198.57,198.62,198.91,-120.03,0.15,43.55,-73177.0,129135.0,202312.0,-14154.0,47330.0,61484.0
2019-03-13,199.21,199.44,199.93,-119.39,0.97,44.57,,,,,,
2019-03-14,198.49,198.74,199.1,-120.11,0.27,43.74,,,,,,
2019-03-15,196.77,197.1,197.52,-121.83,-1.37,42.16,,,,,,
2019-03-18,196.9,197.25,197.69,-121.7,-1.22,42.33,,,,,,
2019-03-19,199.04,199.1,199.24,-119.56,0.63,43.88,-71915.0,114949.0,186864.0,-13751.0,43221.0,56972.0
2019-03-20,200.81,201.03,201.34,-117.79,2.56,45.98,,,,,,
2019-03-21,198.71,198.97,199.36,-119.89,0.5,44.0,,,,,,
2019-03-22,196.59,196.68,197.05,-122.01,-1.79,41.69,,,,,,
2019-03-25,198.04,198.14,198.42,-120.56,-0.33,43.06,,,,,,
2019-03-26,198.99,199.11,199.44,-119.61,0.64,44.08,-69996.0,105546.0,175542.0,-13209.0,44686.0,57895.0
2019-03-27,198.06,198.14,198.49,-120.54,-0.33,43.13,,,,,,
2019-03-28,197.2,197.07,197.44,-121.61,-1.38,42.08,,,,,,
2019-03-29,197.34,197.14,197.48,-121.54,-1.34,42.14,,,,,,
2019-04-01,198.81,199.19,199.7,-119.87,0.37,43.85,,,,,,
2019-04-02,200.89,201.27,201.82,-117.79,2.45,45.97,-67155.0,122509.0,189664.0,-15458.0,43178.0,58636.0
2019-04-03,200.68,201.11,201.66,-118.0,2.29,45.81,,,,,,
2019-04-04,201.34,201.66,202.11,-117.34,2.84,46.26,,,,,,
2019-04-05,204.24,204.52,204.97,-114.44,5.7,49.12,,,,,,
2019-04-08,205.71,205.95,206.37,-112.97,7.13,50.52,,,,,,
2019-04-09,204.49,204.8,205.34,-114.19,5.98,49.49,-72633.0,115684.0,188317.0,-12582.0,46115.0,58697.0
2019-04-10,208.76,208.92,209.39,-109.92,10.1,53.54,,,,,,
2019-04-11,206.72,206.81,207.29,-111.96,7.99,51.44,,,,,,
2019-04-12,207.07,207.28,207.85,-111.61,8.46,52.0,,,,,,
2019-04-15,206.1,206.29,206.83,-112.58,7.47,50.98,,,,,,
2019-04-16,208.22,208.4,208.89,-110.46,9.58,53.04,-68704.0,124655.0,193359.0,-14028.0,47279.0,61307.0
2019-04-17,206.92,207.14,207.68,-111.76,8.32,51.83,,,,,,
2019-04-18,207.09,207.4,208.01,-111.59,8.58,52.16,,,,,,
2019-04-22,210.4,210.66,211.23,-108.28,11.84,55.38,,,,,,
2019-04-23,211.8,212.02,212.61,-106.88,13.2,56.76,-69746.0,136770.0,206516.0,-12192.0,48807.0,60999.0
2019-04-24,209.87,210.08,210.71,-108.81,11.26,54.86,,,,,,
2019-04-25,209.81,210.05,210.67,-108.87,11.23,54.82,,,,,,
2019-04-26,205.12,205.22,205.71,-113.56,6.4,49.86,,,,,,
2019-04-29,205.49,205.39,205.85,-113.39,6.54,50.0,,,,,,
2019-04-30,208.12,207.79,208.17,-110.99,8.86,52.22,-63893.0,135383.0,199276.0,-15976.0,45037.0,61013.0
2019-05-01,209.42,209.7,210.18,-109.36,10.39,53.64,,,,,,
2019-05-02,207.78,207.88,208.22,-111.0,8.57,51.68,,,,,,
2019-05-03,207.02,207.17,207.53,-111.76,7.86,50.99,,,,,,
2019-05-06,206.76,207.0,207.38,-112.02,7.69,50.84,,,,,,
2019-05-07,203.76,203.95,204.43,-115.02,4.64,47.89,-59217.0,130394.0,189611.0,-16345.0,44880.0,61225.0
2019-05-08,205.62,205.73,206.19,-113.16,6.42,49.65,,,,,,
2019-05-09,204.36,204.52,205.03,-114.42,5.21,48.49,,,,,,
2019-05-10,205.04,205.2,205.7,-113.74,5.89,49.16,,,,,,
2019-05-13,203.84,204.05,204.48,-114.94,4.74,47.94,,,,,,
2019-05-14,205.89,206.2,206.63,-112.89,6.89,50.09,-60444.0,144627.0,205071.0,-17880.0,42523.0,60403.0
2019-05-15,208.63,208.79,209.09,-110.15,9.48,52.55,,,,,,
2019-05-16,212.32,212.36,212.57,-106.46,13.05,56.03,,,,,,
2019-05-17,209.55,209.63,209.93,-109.23,10.32,53.39,,,,,,
2019-05-20,207.36,207.54,208.01,-111.42,8.23,51.47,,,,,,
2019-05-21,207.94,208.27,208.8,-110.84,8.96,52.26,-64882.0,141271.0,206153.0,-14933.0,44973.0,59906.0
2019-05-22,204.91,205.06,205.44,-113.87,5.75,48.9,,,,,,
2019-05-23,196.24,196.31,196.63,-122.54,-3.0,40.09,,,,,,
2019-05-24,197.13,197.2,197.57,-121.65,-2.11,41.03,,,,,,
2019-05-28,199.25,199.38,199.81,-119.53,0.07,43.27,-58405.0,142998.0,201403.0,-21828.0,37829.0,59657.0
2019-05-29,196.75,196.93,197.42,-122.03,-2.38,40.88,,,,,,
2019-05-30,191.5,191.83,192.29,-127.13,-7.51,35.73,,,,,,
2019-05-31,184.18,184.04,184.51,-134.92,-15.29,27.98,,,,,,
2019-06-03,180.65,181.13,182.05,-138.31,-18.67,24.71,,,,,,
2019-06-04,182.15,182.65,183.56,-136.81,-17.15,26.22,-57687.0,155390.0,213077.0,-21753.0,34263.0,56016.0
2019-06-05,178.0,178.52,179.35,-140.96,-21.28,22.01,,,,,,
2019-06-06,178.83,179.48,180.36,-140.13,-20.32,23.02,,,,,,
2019-06-07,182.48,183.16,184.04,-136.48,-16.64,26.7,,,,,,
2019-06-10,180.63,181.29,182.12,-138.33,-18.51,24.78,,,,,,
2019-06-11,182.21,182.89,183.66,-136.75,-16.91,26.32,-52410.0,149112.0,201522.0,-25443.0,32605.0,58048.0
2019-06-12,177.99,178.7,179.41,-140.97,-21.1,22.07,,,,,,
2019-06-13,180.66,181.5,182.31,-138.3,-18.3,24.97,,,,,,
2019-06-14,182.94,183.58,184.26,-136.02,-16.22,26.92,,,,,,
2019-06-17,179.95,180.65,181.4,-139.01,-19.15,24.06,,,,,,
2019-06-18,182.78,183.46,184.28,-136.18,-16.34,26.94,-53992.0,141059.0,195051.0,-19453.0,31590.0,51043.0
2019-06-19,182.94,183.56,184.35,-136.02,-16.24,27.01,,,,,,
2019-06-20,188.43,189.14,190.07,-130.53,-10.66,32.73,,,,,,
2019-06-21,191.58,192.21,192.98,-127.38,-7.59,35.64,,,,,,
2019-06-24,190.89,191.62,192.46,-128.07,-8.18,35.12,,,,,,
2019-06-25,192.34,193.09,193.88,-126.62,-6.71,36.54,-63655.0,136557.0,200212.0,-12193.0,33368.0,45561.0
2019-06-26,197.13,197.82,198.52,-121.83,-1.98,41.18,,,,,,
2019-06-27,195.25,196.12,196.9,-123.53,-3.6,39.7,,,,,,
2019-06-28,194.46,193.94,194.72,-125.71,-5.78,37.48,,,,,,
2019-07-01,195.38,196.1,196.7,-124.27,-4.4,38.81,,,,,,
2019-07-02,188.63,189.35,190.04,-131.02,-11.15,32.15,-66946.0,135039.0,201985.0,-8406.0,35543.0,43949.0
2019-07-03,189.87,190.63,191.41,-129.78,-9.87,33.52,,,,,,
2019-07-05,190.5,191.11,191.78,-129.15,-9.39,33.89,,,,,,
2019-07-08,189.53,190.23,190.97,-130.12,-10.27,33.08,,,,,,
2019-07-09,191.06,191.74,192.41,-128.59,-8.76,34.52,-68238.0,139226.0,207464.0,-7518.0,37975.0,45493.0
2019-07-10,199.1,199.78,200.39,-120.55,-0.72,42.5,,,,,,
2019-07-11,197.86,198.55,199.21,-121.79,-1.95,41.32,,,,,,
2019-07-12,198.01,198.67,199.32,-121.64,-1.83,41.43,,,,,,
2019-07-15,195.16,195.99,196.75,-124.49,-4.51,38.86,,,,,,
2019-07-16,190.49,191.31,192.12,-129.16,-9.19,34.23,-67867.0,144674.0,212541.0,-5193.0,41287.0,46480.0
2019-07-17,189.26,190.09,190.83,-130.39,-10.41,32.94,,,,,,
2019-07-18,186.25,186.99,187.64,-133.4,-13.51,29.75,,,,,,
2019-07-19,188.96,189.67,190.3,-130.69,-10.83,32.41,,,,,,
2019-07-22,189.95,190.73,191.4,-129.7,-9.77,33.51,,,,,,
2019-07-23,192.17,192.97,193.59,-127.48,-7.53,35.7,-64969.0,164604.0,229573.0,-1400.0,45091.0,46491.0
2019-07-24,190.87,191.72,192.36,-128.78,-8.78,34.47,,,,,,
2019-07-25,191.43,192.27,192.88,-128.22,-8.23,34.99,,,,,,
2019-07-26,190.44,191.33,191.99,-129.21,-9.17,34.1,,,,,,
2019-07-29,191.06,192.03,192.72,-128.59,-8.47,34.83,,,,,,
2019-07-30,194.4,195.26,195.9,-125.36,-5.29,37.93,-71630.0,167611.0,239241.0,4970.0,52234.0,47264.0
2019-07-31,195.5,197.07,197.72,-123.55,-3.47,39.68,,,,,,
2019-08-01,185.29,185.95,186.26,-135.33,-15.24,27.95,,,,,,
2019-08-02,189.02,189.62,189.92,-131.6,-11.57,31.61,,,,,,
2019-08-05,183.56,184.14,184.46,-137.06,-17.05,26.15,,,,,,
2019-08-06,182.4,182.92,183.21,-138.22,-18.27,24.9,-70110.0,163416.0,233526.0,1947.0,53837.0,51890.0
2019-08-07,175.32,175.93,176.28,-145.3,-25.26,17.97,,,,,,
2019-08-08,177.66,178.31,178.65,-142.96,-22.88,20.34,,,,,,
2019-08-09,180.8,181.48,181.82,-139.82,-19.71,23.51,,,,,,
2019-08-12,180.58,181.25,181.6,-140.04,-19.94,23.29,,,,,,
2019-08-13,187.73,188.45,188.8,-132.89,-12.74,30.49,-69672.0,166917.0,236589.0,-1357.0,51715.0,53072.0
2019-08-14,184.37,185.14,185.53,-136.25,-16.05,27.22,,,,,,
2019-08-15,181.07,181.86,182.19,-139.55,-19.33,23.88,,,,,,
2019-08-16,181.28,181.99,182.33,-139.34,-19.2,24.02,,,,,,
2019-08-19,183.31,183.97,184.26,-137.31,-17.22,25.95,,,,,,
2019-08-20,185.43,186.06,186.35,-135.19,-15.13,28.04,-70550.0,155503.0,226053.0,-195.0,51395.0,51590.0
2019-08-21,185.73,186.41,186.77,-134.89,-14.78,28.46,,,,,,
2019-08-22,184.13,184.84,185.24,-136.49,-16.35,26.93,,,,,,
2019-08-23,181.56,182.35,182.74,-139.06,-18.84,24.43,,,,,,
2019-08-26,179.24,180.07,180.45,-141.38,-21.12,22.14,,,,,,
2019-08-27,181.59,182.3,182.6,-139.03,-18.89,24.29,-72688.0,137708.0,210396.0,247.0,51180.0,50933.0
2019-08-28,185.1,185.75,185.93,-135.52,-15.44,27.62,,,,,,
2019-08-29,186.4,187.0,187.16,-134.27,-14.21,28.89,,,,,,
2019-08-30,182.82,183.73,183.96,-137.54,-17.41,25.68,,,,,,
2019-09-03,180.33,180.59,180.76,-140.94,-20.78,22.41,-62506.0,138083.0,200589.0,-5108.0,48180.0,53288.0
2019-09-04,188.02,188.12,188.15,-133.25,-13.25,29.8,,,,,,
2019-09-05,188.85,188.92,188.98,-132.42,-12.45,30.63,,,,,,
2019-09-06,190.03,190.13,190.19,-131.24,-11.24,31.84,,,,,,
2019-09-09,192.77,192.89,192.94,-128.5,-8.48,34.59,,,,,,
2019-09-10,193.12,193.23,193.22,-128.15,-8.14,34.87,-74095.0,134095.0,208190.0,-814.0,48859.0,49673.0
2019-09-11,190.32,190.34,190.21,-130.95,-11.03,31.86,,,,,,
2019-09-12,188.51,188.47,188.29,-132.76,-12.9,29.94,,,,,,
2019-09-13,187.78,187.69,187.47,-133.49,-13.68,29.12,,,,,,
