,XB1,XB2,XB3,XB1 R:02_0_D,XB2 R:02_0_D,XB3 R:02_0_D,.RBCOMN,.RBCOML,.RBCOMS,.RBMMN,.RBMML,.RBMMS
2017-01-23,156.67,159.26,179.86,-40.9,-3.63,-15.71,,,,,,
2017-01-24,157.59,160.18,181.02,-39.98,-2.71,-14.55,-138458.0,138739.0,277197.0,85951.0,132391.0,46440.0
2017-01-25,152.38,155.24,177.3,-45.19,-7.65,-18.27,,,,,,
2017-01-26,154.27,156.93,179.18,-43.3,-5.96,-16.39,,,,,,
2017-01-27,152.71,155.18,177.14,-44.86,-7.71,-18.43,,,,,,
2017-01-30,150.55,153.31,175.52,-46.73,-9.33,-19.9,,,,,,
2017-01-31,152.56,155.01,176.95,-45.03,-7.9,-18.49,-137330.0,127372.0,264702.0,81763.0,127828.0,46065.0
2017-02-01,157.91,179.71,181.33,-42.13,-5.14,-15.78,,,,,,
2017-02-02,153.29,176.32,178.31,-46.75,-8.53,-18.8,,,,,,
2017-02-03,155.37,178.27,180.2,-44.67,-6.58,-16.91,,,,,,
2017-02-06,151.03,174.75,176.76,-49.01,-10.1,-20.35,,,,,,
2017-02-07,148.75,172.46,174.73,-51.29,-12.39,-22.38,-124767.0,133913.0,258680.0,70999.0,119012.0,48013.0
2017-02-08,155.27,176.19,178.03,-44.77,-8.66,-19.08,,,,,,
2017-02-09,157.02,177.41,179.27,-43.02,-7.44,-17.84,,,,,,
2017-02-10,158.96,179.34,181.24,-41.08,-5.51,-15.87,,,,,,
2017-02-13,154.46,176.01,177.99,-45.58,-8.84,-19.12,,,,,,
2017-02-14,154.67,176.5,178.53,-45.37,-8.35,-18.58,-125269.0,132675.0,257944.0,70177.0,117889.0,47712.0
2017-02-15,154.79,176.63,178.54,-45.25,-8.22,-18.57,,,,,,
2017-02-16,152.47,174.63,176.72,-47.57,-10.22,-20.39,,,,,,
2017-02-17,151.66,174.24,176.41,-48.38,-10.61,-20.7,,,,,,
2017-02-21,149.4,172.39,174.8,-50.64,-12.46,-22.31,-114020.0,137560.0,251580.0,58937.0,109810.0,50873.0
2017-02-22,151.33,173.48,175.63,-48.71,-11.37,-21.48,,,,,,
2017-02-23,152.86,174.76,177.12,-47.18,-10.09,-19.99,,,,,,
2017-02-24,151.48,173.65,176.11,-48.56,-11.2,-21.0,,,,,,
2017-02-27,153.27,174.17,176.57,-48.04,-10.74,-20.63,,,,,,
2017-02-28,151.2,172.94,175.56,-49.27,-11.75,-21.48,-107421.0,120012.0,227433.0,56254.0,114325.0,58071.0
2017-03-01,167.8,170.76,172.12,-54.41,-16.55,-25.86,,,,,,
2017-03-02,164.33,167.26,168.64,-57.88,-20.05,-29.34,,,,,,
2017-03-03,165.31,168.3,169.77,-56.9,-19.01,-28.21,,,,,,
2017-03-06,167.23,169.97,171.17,-54.98,-17.34,-26.81,,,,,,
2017-03-07,167.98,170.69,171.86,-54.23,-16.62,-26.12,-110376.0,127516.0,237892.0,59098.0,114753.0,55655.0
2017-03-08,165.26,167.25,167.94,-56.95,-20.06,-30.04,,,,,,
2017-03-09,162.43,164.24,164.88,-59.78,-23.07,-33.1,,,,,,
2017-03-10,160.01,161.84,162.55,-62.2,-25.47,-35.43,,,,,,
2017-03-13,158.07,160.28,161.28,-64.14,-27.03,-36.7,,,,,,
2017-03-14,158.35,160.19,160.9,-63.86,-27.12,-37.08,-106026.0,121123.0,227149.0,55234.0,114243.0,59009.0
2017-03-15,158.34,160.39,161.25,-63.87,-26.92,-36.73,,,,,,
2017-03-16,159.42,161.2,161.9,-62.79,-26.11,-36.08,,,,,,
2017-03-17,159.89,161.48,162.07,-62.32,-25.83,-35.91,,,,,,
2017-03-20,161.13,162.48,162.88,-61.08,-24.83,-35.1,,,,,,
2017-03-21,160.52,161.7,162.13,-61.69,-25.61,-35.85,-103627.0,118414.0,222041.0,52996.0,111981.0,58985.0
2017-03-22,160.19,161.25,161.75,-62.02,-26.06,-36.23,,,,,,
2017-03-23,158.96,160.13,160.71,-63.25,-27.18,-37.27,,,,,,
2017-03-24,160.48,161.54,161.92,-61.73,-25.77,-36.06,,,,,,
2017-03-27,161.89,162.63,162.82,-60.32,-24.68,-35.16,,,,,,
2017-03-28,163.49,163.64,163.67,-58.72,-23.67,-34.31,-101419.0,115178.0,216597.0,50194.0,109885.0,59691.0
2017-03-29,167.2,167.34,166.96,-55.01,-19.97,-31.02,,,,,,
2017-03-30,168.12,168.37,167.93,-53.98,-19.0,-30.08,,,,,,
2017-03-31,170.01,170.3,169.66,-52.05,-17.27,-28.42,,,,,,
2017-04-03,169.37,168.95,167.94,-52.98,-17.98,-29.0,,,,,,
2017-04-04,172.17,171.79,170.9,-50.18,-15.14,-26.04,-111678.0,117126.0,228804.0,56342.0,112479.0,56137.0
2017-04-05,171.53,171.44,170.91,-50.82,-15.49,-26.03,,,,,,
2017-04-06,172.96,172.64,172.02,-49.39,-14.29,-24.92,,,,,,
2017-04-07,174.62,174.27,173.54,-47.73,-12.66,-23.4,,,,,,
2017-04-10,175.81,175.68,175.06,-46.54,-11.25,-21.88,,,,,,
2017-04-11,175.77,175.79,175.37,-46.58,-11.14,-21.57,-113763.0,132661.0,246424.0,55488.0,114164.0,58676.0
2017-04-12,174.17,174.46,174.33,-48.18,-12.47,-22.61,,,,,,
2017-04-13,173.49,173.89,173.87,-48.86,-13.04,-23.07,,,,,,
2017-04-17,171.96,172.61,172.71,-50.39,-14.32,-24.23,,,,,,
2017-04-18,171.1,171.65,171.5,-51.25,-15.28,-25.44,-116293.0,133098.0,249391.0,56491.0,118415.0,61924.0
2017-04-19,165.9,166.34,166.24,-56.45,-20.59,-30.7,,,,,,
2017-04-20,167.05,167.13,166.76,-55.3,-19.8,-30.18,,,,,,
2017-04-21,164.45,164.53,164.2,-57.9,-22.4,-32.74,,,,,,
2017-04-24,162.14,162.58,162.47,-60.21,-24.35,-34.47,,,,,,
2017-04-25,162.3,162.61,162.53,-60.05,-24.32,-34.41,-108228.0,135777.0,244005.0,51830.0,111671.0,59841.0
2017-04-26,159.03,159.44,159.68,-63.32,-27.49,-37.26,,,,,,
2017-04-27,155.0,155.43,155.82,-67.33,-31.35,-40.85,,,,,,
2017-04-28,154.8,154.81,155.27,-67.95,-31.9,-41.28,,,,,,
2017-05-01,152.72,153.25,153.15,-70.04,-33.92,-43.3,,,,,,
2017-05-02,151.36,151.73,151.47,-71.4,-35.44,-44.98,-92429.0,130376.0,222805.0,41207.0,111239.0,70032.0
2017-05-03,153.38,153.69,153.28,-69.38,-33.48,-43.17,,,,,,
2017-05-04,148.12,148.48,148.04,-74.64,-38.69,-48.41,,,,,,
2017-05-05,150.46,150.79,150.35,-72.3,-36.38,-46.1,,,,,,
2017-05-08,151.78,152.05,151.64,-70.98,-35.12,-44.81,,,,,,
2017-05-09,148.95,149.32,149.1,-73.81,-37.85,-47.35,-75355.0,131973.0,207328.0,29520.0,110368.0,80848.0
2017-05-10,153.96,154.13,153.69,-68.8,-33.04,-42.76,,,,,,
2017-05-11,156.22,156.34,155.86,-66.54,-30.83,-40.59,,,,,,
2017-05-12,157.61,157.41,156.69,-65.15,-29.76,-39.76,,,,,,
2017-05-15,159.54,159.36,158.58,-63.22,-27.81,-37.87,,,,,,
2017-05-16,160.43,160.15,159.41,-62.33,-27.02,-37.04,-81643.0,121379.0,203022.0,32339.0,109694.0,77355.0
2017-05-17,160.27,160.05,159.54,-62.49,-27.12,-36.91,,,,,,
2017-05-18,160.63,160.41,159.92,-62.13,-26.76,-36.53,,,,,,
2017-05-19,165.23,164.78,164.04,-57.53,-22.39,-32.41,,,,,,
2017-05-22,166.26,165.83,165.18,-56.5,-21.34,-31.27,,,,,,
2017-05-23,166.14,165.6,164.97,-56.62,-21.57,-31.48,-86819.0,124748.0,211567.0,35507.0,104541.0,69034.0
2017-05-24,165.26,164.76,164.17,-57.5,-22.41,-32.28,,,,,,
2017-05-25,160.93,160.19,159.41,-61.83,-26.98,-37.04,,,,,,
2017-05-26,164.26,162.61,161.5,-58.5,-24.56,-34.95,,,,,,
2017-05-30,163.89,162.43,161.29,-58.68,-24.77,-35.12,-95872.0,108824.0,204696.0,41668.0,102356.0,60688.0
2017-05-31,161.22,159.65,158.48,-61.46,-27.58,-38.1,,,,,,
2017-06-01,160.14,158.72,157.11,-60.97,-27.34,-38.02,,,,,,
2017-06-02,157.71,156.44,154.89,-63.4,-29.62,-40.24,,,,,,
2017-06-05,153.81,153.1,152.01,-67.3,-32.96,-43.12,,,,,,
2017-06-06,155.45,154.46,153.18,-65.66,-31.6,-41.95,-102848.0,104136.0,206984.0,50390.0,107734.0,57344.0
2017-06-07,149.13,148.47,147.38,-71.98,-37.59,-47.75,,,,,,
2017-06-08,149.19,148.42,147.24,-71.92,-37.64,-47.89,,,,,,
2017-06-09,150.17,149.34,148.09,-70.94,-36.72,-47.04,,,,,,
2017-06-12,148.8,148.27,147.13,-72.31,-37.79,-48.0,,,,,,
2017-06-13,149.95,149.4,148.25,-71.16,-36.66,-46.88,-93072.0,116561.0,209633.0,41781.0,109864.0,68083.0
2017-06-14,143.27,143.15,142.63,-77.84,-42.91,-52.5,,,,,,
2017-06-15,143.57,143.37,142.85,-77.54,-42.69,-52.28,,,,,,
2017-06-16,145.48,145.01,144.34,-75.63,-41.05,-50.79,,,,,,
2017-06-19,145.06,144.46,143.67,-76.05,-41.6,-51.46,,,,,,
2017-06-20,142.4,141.88,141.18,-78.71,-44.18,-53.95,-85459.0,117639.0,203098.0,34156.0,109166.0,75010.0
2017-06-21,141.05,140.41,139.4,-80.06,-45.65,-55.73,,,,,,
2017-06-22,143.45,142.39,141.08,-77.66,-43.67,-54.05,,,,,,
2017-06-23,143.41,142.24,141.0,-77.7,-43.82,-54.13,,,,,,
2017-06-26,143.87,142.81,141.7,-77.24,-43.25,-53.43,,,,,,
2017-06-27,145.98,145.17,144.16,-75.13,-40.89,-50.97,-88209.0,118841.0,207050.0,38856.0,113978.0,75122.0
2017-06-28,148.33,147.35,146.21,-72.78,-38.71,-48.92,,,,,,
2017-06-29,148.56,147.7,146.59,-72.43,-38.33,-48.44,,,,,,
2017-06-30,151.52,151.37,150.24,-68.76,-34.68,-44.86,,,,,,
2017-07-03,153.48,152.55,143.3,-66.65,-32.37,-42.36,,,,,,
2017-07-04,,,,,,,-94264.0,115434.0,209698.0,42205.0,113899.0,71694.0
2017-07-05,150.24,149.07,139.78,-69.89,-35.85,-45.88,,,,,,
2017-07-06,152.87,151.33,141.66,-67.26,-33.59,-44.0,,,,,,
2017-07-07,149.84,148.18,138.4,-70.29,-36.74,-47.26,,,,,,
2017-07-10,150.07,148.41,138.68,-70.06,-36.51,-46.98,,,,,,
2017-07-11,151.83,149.91,140.05,-68.3,-35.01,-45.61,-101931.0,92024.0,193955.0,49786.0,111005.0,61219.0
2017-07-12,152.08,149.95,139.89,-68.05,-34.97,-45.77,,,,,,
2017-07-13,152.61,150.53,140.66,-67.52,-34.39,-45.0,,,,,,
2017-07-14,156.05,153.34,143.16,-64.08,-31.58,-42.5,,,,,,
2017-07-17,155.67,152.59,142.25,-64.46,-32.33,-43.41,,,,,,
2017-07-18,157.89,154.08,143.31,-62.24,-30.84,-42.35,-105474.0,91637.0,197111.0,49707.0,110459.0,60752.0
2017-07-19,161.69,157.84,146.47,-58.44,-27.08,-39.19,,,,,,
2017-07-20,160.62,157.2,145.93,-59.51,-27.72,-39.73,,,,,,
2017-07-21,156.33,153.42,142.82,-63.8,-31.5,-42.84,,,,,,
2017-07-24,155.68,153.36,143.1,-64.45,-31.56,-42.56,,,,,,
2017-07-25,159.62,157.2,146.61,-60.51,-27.72,-39.05,-115843.0,87643.0,203486.0,58248.0,112662.0,54414.0
2017-07-26,161.73,159.44,148.76,-58.4,-25.48,-36.9,,,,,,
2017-07-27,164.46,161.97,150.83,-55.67,-22.95,-34.83,,,,,,
2017-07-28,167.61,164.58,153.28,-52.52,-20.34,-32.38,,,,,,
2017-07-31,170.58,167.66,155.97,-49.44,-17.65,-29.95,,,,,,
2017-08-01,166.13,154.67,151.36,-50.97,-18.95,-31.25,-126615.0,96731.0,223346.0,63803.0,124344.0,60541.0
2017-08-02,164.48,154.35,151.48,-52.62,-19.27,-31.13,,,,,,
2017-08-03,163.19,153.68,150.83,-53.91,-19.94,-31.78,,,,,,
2017-08-04,164.63,155.1,152.07,-52.47,-18.52,-30.54,,,,,,
2017-08-07,162.99,153.96,151.09,-54.11,-19.66,-31.52,,,,,,
2017-08-08,162.08,152.78,149.98,-55.02,-20.84,-32.63,-129783.0,92756.0,222539.0,66655.0,128714.0,62059.0
2017-08-09,162.0,152.88,150.24,-55.1,-20.74,-32.37,,,,,,
2017-08-10,160.28,150.91,148.04,-56.82,-22.71,-34.57,,,,,,
2017-08-11,161.3,151.79,148.68,-55.8,-21.83,-33.93,,,,,,
2017-08-14,157.67,148.6,145.61,-59.43,-25.02,-37.0,,,,,,
2017-08-15,157.95,149.01,146.0,-59.15,-24.61,-36.61,-123025.0,109928.0,232953.0,63110.0,119609.0,56499.0
2017-08-16,156.38,147.33,144.28,-60.72,-26.29,-38.33,,,,,,
2017-08-17,158.69,149.49,146.26,-58.41,-24.13,-36.35,,,,,,
2017-08-18,162.4,153.31,149.98,-54.7,-20.31,-32.63,,,,,,
2017-08-21,158.41,149.61,146.53,-58.69,-24.01,-36.08,,,,,,
2017-08-22,159.08,150.15,147.06,-58.02,-23.47,-35.55,-121872.0,109016.0,230888.0,64543.0,118681.0,54138.0
2017-08-23,161.89,152.78,149.54,-55.21,-20.84,-33.07,,,,,,
2017-08-24,166.41,154.81,150.09,-50.69,-18.81,-32.52,,,,,,
2017-08-25,166.66,154.08,149.87,-50.44,-19.54,-32.74,,,,,,
2017-08-28,171.23,157.13,150.48,-45.87,-16.49,-32.13,,,,,,
2017-08-29,178.33,160.19,151.88,-38.77,-13.43,-30.73,-123908.0,103096.0,227004.0,68780.0,129785.0,61005.0
2017-08-30,188.47,163.75,151.48,-35.21,-13.83,-31.87,,,,,,
2017-08-31,213.99,177.92,160.58,-21.04,-4.73,-24.78,,,,,,
2017-09-01,174.79,160.16,153.58,-24.17,-5.15,-24.86,,,,,,
2017-09-05,169.91,158.86,153.4,-29.05,-6.45,-25.04,-129652.0,111435.0,241087.0,79363.0,143706.0,64343.0
2017-09-06,167.33,158.79,154.48,-31.63,-6.52,-23.96,,,,,,
2017-09-07,166.1,158.76,154.58,-32.86,-6.55,-23.86,,,,,,
2017-09-08,164.76,158.05,153.68,-34.2,-7.26,-24.76,,,,,,
2017-09-11,163.45,158.1,154.17,-35.51,-7.21,-24.27,,,,,,
2017-09-12,165.63,160.03,155.78,-33.33,-5.28,-22.66,-130403.0,101927.0,232330.0,80180.0,149107.0,68927.0
2017-09-13,164.73,160.03,156.5,-34.23,-5.28,-21.94,,,,,,
2017-09-14,162.87,159.67,157.14,-36.09,-5.64,-21.3,,,,,,
2017-09-15,166.17,162.14,158.96,-32.79,-3.17,-19.48,,,,,,
2017-09-18,166.86,161.66,158.1,-32.1,-3.65,-20.34,,,,,,
2017-09-19,165.5,160.59,157.18,-33.46,-4.72,-21.26,-129537.0,111454.0,240991.0,81277.0,150113.0,68836.0
2017-09-20,165.51,161.58,158.84,-33.45,-3.73,-19.6,,,,,,
2017-09-21,164.38,160.66,158.34,-34.58,-4.65,-20.1,,,,,,
2017-09-22,166.84,162.61,159.9,-32.12,-2.7,-18.54,,,,,,
2017-09-25,172.2,166.74,163.93,-26.76,1.43,-14.51,,,,,,
2017-09-26,169.88,164.91,162.43,-29.08,-0.4,-16.01,-131006.0,99984.0,230990.0,81844.0,147900.0,66056.0
2017-09-27,165.4,162.2,160.36,-33.56,-3.11,-18.08,,,,,,
2017-09-28,163.18,161.48,159.7,-34.28,-3.77,-18.75,,,,,,
2017-09-29,160.65,159.1,157.87,-36.66,-5.6,-20.37,,,,,,
2017-10-02,155.53,155.15,155.24,-40.23,-8.32,-22.92,,,,,,
2017-10-03,156.55,155.83,155.72,-39.21,-7.64,-22.44,-125395.0,78922.0,204317.0,75708.0,144869.0,69161.0
2017-10-04,158.05,156.85,156.32,-37.71,-6.62,-21.84,,,,,,
2017-10-05,161.14,159.66,159.12,-34.62,-3.81,-19.04,,,,,,
2017-10-06,155.88,154.74,154.27,-39.88,-8.73,-23.89,,,,,,
2017-10-09,155.94,154.63,154.06,-39.82,-8.84,-24.1,,,,,,
2017-10-10,159.15,157.53,156.75,-36.61,-5.94,-21.41,-113140.0,90642.0,203782.0,69186.0,139867.0,70681.0
2017-10-11,160.92,158.85,157.85,-34.84,-4.62,-20.31,,,,,,
2017-10-12,158.32,156.45,155.54,-37.44,-7.02,-22.62,,,,,,
2017-10-13,162.22,160.08,159.01,-33.54,-3.39,-19.15,,,,,,
2017-10-16,161.69,159.94,159.1,-34.07,-3.53,-19.06,,,,,,
2017-10-17,163.01,161.23,160.33,-32.75,-2.24,-17.83,-110786.0,88801.0,199587.0,68160.0,143347.0,75187.0
2017-10-18,164.29,161.9,160.78,-31.47,-1.57,-17.38,,,,,,
2017-10-19,164.47,161.54,160.17,-31.29,-1.93,-17.99,,,,,,
2017-10-20,167.81,164.35,162.78,-27.95,0.88,-15.38,,,,,,
2017-10-23,167.83,163.9,162.14,-27.93,0.43,-16.02,,,,,,
2017-10-24,171.55,167.34,165.04,-24.21,3.87,-13.12,-115170.0,89089.0,204259.0,72231.0,153794.0,81563.0
2017-10-25,173.48,168.61,165.77,-22.28,5.14,-12.39,,,,,,
2017-10-26,175.06,170.17,167.4,-20.7,6.7,-10.76,,,,,,
2017-10-27,176.86,171.74,169.26,-18.9,8.27,-8.9,,,,,,
2017-10-30,176.41,171.32,169.27,-19.32,8.28,-8.78,,,,,,
2017-10-31,177.96,173.25,171.25,-17.39,10.26,-6.95,-119961.0,73470.0,193431.0,76752.0,169091.0,92339.0
2017-11-01,174.1,171.49,171.17,-16.54,10.5,-7.16,,,,,,
2017-11-02,176.97,173.47,172.33,-13.67,12.48,-6.0,,,,,,
2017-11-03,179.34,175.6,174.57,-11.3,14.61,-3.76,,,,,,
2017-11-06,183.0,180.17,179.56,-7.64,19.18,1.23,,,,,,
2017-11-07,181.53,179.33,178.94,-9.11,18.34,0.61,-124983.0,77907.0,202890.0,82958.0,180426.0,97468.0
2017-11-08,182.13,179.68,179.18,-8.51,18.69,0.85,,,,,,
2017-11-09,181.97,180.15,179.94,-8.67,19.16,1.61,,,,,,
2017-11-10,181.24,179.61,179.52,-9.4,18.62,1.19,,,,,,
2017-11-13,179.29,178.32,178.51,-11.35,17.33,0.18,,,,,,
2017-11-14,176.12,175.31,175.53,-14.52,14.32,-2.8,-128777.0,89029.0,217806.0,86711.0,184088.0,97377.0
2017-11-15,173.88,173.3,173.69,-16.76,12.31,-4.64,,,,,,
2017-11-16,171.37,171.17,171.77,-19.27,10.18,-6.56,,,,,,
2017-11-17,174.47,174.42,175.06,-16.17,13.43,-3.27,,,,,,
2017-11-20,174.38,173.78,174.18,-16.26,12.79,-4.15,,,,,,
2017-11-21,177.31,176.49,176.7,-13.33,15.5,-1.63,-128211.0,96254.0,224465.0,84140.0,175869.0,91729.0
2017-11-22,176.79,176.19,176.72,-13.85,15.2,-1.61,,,,,,
2017-11-24,178.8,178.09,178.64,-11.84,17.1,0.31,,,,,,
2017-11-27,178.93,178.51,178.98,-11.71,17.52,0.65,,,,,,
2017-11-28,177.2,176.86,177.67,-13.44,15.87,-0.66,-124411.0,79086.0,203497.0,83874.0,174804.0,90930.0
2017-11-29,173.09,173.39,174.51,-16.91,12.71,-3.67,,,,,,
2017-11-30,172.84,173.0,174.12,-17.3,12.32,-4.0,,,,,,
2017-12-01,174.16,175.58,177.4,-16.14,13.78,-2.3,,,,,,
2017-12-04,169.22,170.92,172.99,-21.08,9.12,-6.71,,,,,,
2017-12-05,171.84,173.37,175.23,-18.46,11.57,-4.47,-119174.0,82825.0,201999.0,77595.0,165118.0,87523.0
2017-12-06,166.09,167.99,170.12,-24.21,6.19,-9.58,,,,,,
2017-12-07,170.0,171.48,173.26,-20.3,9.68,-6.44,,,,,,
2017-12-08,171.66,173.08,174.87,-18.64,11.28,-4.83,,,,,,
2017-12-11,172.66,174.26,176.21,-17.64,12.46,-3.49,,,,,,
2017-12-12,169.76,171.29,173.32,-20.54,9.49,-6.38,-118269.0,87055.0,205324.0,76367.0,149530.0,73163.0
2017-12-13,164.67,166.46,168.69,-25.63,4.66,-11.01,,,,,,
2017-12-14,167.07,168.75,170.82,-23.23,6.95,-8.88,,,,,,
2017-12-15,165.48,167.25,169.44,-24.82,5.45,-10.26,,,,,,
2017-12-18,167.25,168.8,170.88,-23.05,7.0,-8.82,,,,,,
2017-12-19,169.66,171.09,173.0,-20.64,9.29,-6.7,-122756.0,89594.0,212350.0,80436.0,144685.0,64249.0
2017-12-20,173.53,174.47,175.95,-16.77,12.67,-3.75,,,,,,
2017-12-21,174.76,175.55,176.98,-15.54,13.75,-2.72,,,,,,
2017-12-22,176.23,176.68,178.05,-14.07,14.88,-1.65,,,,,,
2017-12-26,178.66,179.28,181.12,-11.64,17.48,1.42,-128692.0,80884.0,209576.0,84129.0,150762.0,66633.0
2017-12-27,179.15,179.53,181.06,-11.15,17.73,1.36,,,,,,
2017-12-28,179.3,179.46,181.05,-11.22,17.72,1.39,,,,,,
2017-12-29,179.92,179.58,181.33,-11.1,18.0,2.13,,,,,,
2018-01-02,176.31,178.48,197.06,-14.37,15.15,0.0,-130825.0,72850.0,203675.0,85610.0,155986.0,70376.0
2018-01-03,179.74,181.85,200.69,-10.94,18.52,3.63,,,,,,
2018-01-04,180.67,182.7,201.24,-10.01,19.37,4.18,,,,,,
2018-01-05,178.58,180.77,199.53,-12.1,17.44,2.47,,,,,,
2018-01-08,179.18,181.4,200.19,-11.5,18.07,3.13,,,,,,
2018-01-09,183.62,185.3,203.51,-7.06,21.97,6.45,-137620.0,84078.0,221698.0,89478.0,163641.0,74163.0
2018-01-10,183.27,185.18,203.6,-7.41,21.85,6.54,,,,,,
2018-01-11,183.7,185.41,203.33,-6.98,22.08,6.27,,,,,,
2018-01-12,184.95,186.56,204.63,-5.73,23.23,7.57,,,,,,
2018-01-16,183.84,185.29,203.38,-6.84,21.96,6.32,-135798.0,97482.0,233280.0,89615.0,168971.0,79356.0
2018-01-17,185.84,186.91,204.61,-4.84,23.58,7.55,,,,,,
2018-01-18,188.35,188.77,205.09,-2.33,25.44,8.03,,,,,,
2018-01-19,186.36,186.47,203.27,-4.32,23.14,6.21,,,,,,
2018-01-22,188.01,188.01,204.48,-2.67,24.68,7.42,,,,,,
2018-01-23,190.87,190.75,207.01,0.19,27.42,9.95,-139482.0,106229.0,245711.0,93894.0,179836.0,85942.0
2018-01-24,191.64,191.22,207.73,0.96,27.89,10.67,,,,,,
2018-01-25,191.54,190.89,207.69,0.86,27.56,10.63,,,,,,
2018-01-26,193.77,192.63,208.81,3.09,29.3,11.75,,,,,,
2018-01-29,193.49,191.6,207.45,2.81,28.27,10.39,,,,,,
2018-01-30,189.54,187.07,203.96,-1.72,24.78,7.24,-138390.0,105257.0,243647.0,89607.0,184118.0,94511.0
2018-01-31,190.75,189.37,206.46,0.58,27.28,9.64,,,,,,
2018-02-01,189.58,207.36,207.87,0.79,28.18,10.66,,,,,,
2018-02-02,187.2,204.94,205.45,-1.59,25.76,8.24,,,,,,
2018-02-05,184.66,202.29,202.7,-4.13,23.11,5.49,,,,,,
2018-02-06,180.52,199.03,199.58,-8.27,19.85,2.37,-137937.0,98942.0,236879.0,89791.0,184695.0,94904.0
2018-02-07,176.6,194.85,195.47,-12.19,15.67,-1.74,,,,,,
2018-02-08,176.5,194.02,194.61,-12.29,14.84,-2.6,,,,,,
2018-02-09,170.02,187.88,188.49,-18.77,8.7,-8.72,,,,,,
2018-02-12,167.85,186.24,187.16,-20.94,7.06,-10.05,,,,,,
2018-02-13,168.53,186.62,187.46,-20.26,7.44,-9.75,-135462.0,97047.0,232509.0,87525.0,166253.0,78728.0
2018-02-14,171.3,189.6,190.6,-17.49,10.42,-6.61,,,,,,
2018-02-15,173.58,191.43,192.33,-15.21,12.25,-4.88,,,,,,
2018-02-16,175.09,193.2,194.26,-13.7,14.02,-2.95,,,,,,
2018-02-20,175.03,193.46,194.83,-13.76,14.28,-2.38,-130146.0,104746.0,234892.0,80621.0,158000.0,77379.0
2018-02-21,175.73,194.46,195.76,-13.06,15.28,-1.45,,,,,,
2018-02-22,176.57,196.07,197.43,-12.22,16.89,0.22,,,,,,
2018-02-23,180.85,198.96,200.14,-7.94,19.78,2.93,,,,,,
2018-02-26,182.67,200.28,201.47,-6.12,21.1,4.26,,,,,,
2018-02-27,180.34,198.43,199.79,-7.97,19.42,2.64,-140060.0,91832.0,231892.0,83077.0,158202.0,75125.0
2018-02-28,175.77,192.46,193.93,-13.94,13.56,-2.95,,,,,,
2018-03-01,189.64,191.07,190.87,-16.76,10.7,-5.74,,,,,,
2018-03-02,190.14,191.47,191.21,-16.26,11.1,-5.4,,,,,,
2018-03-05,193.49,194.75,194.46,-12.91,14.38,-2.15,,,,,,
2018-03-06,193.31,194.75,194.57,-13.09,14.38,-2.04,-136915.0,94165.0,231080.0,81030.0,149161.0,68131.0
2018-03-07,191.03,192.2,192.03,-15.37,11.83,-4.58,,,,,,
2018-03-08,186.77,188.28,188.47,-19.63,7.91,-8.14,,,,,,
2018-03-09,190.43,191.82,192.05,-15.97,11.45,-4.56,,,,,,
2018-03-12,189.4,190.86,191.15,-17.0,10.49,-5.46,,,,,,
2018-03-13,188.63,190.0,190.35,-17.77,9.63,-6.26,-139166.0,96013.0,235179.0,80248.0,147609.0,67361.0
2018-03-14,192.43,193.3,193.2,-13.97,12.93,-3.41,,,,,,
2018-03-15,192.48,193.45,193.49,-13.92,13.08,-3.12,,,,,,
2018-03-16,194.59,195.73,195.86,-11.81,15.36,-0.75,,,,,,
2018-03-19,192.49,193.75,194.04,-13.91,13.38,-2.57,,,,,,
2018-03-20,196.59,197.51,197.66,-9.81,17.14,1.05,-140289.0,97368.0,237657.0,79826.0,152683.0,72857.0
2018-03-21,201.22,202.22,202.43,-5.18,21.85,5.82,,,,,,
2018-03-22,200.96,201.79,201.89,-5.44,21.42,5.28,,,,,,
2018-03-23,203.36,204.15,204.43,-3.04,23.78,7.82,,,,,,
2018-03-26,201.04,202.03,202.53,-5.36,21.66,5.92,,,,,,
2018-03-27,201.35,202.1,202.56,-5.05,21.73,5.95,-143496.0,94223.0,237719.0,81510.0,159053.0,77543.0
2018-03-28,201.16,201.92,202.18,-5.23,21.35,5.4,,,,,,
2018-03-29,201.79,202.06,202.5,-5.09,21.67,5.79,,,,,,
2018-04-02,196.61,197.14,196.75,-10.54,16.31,0.61,,,,,,
2018-04-03,197.41,197.9,197.51,-9.74,17.07,1.37,-143417.0,86852.0,230269.0,80183.0,155683.0,75500.0
2018-04-04,197.68,197.99,197.52,-9.47,17.16,1.38,,,,,,
2018-04-05,198.16,198.57,198.11,-8.99,17.74,1.97,,,,,,
2018-04-06,195.47,195.85,195.33,-11.68,15.02,-0.81,,,,,,
2018-04-09,198.42,198.71,198.12,-8.73,17.88,1.98,,,,,,
2018-04-10,204.09,204.18,203.36,-3.06,23.35,7.22,-137731.0,98586.0,236317.0,72709.0,151325.0,78616.0
2018-04-11,206.76,206.91,206.22,-0.39,26.08,10.08,,,,,,
2018-04-12,205.46,205.71,205.02,-1.69,24.88,8.88,,,,,,
2018-04-13,206.54,206.86,206.33,-0.61,26.03,10.19,,,,,,
2018-04-16,203.99,204.44,203.89,-3.16,23.61,7.75,,,,,,
2018-04-17,204.12,204.68,204.28,-3.03,23.85,8.14,-144879.0,100438.0,245317.0,77055.0,163340.0,86285.0
