,CO1,CO2,CO3,CO1 R:02_0_D,CO2 R:02_0_D,CO3 R:02_0_D,.BRCOMN,.BRCOML,.BRCOMS,.BRMMN,.BRMML,.BRMMS
2019-06-11,62.29,61.45,60.95,11.96,19.11,23.36,-559757.0,850596.0,1410353.0,82634.0,397608.0,314974.0
2019-06-12,59.97,59.19,58.74,9.64,16.85,21.15,,,,,,
2019-06-13,61.31,60.45,59.97,10.98,18.11,22.38,,,,,,
2019-06-14,62.01,61.01,60.47,11.68,18.67,22.88,,,,,,
2019-06-17,60.94,59.99,59.53,10.61,17.65,21.94,,,,,,
2019-06-18,62.14,61.33,60.92,11.81,18.99,23.33,-553220.0,825920.0,1379140.0,79157.0,386463.0,307306.0
2019-06-19,61.82,61.04,60.64,11.49,18.7,23.05,,,,,,
2019-06-20,64.45,63.76,63.35,14.12,21.42,25.76,,,,,,
2019-06-21,65.2,64.45,64.0,14.87,22.11,26.41,,,,,,
2019-06-24,64.86,64.18,63.81,14.53,21.84,26.22,,,,,,
2019-06-25,65.05,64.28,63.91,14.72,21.94,26.32,-575745.0,830255.0,1406000.0,81172.0,380399.0,299227.0
2019-06-26,66.49,65.69,65.29,16.16,23.35,27.7,,,,,,
2019-06-27,66.55,65.67,65.27,16.14,23.33,27.67,,,,,,
2019-06-28,66.55,64.74,64.35,15.21,22.41,26.76,,,,,,
2019-07-01,65.06,64.76,64.53,15.53,22.82,27.22,,,,,,
2019-07-02,62.4,62.16,61.97,12.87,20.22,24.66,-590885.0,778660.0,1369545.0,96112.0,387251.0,291139.0
2019-07-03,63.82,63.51,63.29,14.29,21.57,25.98,,,,,,
2019-07-04,63.3,62.95,62.69,13.77,21.01,25.38,,,,,,
2019-07-05,64.23,63.84,63.54,14.7,21.9,26.23,,,,,,
2019-07-08,64.11,63.82,63.54,14.58,21.88,26.23,,,,,,
2019-07-09,64.16,63.93,63.68,14.63,21.99,26.37,-602591.0,773158.0,1375749.0,96905.0,379414.0,282509.0
2019-07-10,67.01,66.69,66.37,17.48,24.75,29.06,,,,,,
2019-07-11,66.52,66.22,65.9,16.99,24.28,28.59,,,,,,
2019-07-12,66.72,66.34,65.98,17.19,24.4,28.67,,,,,,
2019-07-15,66.48,65.92,65.48,16.95,23.98,28.17,,,,,,
2019-07-16,64.35,63.84,63.42,14.82,21.9,26.11,-622226.0,732008.0,1354234.0,131198.0,399560.0,268362.0
2019-07-17,63.66,63.19,62.8,14.13,21.25,25.49,,,,,,
2019-07-18,61.93,61.59,61.31,12.4,19.65,24.0,,,,,,
2019-07-19,62.47,62.28,62.03,12.94,20.34,24.72,,,,,,
2019-07-22,63.26,63.03,62.72,13.73,21.09,25.41,,,,,,
2019-07-23,63.83,63.75,63.43,14.3,21.81,26.12,-580648.0,731472.0,1312120.0,106999.0,378005.0,271006.0
2019-07-24,63.18,63.08,62.74,13.65,21.14,25.43,,,,,,
2019-07-25,63.39,63.26,62.88,13.86,21.32,25.57,,,,,,
2019-07-26,63.46,63.37,62.95,13.93,21.43,25.64,,,,,,
2019-07-29,63.71,63.62,63.2,14.18,21.68,25.89,,,,,,
2019-07-30,64.72,64.63,64.18,15.19,22.66,26.84,-561322.0,696954.0,1258276.0,151150.0,404540.0,253390.0
2019-07-31,65.17,65.05,64.55,15.61,23.03,27.18,,,,,,
2019-08-01,60.5,59.96,59.49,11.06,18.44,22.59,,,,,,
2019-08-02,61.89,61.32,60.8,12.45,19.8,23.9,,,,,,
2019-08-05,59.81,59.35,58.93,10.37,17.83,22.03,,,,,,
2019-08-06,58.94,58.53,58.14,9.5,17.01,21.24,-584822.0,686552.0,1271374.0,154545.0,400979.0,246434.0
2019-08-07,56.23,55.93,55.63,6.79,14.41,18.73,,,,,,
2019-08-08,57.38,57.04,56.67,7.94,15.52,19.77,,,,,,
2019-08-09,58.53,58.19,57.81,9.09,16.67,20.91,,,,,,
2019-08-12,58.57,58.3,57.93,9.13,16.78,21.03,,,,,,
2019-08-13,61.3,60.92,60.48,11.86,19.4,23.58,-586477.0,717948.0,1304425.0,145401.0,389506.0,244105.0
2019-08-14,59.48,59.07,58.64,10.04,17.55,21.74,,,,,,
2019-08-15,58.23,57.79,57.34,8.79,16.27,20.44,,,,,,
2019-08-16,58.64,58.16,57.67,9.2,16.64,20.77,,,,,,
2019-08-19,59.74,59.22,58.7,10.3,17.7,21.8,,,,,,
2019-08-20,60.03,59.58,59.08,10.59,18.06,22.18,-600840.0,759540.0,1360380.0,160820.0,390051.0,229231.0
2019-08-21,60.3,59.86,59.33,10.86,18.34,22.43,,,,,,
2019-08-22,59.92,59.5,58.95,10.48,17.98,22.05,,,,,,
2019-08-23,59.34,58.8,58.16,9.9,17.28,21.26,,,,,,
2019-08-26,58.7,58.12,57.48,9.26,16.6,20.58,,,,,,
2019-08-27,59.51,59.03,58.4,10.07,17.51,21.5,-608741.0,789563.0,1398304.0,172313.0,421647.0,249334.0
2019-08-28,60.49,59.93,59.23,11.05,18.41,22.33,,,,,,
2019-08-29,61.08,60.49,59.78,11.61,18.96,22.86,,,,,,
2019-08-30,60.43,59.25,58.46,10.37,17.64,21.5,,,,,,
2019-09-02,58.66,57.86,57.31,9.78,17.04,20.89,,,,,,
2019-09-03,58.26,57.47,56.94,9.38,16.65,20.52,-623942.0,777170.0,1401112.0,159601.0,429637.0,270036.0
2019-09-04,60.7,59.83,59.27,11.82,19.01,22.85,,,,,,
2019-09-05,60.95,60.04,59.46,12.07,19.22,23.04,,,,,,
2019-09-06,61.54,60.57,59.94,12.66,19.75,23.52,,,,,,
2019-09-09,62.59,61.63,61.01,13.71,20.81,24.59,,,,,,
2019-09-10,62.38,61.44,60.84,13.5,20.62,24.42,-682820.0,789403.0,1472223.0,221033.0,473903.0,252870.0
2019-09-11,60.81,59.94,59.38,11.93,19.12,22.96,,,,,,
2019-09-12,60.38,59.46,58.87,11.5,18.64,22.45,,,,,,
2019-09-13,60.22,59.25,58.61,11.34,18.43,22.19,,,,,,
2019-09-16,69.02,67.68,66.55,20.14,26.86,30.13,,,,,,
2019-09-17,64.55,63.56,62.7,15.67,22.74,26.28,-673874.0,800165.0,1474039.0,233028.0,484191.0,251163.0
2019-09-18,63.6,62.66,61.8,14.72,21.84,25.38,,,,,,
2019-09-19,64.4,63.33,62.39,15.52,22.51,25.97,,,,,,
2019-09-20,64.28,63.2,62.2,15.4,22.38,25.78,,,,,,
2019-09-23,64.77,63.73,62.69,15.89,22.91,26.27,,,,,,
2019-09-24,63.1,62.12,61.16,14.22,21.3,24.74,-668076.0,819952.0,1488028.0,237914.0,480911.0,242997.0
2019-09-25,62.39,61.43,60.53,13.51,20.61,24.11,,,,,,
2019-09-26,62.74,61.74,60.86,13.86,20.92,24.44,,,,,,
2019-09-27,61.91,61.04,60.19,13.03,20.22,23.77,,,,,,
2019-09-30,60.78,59.25,58.48,11.24,18.51,22.16,,,,,,
2019-10-01,58.89,58.17,57.68,10.88,18.2,21.9,-639002.0,761234.0,1400236.0,228051.0,479058.0,251007.0
2019-10-02,57.69,57.04,56.6,9.68,17.07,20.82,,,,,,
2019-10-03,57.71,57.06,56.57,9.7,17.09,20.79,,,,,,
2019-10-04,58.37,57.74,57.23,10.36,17.77,21.45,,,,,,
2019-10-07,58.35,57.82,57.32,10.34,17.85,21.54,,,,,,
2019-10-08,58.24,57.76,57.29,10.23,17.79,21.51,-633434.0,767332.0,1400766.0,196954.0,456285.0,259331.0
2019-10-09,58.32,57.84,57.33,10.31,17.87,21.55,,,,,,
2019-10-10,59.1,58.65,58.14,11.09,18.68,22.36,,,,,,
2019-10-11,60.51,60.12,59.6,12.5,20.15,23.82,,,,,,
2019-10-14,59.35,59.12,58.72,11.34,19.15,22.94,,,,,,
2019-10-15,58.74,58.54,58.11,10.73,18.57,22.33,-634384.0,769319.0,1403703.0,210530.0,463957.0,253427.0
2019-10-16,59.42,59.16,58.68,11.41,19.19,22.9,,,,,,
2019-10-17,59.91,59.46,58.87,11.9,19.49,23.09,,,,,,
2019-10-18,59.42,59.09,58.53,11.41,19.12,22.75,,,,,,
2019-10-21,58.96,58.68,58.2,10.95,18.71,22.42,,,,,,
2019-10-22,59.7,59.44,58.93,11.69,19.47,23.15,-642561.0,811740.0,1454301.0,238952.0,474086.0,235134.0
2019-10-23,61.17,60.87,60.34,13.16,20.9,24.56,,,,,,
2019-10-24,61.67,61.39,60.83,13.66,21.42,25.05,,,,,,
2019-10-25,62.02,61.73,61.2,14.01,21.76,25.42,,,,,,
2019-10-28,61.57,61.25,60.71,13.56,21.28,24.93,,,,,,
2019-10-29,61.59,61.23,60.64,13.58,21.26,24.86,-657840.0,791791.0,1449631.0,287153.0,511554.0,224401.0
2019-10-30,60.61,60.24,59.57,12.59,20.19,23.73,,,,,,
2019-10-31,60.23,59.62,58.91,11.97,19.53,23.03,,,,,,
2019-11-01,61.69,60.97,60.38,14.04,21.59,25.07,,,,,,
2019-11-04,62.13,61.35,60.71,14.48,21.97,25.4,,,,,,
2019-11-05,62.96,62.13,61.46,15.31,22.75,26.15,-668068.0,762457.0,1430525.0,304178.0,534873.0,230695.0
2019-11-06,61.74,60.89,60.19,14.09,21.51,24.88,,,,,,
2019-11-07,62.29,61.41,60.7,14.64,22.03,25.39,,,,,,
2019-11-08,62.51,61.62,60.91,14.86,22.24,25.6,,,,,,
2019-11-11,62.18,61.3,60.6,14.53,21.92,25.29,,,,,,
2019-11-12,62.06,61.24,60.6,14.41,21.86,25.29,-675090.0,782051.0,1457141.0,323627.0,550409.0,226782.0
2019-11-13,62.37,61.54,60.89,14.72,22.16,25.58,,,,,,
2019-11-14,62.28,61.41,60.75,14.63,22.03,25.44,,,,,,
2019-11-15,63.3,62.4,61.71,15.65,23.02,26.4,,,,,,
2019-11-18,62.44,61.53,60.83,14.79,22.15,25.52,,,,,,
2019-11-19,60.91,60.02,59.34,13.26,20.64,24.03,-663100.0,840005.0,1503105.0,321212.0,553970.0,232758.0
2019-11-20,62.4,61.47,60.78,14.75,22.09,25.47,,,,,,
2019-11-21,63.97,62.94,62.19,16.32,23.56,26.88,,,,,,
2019-11-22,63.39,62.37,61.63,15.74,22.99,26.32,,,,,,
2019-11-25,63.65,62.62,61.93,16.0,23.24,26.62,,,,,,
2019-11-26,64.27,63.21,62.51,16.62,23.83,27.2,-674363.0,848652.0,1523015.0,353656.0,581328.0,227672.0
2019-11-27,64.06,63.01,62.3,16.41,23.63,26.99,,,,,,
2019-11-28,63.87,63.27,62.61,16.67,23.94,27.31,,,,,,
2019-11-29,62.43,60.49,59.85,13.89,21.18,24.56,,,,,,
2019-12-02,60.92,60.23,59.74,14.32,21.56,24.95,,,,,,
2019-12-03,60.82,60.11,59.61,14.22,21.44,24.82,-636223.0,820397.0,1456620.0,317390.0,556182.0,238792.0
2019-12-04,63.0,62.2,61.6,16.4,23.53,26.81,,,,,,
2019-12-05,63.39,62.48,61.79,16.79,23.81,27.0,,,,,,
2019-12-06,64.39,63.39,62.62,17.79,24.72,27.83,,,,,,
2019-12-09,64.25,63.28,62.54,17.65,24.61,27.75,,,,,,
2019-12-10,64.34,63.46,62.76,17.74,24.79,27.97,-635437.0,865431.0,1500868.0,337874.0,583857.0,245983.0
2019-12-11,63.72,62.82,62.1,17.12,24.15,27.31,,,,,,
2019-12-12,64.2,63.28,62.55,17.6,24.61,27.76,,,,,,
2019-12-13,65.22,64.25,63.51,18.62,25.58,28.72,,,,,,
2019-12-16,65.34,64.41,63.71,18.74,25.74,28.92,,,,,,
2019-12-17,66.1,65.15,64.41,19.5,26.48,29.62,-649549.0,967103.0,1616652.0,355858.0,607959.0,252101.0
2019-12-18,66.17,65.23,64.49,19.57,26.56,29.7,,,,,,
2019-12-19,66.54,65.59,64.84,19.94,26.92,30.05,,,,,,
2019-12-20,66.14,65.2,64.51,19.54,26.53,29.72,,,,,,
2019-12-23,66.39,65.42,64.73,19.79,26.75,29.94,,,,,,
2019-12-24,67.2,66.16,65.46,20.6,27.49,30.67,-630844.0,951817.0,1582661.0,359748.0,618884.0,259136.0
2019-12-26,67.92,66.76,66.05,21.32,28.09,31.26,,,,,,
2019-12-27,68.16,66.87,66.14,21.56,28.2,31.35,,,,,,
2019-12-30,68.44,66.67,65.99,21.36,28.05,31.21,,,,,,
2019-12-31,66.0,65.29,64.68,20.69,27.35,30.51,-604636.0,875542.0,1480178.0,345545.0,628060.0,282515.0
2020-01-02,66.25,65.56,64.97,20.94,27.62,30.8,,,,,,
2020-01-03,68.6,67.76,67.05,23.29,29.82,32.88,,,,,,
2020-01-06,68.91,68.07,67.32,23.6,30.13,33.15,,,,,,
2020-01-07,68.27,67.57,66.87,22.96,29.63,32.7,-639338.0,877389.0,1516727.0,351657.0,634929.0,283272.0
2020-01-08,65.44,64.79,64.14,20.13,26.85,29.97,,,,,,
2020-01-09,65.37,64.66,64.02,20.06,26.72,29.85,,,,,,
2020-01-10,64.98,64.25,63.63,19.67,26.31,29.46,,,,,,
2020-01-13,64.2,63.48,62.89,18.89,25.54,28.72,,,,,,
2020-01-14,64.49,63.71,63.1,19.18,25.77,28.93,-616254.0,879349.0,1495603.0,330678.0,616956.0,286278.0
2020-01-15,64.0,63.21,62.6,18.69,25.27,28.43,,,,,,
2020-01-16,64.62,63.81,63.17,19.31,25.87,29.0,,,,,,
2020-01-17,64.85,64.03,63.32,19.54,26.09,29.15,,,,,,
2020-01-20,65.2,64.34,63.6,19.89,26.4,29.43,,,,,,
2020-01-21,64.59,63.83,63.13,19.28,25.89,28.96,-609859.0,886471.0,1496330.0,325501.0,611647.0,286146.0
2020-01-22,63.21,62.45,61.77,17.9,24.51,27.6,,,,,,
2020-01-23,62.04,61.28,60.61,16.73,23.34,26.44,,,,,,
2020-01-24,60.69,59.89,59.19,15.38,21.95,25.02,,,,,,
2020-01-27,59.32,58.58,58.0,14.01,20.64,23.83,,,,,,
2020-01-28,59.51,58.81,58.26,14.2,20.87,24.09,-596259.0,925175.0,1521434.0,304216.0,596662.0,292446.0
2020-01-29,59.81,58.91,58.35,14.5,20.97,24.18,,,,,,
2020-01-30,58.29,57.33,57.0,12.92,19.62,22.98,,,,,,
2020-01-31,58.16,56.62,56.42,12.21,19.04,22.52,,,,,,
2020-02-03,54.45,54.61,54.73,10.04,17.23,21.01,,,,,,
2020-02-04,53.96,54.13,54.26,9.55,16.75,20.54,-561025.0,920526.0,1481551.0,243743.0,550828.0,307085.0
2020-02-05,55.28,55.43,55.56,10.87,18.05,21.84,,,,,,
2020-02-06,54.93,55.26,55.58,10.52,17.88,21.86,,,,,,
2020-02-07,54.47,54.8,55.16,10.06,17.42,21.44,,,,,,
2020-02-10,53.27,53.57,53.95,8.86,16.19,20.23,,,,,,
2020-02-11,54.01,54.21,54.5,9.6,16.83,20.78,-534150.0,999681.0,1533831.0,170784.0,501929.0,331145.0
2020-02-12,55.79,55.91,56.11,11.38,18.53,22.39,,,,,,
2020-02-13,56.34,56.38,56.54,11.93,19.0,22.82,,,,,,
2020-02-14,57.32,57.2,57.25,12.91,19.82,23.53,,,,,,
2020-02-17,57.67,57.49,57.5,13.26,20.11,23.78,,,,,,
2020-02-18,57.75,57.51,57.52,13.34,20.13,23.8,-535746.0,1003200.0,1538946.0,166283.0,483392.0,317109.0
2020-02-19,59.12,58.72,58.58,14.71,21.34,24.86,,,,,,
2020-02-20,59.31,58.8,58.57,14.9,21.42,24.85,,,,,,
2020-02-21,58.5,57.94,57.72,14.09,20.56,24.0,,,,,,
2020-02-24,56.3,55.77,55.75,11.89,18.39,22.03,,,,,,
2020-02-25,54.95,54.26,54.23,10.54,16.88,20.51,-542001.0,988214.0,1530215.0,171706.0,499775.0,328069.0
2020-02-26,53.43,52.81,52.8,9.02,15.43,19.08,,,,,,
2020-02-27,52.18,51.73,51.67,7.94,14.3,17.97,,,,,,
2020-02-28,50.52,49.67,49.59,5.88,12.22,15.86,,,,,,
2020-03-02,51.9,51.75,51.65,8.11,14.38,17.93,,,,,,
2020-03-03,51.86,51.77,51.67,8.07,14.4,17.95,-518740.0,938777.0,1457517.0,87613.0,432969.0,345356.0
2020-03-04,51.13,51.25,51.29,7.34,13.88,17.57,,,,,,
2020-03-05,49.99,50.17,50.28,6.2,12.8,16.56,,,,,,
2020-03-06,45.27,45.52,45.8,1.48,8.15,12.08,,,,,,
2020-03-09,34.36,35.1,35.78,-9.43,-2.27,2.06,,,,,,
2020-03-10,37.22,38.09,38.82,-6.57,0.72,5.1,-467470.0,983902.0,1451372.0,27332.0,389208.0,361876.0
2020-03-11,35.79,37.23,38.23,-8.0,-0.14,4.51,,,,,,
2020-03-12,33.22,35.2,36.67,-10.57,-2.17,2.95,,,,,,
2020-03-13,33.85,35.44,36.77,-9.94,-1.93,3.05,,,,,,
2020-03-16,30.05,31.69,33.16,-13.74,-5.68,-0.56,,,,,,
2020-03-17,28.73,30.41,31.93,-15.06,-6.96,-1.79,-392872.0,1112422.0,1505294.0,-38346.0,348758.0,387104.0
2020-03-18,24.88,26.69,28.31,-18.91,-10.68,-5.41,,,,,,
2020-03-19,28.47,30.3,31.81,-15.32,-7.07,-1.91,,,,,,
2020-03-20,26.98,29.0,30.63,-16.81,-8.37,-3.09,,,,,,
2020-03-23,27.03,29.29,31.21,-16.76,-8.08,-2.51,,,,,,
2020-03-24,27.15,29.74,31.94,-16.64,-7.63,-1.78,-360455.0,1199113.0,1559568.0,-42258.0,317810.0,360068.0
2020-03-25,27.39,29.99,32.56,-16.4,-7.38,-1.16,,,,,,
2020-03-26,26.34,28.65,31.29,-17.45,-8.72,-2.43,,,,,,
2020-03-27,24.93,27.95,30.91,-18.86,-9.42,-2.81,,,,,,
2020-03-30,22.76,26.42,29.78,-20.39,-10.55,-3.69,,,,,,
2020-03-31,22.74,26.35,29.66,-20.46,-10.67,-3.86,-333255.0,1166408.0,1499663.0,-47572.0,324897.0,372469.0
2020-04-01,24.74,28.04,30.56,-22.07,-12.29,-5.54,,,,,,
2020-04-02,29.94,32.1,33.66,-16.87,-8.23,-2.44,,,,,,
2020-04-03,34.11,35.48,36.39,-12.7,-4.85,0.29,,,,,,
2020-04-06,33.05,34.89,36.11,-13.76,-5.44,0.01,,,,,,
2020-04-07,31.87,34.49,36.04,-14.94,-5.84,-0.06,-345911.0,1188387.0,1534298.0,-21449.0,328429.0,349878.0
2020-04-08,32.84,35.12,36.32,-13.97,-5.21,0.22,,,,,,
2020-04-09,31.48,34.18,35.66,-15.33,-6.15,-0.44,,,,,,
2020-04-13,31.74,34.91,36.7,-15.07,-5.42,0.6,,,,,,
2020-04-14,29.6,33.57,35.76,-17.21,-6.76,-0.34,-353317.0,1192437.0,1545754.0,-7032.0,347502.0,354534.0
2020-04-15,27.69,31.44,33.53,-19.12,-8.89,-2.57,,,,,,
2020-04-16,27.82,31.55,33.54,-18.99,-8.78,-2.56,,,,,,
2020-04-17,28.08,31.58,33.47,-18.73,-8.75,-2.63,,,,,,
2020-04-20,25.57,29.21,31.51,-21.24,-11.12,-4.59,,,,,,
2020-04-21,19.33,23.12,25.66,-27.48,-17.21,-10.44,-317316.0,1271419.0,1588735.0,-31962.0,325662.0,357624.0
2020-04-22,20.37,24.06,26.68,-26.44,-16.27,-9.42,,,,,,
2020-04-23,21.33,24.79,27.2,-25.48,-15.54,-8.9,,,,,,
2020-04-24,21.44,24.81,27.11,-25.37,-15.52,-8.99,,,,,,
2020-04-27,19.99,23.07,25.62,-26.82,-17.26,-10.48,,,,,,
2020-04-28,20.46,22.74,25.16,-26.35,-17.59,-10.94,-302781.0,1229414.0,1532195.0,-47368.0,312229.0,359597.0
2020-04-29,22.54,24.23,26.36,-24.86,-16.39,-9.96,,,,,,
2020-04-30,25.27,26.48,28.31,-22.61,-14.44,-8.21,,,,,,
2020-05-01,26.44,28.07,29.36,-22.65,-14.68,-8.63,,,,,,
2020-05-04,27.2,28.68,29.87,-21.89,-14.07,-8.12,,,,,,
2020-05-05,30.97,31.91,32.85,-18.12,-10.84,-5.14,-361033.0,1164465.0,1525498.0,-30664.0,323192.0,353856.0
2020-05-06,29.72,30.6,31.49,-19.37,-12.15,-6.5,,,,,,
2020-05-07,29.46,30.4,31.23,-19.63,-12.35,-6.76,,,,,,
2020-05-08,30.97,32.08,33.06,-18.12,-10.67,-4.93,,,,,,
2020-05-11,29.63,30.65,31.57,-19.46,-12.1,-6.42,,,,,,
2020-05-12,29.98,30.81,31.6,-19.11,-11.94,-6.39,-359712.0,1162979.0,1522691.0,-52085.0,311396.0,363481.0
2020-05-13,29.19,29.96,30.73,-19.9,-12.79,-7.26,,,,,,
2020-05-14,31.13,31.64,32.22,-17.96,-11.11,-5.77,,,,,,
2020-05-15,32.5,32.8,33.28,-16.59,-9.95,-4.71,,,,,,
2020-05-18,34.81,35.05,35.49,-14.28,-7.7,-2.5,,,,,,
2020-05-19,34.65,34.94,35.42,-14.44,-7.81,-2.57,-368243.0,1152830.0,1521073.0,-48539.0,321893.0,370432.0
2020-05-20,35.75,36.02,36.47,-13.34,-6.73,-1.52,,,,,,
2020-05-21,36.06,36.41,36.83,-13.03,-6.34,-1.16,,,,,,
2020-05-22,35.13,35.66,36.14,-13.96,-7.09,-1.85,,,,,,
2020-05-25,35.53,36.12,36.58,-13.56,-6.63,-1.41,,,,,,
2020-05-26,36.17,36.74,37.19,-12.92,-6.01,-0.8,-365768.0,1106526.0,1472294.0,-59405.0,326842.0,386247.0
2020-05-27,34.74,35.45,35.94,-14.35,-7.3,-2.05,,,,,,
2020-05-28,35.29,36.03,36.5,-13.77,-6.74,-1.53,,,,,,
2020-05-29,35.33,37.84,38.17,-11.96,-5.07,-0.01,,,,,,
2020-06-01,38.32,38.43,38.63,-11.48,-4.81,0.12,,,,,,
2020-06-02,39.57,39.66,39.85,-10.23,-3.58,1.34,-313782.0,1113849.0,1427631.0,-87311.0,315442.0,402753.0
2020-06-03,39.79,39.97,40.24,-10.01,-3.27,1.73,,,,,,
2020-06-04,39.99,40.17,40.49,-9.81,-3.07,1.98,,,,,,
2020-06-05,42.3,42.42,42.62,-7.5,-0.82,4.11,,,,,,
2020-06-08,40.8,41.0,41.24,-9.0,-2.24,2.73,,,,,,
2020-06-09,41.18,41.51,41.8,-8.62,-1.73,3.29,-351843.0,1096236.0,1448079.0,-57086.0,337974.0,395060.0
2020-06-10,41.73,41.94,42.14,-8.07,-1.3,3.63,,,,,,
2020-06-11,38.55,38.88,39.18,-11.25,-4.36,0.67,,,,,,
2020-06-12,38.73,38.98,39.28,-11.07,-4.26,0.77,,,,,,
2020-06-15,39.72,39.93,40.2,-10.08,-3.31,1.69,,,,,,
2020-06-16,40.96,41.13,41.35,-8.84,-2.11,2.84,-343789.0,1168465.0,1512254.0,-54709.0,338079.0,392788.0
2020-06-17,40.71,40.77,40.91,-9.09,-2.47,2.4,,,,,,
2020-06-18,41.51,41.47,41.51,-8.29,-1.77,3.0,,,,,,
2020-06-19,42.19,42.14,42.15,-7.61,-1.1,3.64,,,,,,
2020-06-22,43.08,43.07,43.08,-6.72,-0.17,4.57,,,,,,
2020-06-23,42.63,42.73,42.8,-7.17,-0.51,4.29,-354438.0,1202271.0,1556709.0,-28310.0,348780.0,377090.0
2020-06-24,40.31,40.53,40.72,-9.49,-2.71,2.21,,,,,,
2020-06-25,41.05,41.12,41.23,-8.75,-2.12,2.72,,,,,,
2020-06-26,41.02,40.93,40.97,-8.78,-2.31,2.46,,,,,,
2020-06-29,41.71,41.85,41.95,-7.86,-1.33,3.48,,,,,,
2020-06-30,41.15,41.27,41.39,-8.44,-1.89,2.92,-346452.0,1217663.0,1564115.0,-20093.0,351883.0,371976.0
2020-07-01,42.03,42.11,42.24,-7.68,-1.17,3.6,,,,,,
2020-07-02,43.14,43.19,43.26,-6.57,-0.09,4.62,,,,,,
2020-07-03,42.8,42.91,43.03,-6.91,-0.37,4.39,,,,,,
2020-07-06,43.1,43.24,43.39,-6.61,-0.04,4.75,,,,,,
2020-07-07,43.08,43.26,43.45,-6.63,-0.02,4.81,-329197.0,1149211.0,1478408.0,-34434.0,337601.0,372035.0
2020-07-08,43.29,43.46,43.65,-6.42,0.18,5.01,,,,,,
2020-07-09,42.35,42.55,42.76,-7.36,-0.73,4.12,,,,,,
2020-07-10,43.24,43.46,43.68,-6.47,0.18,5.04,,,,,,
2020-07-13,42.72,42.96,43.2,-6.99,-0.32,4.56,,,,,,
2020-07-14,42.9,43.13,43.37,-6.81,-0.15,4.73,-318926.0,1152307.0,1471233.0,-42238.0,348751.0,390989.0
2020-07-15,43.79,43.93,44.08,-5.92,0.65,5.44,,,,,,
2020-07-16,43.37,43.5,43.68,-6.34,0.22,5.04,,,,,,
2020-07-17,43.14,43.3,43.53,-6.57,0.02,4.89,,,,,,
2020-07-20,43.28,43.46,43.7,-6.43,0.18,5.06,,,,,,
2020-07-21,44.32,44.55,44.78,-5.39,1.27,6.14,-318328.0,1139574.0,1457902.0,-52858.0,349732.0,402590.0
2020-07-22,44.29,44.56,44.81,-5.42,1.28,6.17,,,,,,
2020-07-23,43.31,43.67,43.95,-6.4,0.39,5.31,,,,,,
2020-07-24,43.34,43.78,44.16,-6.37,0.5,5.52,,,,,,
2020-07-27,43.41,43.9,44.34,-6.3,0.62,5.7,,,,,,
2020-07-28,43.22,43.61,44.03,-6.49,0.33,5.39,-264951.0,1091123.0,1356074.0,-75268.0,342584.0,417852.0
2020-07-29,43.75,44.09,44.46,-5.96,0.81,5.82,,,,,,
2020-07-30,42.94,43.25,43.59,-6.8,-0.06,4.93,,,,,,
2020-07-31,43.3,43.52,43.85,-6.53,0.2,5.16,,,,,,
2020-08-03,44.15,44.53,44.91,-5.9,0.88,5.9,,,,,,
2020-08-04,44.43,44.84,45.24,-5.62,1.19,6.23,-226225.0,1065378.0,1291603.0,-97204.0,339654.0,436858.0
2020-08-05,45.17,45.57,45.97,-4.88,1.92,6.96,,,,,,
2020-08-06,45.09,45.46,45.83,-4.96,1.81,6.82,,,,,,
2020-08-07,44.4,44.77,45.11,-5.65,1.12,6.1,,,,,,
2020-08-10,44.99,45.39,45.73,-5.06,1.74,6.72,,,,,,
2020-08-11,44.5,44.99,45.37,-5.55,1.34,6.36,-230032.0,1080108.0,1310140.0,-93885.0,346566.0,440451.0
2020-08-12,45.43,45.91,46.3,-4.62,2.26,7.29,,,,,,
2020-08-13,44.96,45.43,45.82,-5.09,1.78,6.81,,,,,,
2020-08-14,44.8,45.33,45.77,-5.25,1.68,6.76,,,,,,
2020-08-17,45.37,45.92,46.39,-4.68,2.27,7.38,,,,,,
2020-08-18,45.46,46.01,46.49,-4.59,2.36,7.48,-228696.0,1110585.0,1339281.0,-102563.0,348541.0,451104.0
2020-08-19,45.37,45.88,46.36,-4.68,2.23,7.35,,,,,,
2020-08-20,44.9,45.48,45.97,-5.15,1.83,6.96,,,,,,
2020-08-21,44.35,44.93,45.39,-5.7,1.28,6.38,,,,,,
2020-08-24,45.13,45.64,46.07,-4.92,1.99,7.06,,,,,,
2020-08-25,45.86,46.29,46.66,-4.19,2.64,7.65,-236544.0,1102010.0,1338554.0,-91220.0,360166.0,451386.0
2020-08-26,45.64,46.16,46.58,-4.41,2.51,7.57,,,,,,
2020-08-27,45.09,45.6,46.01,-4.97,1.94,7.01,,,,,,
2020-08-28,45.05,45.81,46.25,-4.76,2.18,7.28,,,,,,
2020-08-31,45.28,45.66,46.03,-5.29,1.59,6.67,,,,,,
2020-09-01,45.58,46.0,46.37,-4.99,1.93,7.01,-218505.0,1062706.0,1281211.0,-119876.0,343635.0,463511.0
2020-09-02,44.43,44.87,45.27,-6.14,0.8,5.91,,,,,,
2020-09-03,44.07,44.59,45.05,-6.5,0.52,5.69,,,,,,
2020-09-04,42.66,43.18,43.65,-7.91,-0.89,4.29,,,,,,
