,QS1 Comdty ,QS2 Comdty ,QS3 Comdty ,S:QSQS 1-2 Comdty
,VOLUME,VOLUME,VOLUME,VOLUME
2011-12-21,44512.0,46746.0,26199.0,13280.0
2011-12-22,32408.0,35117.0,19159.0,9767.0
2011-12-23,21351.0,28592.0,10663.0,9509.0
2011-12-27,11029.0,22770.0,8184.0,5278.0
2011-12-28,32017.0,45350.0,21447.0,13281.0
2011-12-29,34869.0,44450.0,17794.0,15927.0
2011-12-30,22984.0,36954.0,14793.0,10608.0
2012-01-03,51386.0,88255.0,44026.0,26424.0
2012-01-04,70873.0,159190.0,95065.0,45279.0
2012-01-05,48362.0,119908.0,62497.0,31128.0
2012-01-06,43724.0,101108.0,59778.0,28853.0
2012-01-09,38921.0,95400.0,53006.0,22004.0
2012-01-10,35154.0,101579.0,77480.0,19395.0
2012-01-11,24749.0,116440.0,97691.0,16075.0
2012-01-12,5251.0,89648.0,75480.0,4078.0
2012-01-13,86414.0,83548.0,38071.0,38011.0
2012-01-16,34471.0,41183.0,29790.0,14627.0
2012-01-17,73655.0,97679.0,50760.0,34936.0
2012-01-18,91490.0,119130.0,72896.0,40141.0
2012-01-19,61100.0,83476.0,45915.0,28556.0
2012-01-20,44000.0,64712.0,33450.0,18737.0
2012-01-23,43097.0,72234.0,44420.0,17268.0
2012-01-24,50550.0,103348.0,63502.0,23703.0
2012-01-25,38140.0,82159.0,37285.0,14748.0
2012-01-26,32554.0,67781.0,25106.0,12832.0
2012-01-27,37480.0,90770.0,44430.0,15508.0
2012-01-30,40561.0,87135.0,43839.0,20968.0
2012-01-31,37136.0,89284.0,35013.0,17075.0
2012-02-01,38280.0,86993.0,37923.0,17198.0
2012-02-02,36706.0,99180.0,47690.0,18107.0
2012-02-03,48430.0,114980.0,50369.0,25826.0
2012-02-06,50129.0,123982.0,62333.0,32621.0
2012-02-07,49743.0,141732.0,75017.0,29310.0
2012-02-08,36405.0,119457.0,65731.0,20248.0
2012-02-09,27451.0,96096.0,53937.0,18192.0
2012-02-10,7912.0,101856.0,70153.0,6301.0
2012-02-13,86533.0,69444.0,31861.0,32029.0
2012-02-14,77565.0,72613.0,26744.0,31958.0
2012-02-15,71371.0,74064.0,31093.0,29383.0
2012-02-16,82551.0,91641.0,42089.0,39387.0
2012-02-17,66926.0,74370.0,26431.0,33331.0
2012-02-20,30362.0,31823.0,11225.0,15484.0
2012-02-21,48292.0,52278.0,22686.0,18025.0
2012-02-22,60530.0,71796.0,25258.0,31391.0
2012-02-23,54336.0,85810.0,29449.0,22644.0
2012-02-24,52408.0,86121.0,45831.0,24551.0
2012-02-27,48864.0,79623.0,36350.0,18671.0
2012-02-28,51702.0,88872.0,44503.0,21583.0
2012-02-29,55302.0,132630.0,75405.0,24812.0
2012-03-01,54359.0,139265.0,78185.0,31943.0
2012-03-02,38226.0,98852.0,49415.0,22670.0
2012-03-05,31694.0,79358.0,33635.0,17839.0
2012-03-06,50303.0,99975.0,43016.0,26298.0
2012-03-07,36566.0,98612.0,43589.0,19667.0
2012-03-08,36111.0,123390.0,73395.0,20149.0
2012-03-09,35543.0,84850.0,46315.0,23046.0
2012-03-12,9306.0,76824.0,53213.0,6194.0
2012-03-13,73433.0,61333.0,45016.0,32505.0
2012-03-14,77624.0,59713.0,35875.0,28648.0
2012-03-15,85279.0,81745.0,50809.0,31749.0
2012-03-16,58630.0,52144.0,34079.0,22265.0
2012-03-19,57086.0,58851.0,40206.0,21160.0
2012-03-20,77066.0,82822.0,50039.0,32455.0
2012-03-21,59699.0,80146.0,43449.0,28240.0
2012-03-22,65139.0,89989.0,52725.0,29593.0
2012-03-23,43046.0,71531.0,39002.0,17504.0
2012-03-26,38395.0,66523.0,40474.0,20633.0
2012-03-27,42809.0,79481.0,40662.0,23271.0
2012-03-28,36794.0,70182.0,32846.0,14794.0
2012-03-29,52610.0,100081.0,48205.0,25724.0
2012-03-30,37066.0,73943.0,32749.0,17873.0
2012-04-02,47802.0,90044.0,42376.0,21382.0
2012-04-03,30929.0,84116.0,53959.0,15337.0
2012-04-04,49675.0,111700.0,58021.0,26825.0
2012-04-05,33804.0,78612.0,38580.0,19896.0
2012-04-09,16273.0,47287.0,25306.0,9863.0
2012-04-10,43750.0,106985.0,72181.0,24452.0
2012-04-11,28979.0,99261.0,74284.0,17300.0
2012-04-12,5218.0,80483.0,77282.0,3932.0
2012-04-13,81505.0,92323.0,28704.0,44104.0
2012-04-16,74457.0,86389.0,33983.0,32737.0
2012-04-17,54710.0,66272.0,25908.0,23272.0
2012-04-18,65953.0,90582.0,33503.0,34462.0
2012-04-19,77593.0,92004.0,36336.0,39324.0
2012-04-20,62199.0,90532.0,38691.0,30325.0
2012-04-23,43911.0,64771.0,18291.0,20426.0
2012-04-24,34484.0,58074.0,19266.0,13707.0
2012-04-25,49606.0,88102.0,30614.0,23505.0
2012-04-26,65655.0,123187.0,53412.0,38132.0
2012-04-27,44017.0,87206.0,37221.0,22455.0
2012-04-30,43872.0,81691.0,35596.0,27467.0
2012-05-01,37191.0,81388.0,40757.0,19812.0
2012-05-02,51324.0,108401.0,53510.0,32261.0
2012-05-03,67091.0,130264.0,52485.0,38585.0
2012-05-04,45184.0,131268.0,50144.0,24688.0
2012-05-07,16650.0,74684.0,45932.0,9582.0
2012-05-08,52117.0,130424.0,55993.0,36468.0
2012-05-09,55689.0,124474.0,56030.0,40088.0
2012-05-10,10953.0,111422.0,95068.0,9917.0
2012-05-11,76130.0,62609.0,23419.0,34341.0
2012-05-14,90066.0,75670.0,32772.0,35520.0
2012-05-15,81640.0,68916.0,25152.0,29909.0
2012-05-16,69336.0,62653.0,18333.0,23688.0
2012-05-17,60920.0,55899.0,20472.0,18052.0
2012-05-18,55530.0,55154.0,19258.0,18656.0
2012-05-21,60092.0,64819.0,25360.0,26090.0
2012-05-22,63695.0,70954.0,34507.0,26533.0
2012-05-23,63158.0,80324.0,38526.0,26459.0
2012-05-24,52291.0,77428.0,29481.0,25296.0
2012-05-25,31819.0,52472.0,26883.0,15699.0
2012-05-28,27462.0,31383.0,12016.0,15788.0
2012-05-29,48132.0,80548.0,34005.0,22182.0
2012-05-30,54607.0,88933.0,35743.0,22145.0
2012-05-31,47553.0,89924.0,34107.0,20296.0
2012-06-01,55045.0,129150.0,48261.0,29505.0
2012-06-04,28567.0,67502.0,21221.0,13665.0
2012-06-05,29216.0,67023.0,28944.0,16639.0
2012-06-06,46757.0,108918.0,49061.0,25134.0
2012-06-07,49567.0,118751.0,48744.0,26210.0
2012-06-08,38284.0,97191.0,37965.0,21132.0
2012-06-11,40972.0,108552.0,48859.0,25053.0
2012-06-12,10360.0,112832.0,90028.0,7794.0
2012-06-13,81740.0,71763.0,40823.0,26840.0
2012-06-14,59945.0,50876.0,28859.0,17177.0
2012-06-15,43862.0,40393.0,19294.0,12698.0
2012-06-18,57293.0,53445.0,23804.0,16602.0
2012-06-19,62065.0,72543.0,38780.0,21952.0
2012-06-20,63285.0,68028.0,39082.0,16633.0
2012-06-21,82730.0,99054.0,45499.0,37520.0
2012-06-22,57663.0,74477.0,30089.0,25946.0
2012-06-25,37001.0,59514.0,22723.0,17121.0
2012-06-26,37998.0,71219.0,34347.0,12822.0
2012-06-27,40100.0,70164.0,34133.0,15834.0
2012-06-28,55990.0,86589.0,40087.0,23594.0
2012-06-29,54497.0,94346.0,38030.0,23879.0
2012-07-02,39035.0,81960.0,34478.0,17578.0
2012-07-03,37771.0,86584.0,42762.0,16630.0
2012-07-04,21367.0,40465.0,27122.0,10979.0
2012-07-05,53469.0,117943.0,75780.0,34631.0
2012-07-06,34143.0,86601.0,46836.0,20859.0
2012-07-09,32890.0,77444.0,46488.0,20436.0
2012-07-10,39314.0,85890.0,64307.0,22570.0
2012-07-11,44135.0,135457.0,101110.0,34666.0
2012-07-12,5940.0,80210.0,67302.0,4625.0
2012-07-13,74436.0,72050.0,42677.0,26927.0
2012-07-16,50141.0,56957.0,32271.0,18304.0
2012-07-17,58373.0,59202.0,28423.0,22072.0
2012-07-18,49728.0,56804.0,28694.0,18397.0
2012-07-19,65685.0,82516.0,39141.0,34223.0
2012-07-20,62806.0,77684.0,38024.0,29492.0
2012-07-23,70795.0,85535.0,38846.0,25775.0
2012-07-24,59279.0,80259.0,32666.0,24136.0
2012-07-25,41237.0,67184.0,29837.0,16194.0
2012-07-26,43655.0,72936.0,30839.0,19947.0
2012-07-27,44081.0,79043.0,30187.0,22298.0
2012-07-30,31520.0,56519.0,23175.0,15561.0
2012-07-31,45463.0,109576.0,61279.0,27111.0
2012-08-01,29972.0,74607.0,34337.0,14608.0
2012-08-02,30052.0,88708.0,42546.0,14291.0
2012-08-03,31180.0,90476.0,46965.0,17450.0
2012-08-06,38268.0,81613.0,33748.0,23019.0
2012-08-07,45759.0,98340.0,44758.0,27502.0
2012-08-08,40112.0,107314.0,68156.0,23812.0
2012-08-09,22103.0,92012.0,64147.0,14089.0
2012-08-10,6987.0,88333.0,66806.0,4770.0
2012-08-13,70447.0,68777.0,40875.0,24292.0
2012-08-14,53040.0,54721.0,28421.0,21769.0
2012-08-15,66041.0,61884.0,26937.0,24602.0
2012-08-16,62848.0,73168.0,37873.0,22936.0
2012-08-17,44998.0,56828.0,25895.0,15471.0
2012-08-20,35821.0,39306.0,12042.0,14114.0
2012-08-21,48238.0,61698.0,34322.0,17248.0
2012-08-22,57434.0,67191.0,22367.0,24103.0
2012-08-23,60155.0,76017.0,35258.0,27612.0
2012-08-24,48165.0,82686.0,34481.0,21492.0
2012-08-27,39517.0,90597.0,49176.0,19480.0
2012-08-28,43369.0,74530.0,36087.0,19940.0
2012-08-29,41271.0,68726.0,30202.0,17417.0
2012-08-30,32904.0,68464.0,34881.0,14926.0
2012-08-31,44034.0,82837.0,34601.0,18710.0
2012-09-03,18375.0,31095.0,16238.0,7037.0
2012-09-04,47581.0,93652.0,52739.0,25719.0
2012-09-05,43691.0,104607.0,51584.0,22817.0
2012-09-06,44326.0,118780.0,75202.0,24244.0
2012-09-07,37678.0,99919.0,44299.0,21776.0
2012-09-10,54590.0,101628.0,41860.0,33469.0
2012-09-11,30388.0,117782.0,72620.0,19455.0
2012-09-12,5027.0,86913.0,64104.0,3944.0
2012-09-13,82793.0,77777.0,58896.0,27929.0
2012-09-14,77057.0,86597.0,76821.0,28733.0
2012-09-17,76059.0,71881.0,58121.0,25014.0
2012-09-18,68317.0,62567.0,52499.0,18959.0
2012-09-19,87794.0,79542.0,68280.0,27513.0
2012-09-20,77133.0,91406.0,90052.0,29277.0
2012-09-21,62728.0,73767.0,49898.0,29531.0
2012-09-24,56406.0,70463.0,47876.0,27119.0
2012-09-25,53696.0,80463.0,50302.0,26683.0
2012-09-26,57182.0,87109.0,58293.0,25081.0
2012-09-27,48585.0,81387.0,45396.0,24326.0
2012-09-28,49415.0,88146.0,50452.0,28358.0
2012-10-01,48086.0,90724.0,53550.0,25427.0
2012-10-02,60131.0,113498.0,86947.0,39085.0
2012-10-03,61882.0,116513.0,79099.0,33053.0
2012-10-04,54132.0,122421.0,102109.0,30801.0
2012-10-05,37148.0,95832.0,66326.0,22939.0
2012-10-08,33833.0,77889.0,58190.0,19115.0
2012-10-09,37213.0,111618.0,89351.0,24176.0
2012-10-10,40514.0,137955.0,110151.0,25346.0
2012-10-11,6392.0,78369.0,81250.0,5521.0
2012-10-12,85640.0,94557.0,43484.0,38404.0
2012-10-15,71154.0,89891.0,38573.0,24748.0
2012-10-16,77578.0,106359.0,40241.0,46508.0
2012-10-17,68117.0,93611.0,39913.0,35072.0
2012-10-18,54957.0,86159.0,34298.0,25606.0
2012-10-19,57669.0,90897.0,40284.0,24623.0
2012-10-22,64251.0,103068.0,35653.0,29296.0
2012-10-23,75076.0,119354.0,54447.0,32876.0
2012-10-24,57419.0,102405.0,38392.0,29288.0
2012-10-25,48331.0,92629.0,36553.0,26621.0
2012-10-26,45077.0,101390.0,44072.0,24990.0
2012-10-29,44159.0,86986.0,38497.0,24383.0
2012-10-30,68343.0,117375.0,59862.0,43562.0
2012-10-31,67304.0,141295.0,63749.0,46061.0
2012-11-01,68280.0,152033.0,79557.0,48660.0
2012-11-02,44273.0,134362.0,65650.0,28692.0
2012-11-05,31939.0,104564.0,53021.0,19201.0
2012-11-06,40061.0,127990.0,70070.0,25106.0
2012-11-07,34198.0,126357.0,81941.0,18507.0
2012-11-08,28631.0,91878.0,52094.0,13288.0
2012-11-09,32162.0,111317.0,69477.0,19832.0
2012-11-12,9524.0,80429.0,55424.0,5986.0
2012-11-13,69163.0,55813.0,26922.0,20305.0
2012-11-14,54408.0,43065.0,20496.0,13294.0
2012-11-15,47272.0,46267.0,13428.0,11428.0
2012-11-16,41029.0,41084.0,12852.0,7351.0
2012-11-19,63216.0,73323.0,31471.0,19630.0
2012-11-20,63864.0,84596.0,46895.0,22786.0
2012-11-21,50168.0,73467.0,31619.0,14868.0
2012-11-22,15965.0,21714.0,7916.0,5950.0
2012-11-23,21316.0,36055.0,10685.0,6901.0
2012-11-26,32106.0,50254.0,13976.0,9249.0
2012-11-27,42067.0,75961.0,27879.0,18237.0
2012-11-28,37571.0,67493.0,26684.0,13471.0
2012-11-29,34907.0,74519.0,23589.0,13363.0
2012-11-30,25636.0,62768.0,22691.0,10415.0
2012-12-03,32739.0,78131.0,31238.0,14481.0
2012-12-04,37789.0,100483.0,46848.0,18661.0
2012-12-05,29935.0,75419.0,32692.0,13779.0
2012-12-06,36260.0,106678.0,44786.0,17183.0
2012-12-07,31656.0,95578.0,45742.0,12943.0
2012-12-10,41675.0,87954.0,52575.0,20808.0
2012-12-11,21772.0,73122.0,43097.0,13235.0
2012-12-12,6756.0,94554.0,69851.0,5411.0
2012-12-13,57429.0,43498.0,19228.0,17282.0
2012-12-14,46497.0,47116.0,20516.0,15451.0
2012-12-17,35108.0,31318.0,11674.0,11345.0
2012-12-18,34818.0,36292.0,12576.0,10578.0
2012-12-19,39298.0,43503.0,21007.0,11759.0
2012-12-20,47379.0,61144.0,25296.0,16841.0
2012-12-21,32257.0,40070.0,12000.0,12259.0
2012-12-24,15576.0,19278.0,5643.0,4729.0
2012-12-26,14534.0,25302.0,6980.0,6196.0
2012-12-27,24350.0,38589.0,10923.0,10060.0
2012-12-28,23810.0,43891.0,20397.0,8615.0
2012-12-31,19457.0,37361.0,11561.0,9223.0
2013-01-02,31346.0,67956.0,27538.0,14190.0
2013-01-03,58276.0,109656.0,56572.0,26306.0
2013-01-04,34820.0,92583.0,37914.0,21600.0
2013-01-07,35820.0,79437.0,44658.0,17832.0
2013-01-08,41157.0,115631.0,64066.0,24547.0
2013-01-09,31092.0,110010.0,78450.0,22404.0
2013-01-10,3804.0,145320.0,126451.0,3494.0
2013-01-11,110470.0,92778.0,48817.0,37079.0
2013-01-14,86270.0,86433.0,42873.0,35348.0
2013-01-15,118920.0,137764.0,72651.0,50889.0
2013-01-16,65458.0,78973.0,38402.0,28230.0
2013-01-17,52764.0,74502.0,37153.0,22505.0
2013-01-18,45380.0,58834.0,29842.0,18863.0
2013-01-21,34050.0,42633.0,24862.0,17678.0
2013-01-22,58831.0,84128.0,44199.0,25851.0
2013-01-23,61237.0,99401.0,46570.0,31350.0
2013-01-24,37821.0,69359.0,40126.0,15873.0
2013-01-25,46515.0,85374.0,34047.0,22710.0
2013-01-28,43426.0,95349.0,49372.0,21646.0
2013-01-29,42083.0,102382.0,52273.0,22109.0
2013-01-30,53631.0,116549.0,66152.0,28518.0
2013-01-31,37190.0,89858.0,50805.0,20339.0
2013-02-01,38337.0,93154.0,45707.0,21711.0
2013-02-04,35481.0,96938.0,51523.0,21602.0
2013-02-05,37894.0,111797.0,66843.0,22598.0
2013-02-06,38692.0,81808.0,47682.0,19030.0
2013-02-07,30317.0,79997.0,53055.0,13958.0
2013-02-08,43728.0,104969.0,56719.0,29475.0
2013-02-11,27627.0,83049.0,50815.0,20655.0
2013-02-12,6424.0,92679.0,102635.0,5658.0
2013-02-13,67163.0,76819.0,36188.0,28324.0
2013-02-14,55740.0,71638.0,35534.0,25751.0
2013-02-15,67808.0,76783.0,36026.0,25046.0
2013-02-18,21983.0,26753.0,11862.0,8665.0
2013-02-19,59168.0,73954.0,41248.0,24637.0
2013-02-20,68368.0,89597.0,46303.0,29199.0
2013-02-21,55029.0,78201.0,33753.0,20737.0
2013-02-22,35729.0,59045.0,26203.0,14707.0
2013-02-25,86785.0,147195.0,82453.0,48919.0
2013-02-26,74162.0,144345.0,65879.0,40925.0
2013-02-27,43994.0,99960.0,41578.0,22192.0
2013-02-28,49762.0,105670.0,51443.0,25534.0
2013-03-01,40761.0,105552.0,48749.0,19726.0
2013-03-04,35619.0,86769.0,40537.0,18576.0
2013-03-05,39185.0,111800.0,70478.0,22446.0
2013-03-06,32296.0,102073.0,52256.0,17231.0
2013-03-07,26942.0,92092.0,50783.0,14746.0
2013-03-08,30909.0,92322.0,51657.0,17005.0
2013-03-11,30051.0,89517.0,63960.0,18695.0
2013-03-12,7600.0,124632.0,118205.0,4074.0
2013-03-13,102233.0,103753.0,82461.0,44713.0
2013-03-14,64610.0,80708.0,75857.0,25422.0
2013-03-15,49178.0,52498.0,44953.0,13790.0
2013-03-18,45697.0,50175.0,37157.0,13096.0
2013-03-19,60597.0,74309.0,65924.0,21878.0
2013-03-20,42998.0,54030.0,47331.0,11946.0
2013-03-21,39533.0,43619.0,31290.0,11652.0
2013-03-22,42689.0,49809.0,33874.0,16709.0
2013-03-25,43663.0,69587.0,49495.0,14473.0
2013-03-26,44048.0,75514.0,55524.0,22506.0
2013-03-27,38463.0,69675.0,40867.0,13309.0
2013-03-28,34353.0,64221.0,34907.0,15512.0
2013-04-01,11213.0,34192.0,15944.0,5299.0
2013-04-02,35575.0,76146.0,49617.0,15728.0
2013-04-03,37854.0,89131.0,60549.0,13785.0
2013-04-04,48104.0,107114.0,70561.0,17365.0
2013-04-05,39184.0,94058.0,66751.0,18783.0
2013-04-08,43204.0,97197.0,67479.0,24325.0
2013-04-09,43785.0,95785.0,65248.0,25490.0
2013-04-10,39680.0,89013.0,61561.0,29028.0
2013-04-11,7707.0,90467.0,89875.0,5267.0
2013-04-12,73848.0,73800.0,25418.0,18115.0
2013-04-15,62655.0,66635.0,24207.0,17474.0
2013-04-16,62182.0,77291.0,30354.0,25851.0
2013-04-17,57184.0,80194.0,30289.0,18385.0
2013-04-18,66133.0,88162.0,39731.0,26644.0
2013-04-19,45762.0,59887.0,22391.0,15275.0
2013-04-22,36607.0,56052.0,22098.0,10866.0
2013-04-23,49255.0,87609.0,36754.0,22075.0
2013-04-24,38722.0,72345.0,22129.0,17563.0
2013-04-25,39815.0,72819.0,24412.0,16669.0
2013-04-26,37192.0,69415.0,34456.0,13959.0
2013-04-29,42043.0,75211.0,40385.0,19487.0
2013-04-30,37500.0,76142.0,29354.0,15884.0
2013-05-01,28736.0,72860.0,28428.0,9921.0
2013-05-02,39213.0,95730.0,53861.0,18939.0
2013-05-03,41838.0,99579.0,45564.0,17455.0
2013-05-06,22918.0,50127.0,20884.0,12850.0
2013-05-07,54335.0,130687.0,83978.0,29190.0
2013-05-08,44949.0,129975.0,78430.0,27727.0
2013-05-09,35133.0,103079.0,64195.0,21818.0
2013-05-10,11315.0,101227.0,57488.0,7879.0
2013-05-13,73373.0,73425.0,42941.0,26740.0
2013-05-14,54065.0,48059.0,29122.0,11518.0
2013-05-15,76526.0,64278.0,29042.0,21106.0
2013-05-16,93515.0,99426.0,54607.0,40207.0
2013-05-17,77308.0,80672.0,44926.0,27609.0
2013-05-20,45312.0,60363.0,30539.0,20978.0
2013-05-21,48683.0,67906.0,43487.0,17649.0
2013-05-22,80157.0,93817.0,40043.0,27230.0
2013-05-23,67296.0,87528.0,41865.0,26141.0
2013-05-24,30574.0,58005.0,33668.0,14964.0
2013-05-27,7906.0,10168.0,1836.0,4479.0
2013-05-28,40872.0,74713.0,43267.0,13492.0
2013-05-29,62111.0,89829.0,39704.0,24371.0
2013-05-30,54707.0,99887.0,44018.0,27132.0
2013-05-31,45608.0,81466.0,36317.0,19133.0
2013-06-03,48983.0,115330.0,55801.0,27686.0
2013-06-04,60465.0,124524.0,70119.0,36048.0
2013-06-05,58700.0,123633.0,74256.0,37531.0
2013-06-06,39662.0,96111.0,59851.0,25576.0
2013-06-07,45133.0,110439.0,78983.0,23059.0
2013-06-10,34042.0,83386.0,52426.0,20738.0
2013-06-11,32177.0,96614.0,59471.0,19462.0
2013-06-12,5293.0,82908.0,74350.0,3651.0
2013-06-13,117146.0,130896.0,88628.0,52919.0
2013-06-14,65701.0,71687.0,45693.0,25231.0
2013-06-17,45687.0,49056.0,23898.0,16781.0
2013-06-18,31641.0,39549.0,20561.0,9899.0
2013-06-19,54818.0,65740.0,37966.0,20737.0
2013-06-20,66525.0,83810.0,42078.0,21700.0
2013-06-21,64665.0,102343.0,67223.0,24946.0
2013-06-24,54022.0,92851.0,52039.0,23515.0
2013-06-25,55340.0,102737.0,65078.0,25730.0
2013-06-26,48478.0,90262.0,52071.0,23356.0
2013-06-27,41192.0,75090.0,45050.0,17436.0
2013-06-28,44030.0,117270.0,69257.0,24515.0
2013-07-01,44404.0,132446.0,90308.0,24899.0
2013-07-02,51672.0,117482.0,86063.0,27776.0
2013-07-03,26695.0,87243.0,59562.0,13723.0
2013-07-04,18029.0,47750.0,29478.0,11719.0
2013-07-05,21609.0,75409.0,53730.0,10952.0
2013-07-08,25199.0,85060.0,62660.0,13186.0
2013-07-09,33027.0,77528.0,51744.0,17645.0
2013-07-10,21195.0,78571.0,57269.0,12745.0
2013-07-11,6396.0,93466.0,76603.0,5042.0
2013-07-12,79037.0,81201.0,46378.0,30992.0
2013-07-15,45270.0,49364.0,30339.0,13647.0
2013-07-16,66530.0,102341.0,52125.0,34941.0
2013-07-17,42135.0,63302.0,26511.0,18890.0
2013-07-18,52238.0,81206.0,39354.0,17739.0
2013-07-19,46253.0,60538.0,27554.0,11760.0
2013-07-22,42918.0,71572.0,38203.0,19559.0
2013-07-23,30575.0,56143.0,33305.0,9220.0
2013-07-24,32974.0,56310.0,31973.0,10090.0
2013-07-25,35211.0,67833.0,30521.0,13687.0
2013-07-26,27884.0,52678.0,23527.0,11190.0
2013-07-29,25987.0,51721.0,23532.0,8911.0
2013-07-30,29732.0,61266.0,31104.0,13916.0
2013-07-31,37877.0,101918.0,49281.0,15446.0
2013-08-01,30531.0,92394.0,40502.0,17072.0
2013-08-02,20663.0,55629.0,22730.0,9027.0
2013-08-05,26720.0,76662.0,34451.0,12047.0
2013-08-06,22877.0,82741.0,48270.0,9001.0
2013-08-07,25807.0,82868.0,53056.0,10536.0
2013-08-08,23460.0,72138.0,40391.0,10804.0
2013-08-09,21491.0,79609.0,43448.0,14044.0
2013-08-12,5661.0,79226.0,70564.0,4190.0
2013-08-13,61577.0,61686.0,30797.0,18828.0
2013-08-14,51025.0,60855.0,32872.0,18835.0
2013-08-15,51434.0,58432.0,26881.0,17036.0
2013-08-16,38286.0,52024.0,20308.0,12994.0
2013-08-19,46990.0,66603.0,27141.0,21600.0
2013-08-20,47081.0,72717.0,36245.0,18675.0
2013-08-21,42854.0,66481.0,35875.0,15495.0
2013-08-22,37940.0,61088.0,30496.0,14921.0
2013-08-23,39608.0,63284.0,26566.0,13798.0
2013-08-26,21320.0,41134.0,12983.0,9079.0
2013-08-27,41226.0,88097.0,36627.0,14053.0
2013-08-28,51040.0,108099.0,52398.0,24557.0
2013-08-29,51671.0,116188.0,59842.0,30287.0
2013-08-30,34456.0,88314.0,38510.0,16148.0
2013-09-02,22387.0,37217.0,15190.0,10894.0
2013-09-03,52361.0,112020.0,61264.0,30216.0
2013-09-04,31795.0,80860.0,49219.0,13606.0
2013-09-05,28313.0,75117.0,44361.0,13931.0
2013-09-06,31791.0,76468.0,40436.0,12936.0
2013-09-09,36103.0,86100.0,49889.0,17132.0
2013-09-10,35394.0,111986.0,63021.0,17748.0
2013-09-11,26547.0,86755.0,51372.0,16635.0
2013-09-12,8725.0,95859.0,73530.0,6270.0
2013-09-13,69963.0,57803.0,43604.0,29475.0
2013-09-16,84669.0,81428.0,66959.0,31456.0
2013-09-17,106732.0,108411.0,89949.0,46596.0
2013-09-18,81718.0,87442.0,68854.0,38049.0
2013-09-19,50887.0,52083.0,38994.0,15427.0
2013-09-20,33078.0,42994.0,31006.0,9525.0
2013-09-23,47455.0,63158.0,47429.0,18188.0
2013-09-24,77202.0,112884.0,88143.0,37599.0
2013-09-25,49474.0,87558.0,74056.0,21828.0
2013-09-26,35341.0,78422.0,52882.0,17476.0
2013-09-27,43442.0,88147.0,55142.0,22971.0
2013-09-30,29735.0,65007.0,43868.0,13390.0
2013-10-01,38921.0,93700.0,61407.0,20305.0
2013-10-02,38991.0,87405.0,56790.0,21719.0
2013-10-03,39784.0,86242.0,56448.0,19717.0
2013-10-04,35780.0,78755.0,48329.0,15096.0
2013-10-07,53274.0,106085.0,67161.0,29756.0
2013-10-08,37911.0,95229.0,69644.0,22649.0
2013-10-09,46570.0,96590.0,63987.0,24779.0
2013-10-10,9852.0,136333.0,122706.0,6758.0
2013-10-11,115257.0,132092.0,61621.0,59921.0
2013-10-14,52913.0,54353.0,28064.0,17509.0
2013-10-15,64839.0,76884.0,38111.0,28123.0
2013-10-16,84025.0,97323.0,31185.0,36644.0
2013-10-17,84041.0,114544.0,46154.0,35711.0
2013-10-18,58377.0,99739.0,37313.0,32197.0
2013-10-21,52083.0,64242.0,20440.0,25043.0
2013-10-22,53458.0,71306.0,28227.0,22249.0
2013-10-23,87540.0,123377.0,44334.0,42470.0
2013-10-24,56072.0,93933.0,34264.0,27198.0
2013-10-25,36995.0,70894.0,28425.0,17248.0
2013-10-28,40430.0,83672.0,28293.0,20663.0
2013-10-29,48217.0,95838.0,42470.0,29242.0
2013-10-30,46742.0,100126.0,43256.0,27695.0
2013-10-31,42936.0,91070.0,33588.0,24071.0
2013-11-01,41758.0,114824.0,52334.0,24352.0
2013-11-04,45753.0,107531.0,46355.0,25424.0
2013-11-05,36233.0,89109.0,38600.0,23372.0
2013-11-06,43001.0,102237.0,49464.0,25536.0
2013-11-07,28973.0,105746.0,51282.0,15576.0
2013-11-08,27064.0,92206.0,45990.0,15760.0
2013-11-11,25021.0,79611.0,38912.0,15412.0
2013-11-12,5339.0,89924.0,67594.0,3702.0
2013-11-13,77376.0,64937.0,26635.0,29694.0
2013-11-14,64153.0,56577.0,20526.0,20159.0
2013-11-15,56248.0,45742.0,18766.0,19831.0
2013-11-18,48635.0,45567.0,20097.0,14168.0
2013-11-19,56126.0,66486.0,24429.0,19741.0
2013-11-20,49096.0,56311.0,18671.0,16827.0
2013-11-21,54691.0,71651.0,24998.0,18970.0
2013-11-22,48357.0,73555.0,30352.0,12926.0
2013-11-25,44686.0,76687.0,28168.0,14618.0
2013-11-26,41687.0,66325.0,23309.0,19307.0
2013-11-27,30604.0,65278.0,30640.0,12550.0
2013-11-28,16768.0,22973.0,7627.0,7370.0
2013-11-29,22885.0,38045.0,11834.0,8303.0
2013-12-02,40320.0,98388.0,36460.0,19422.0
2013-12-03,42224.0,96942.0,42401.0,21790.0
2013-12-04,34217.0,70458.0,33175.0,13394.0
2013-12-05,24606.0,64824.0,26898.0,9233.0
2013-12-06,29520.0,68869.0,29620.0,12739.0
2013-12-09,22802.0,62948.0,30723.0,7641.0
2013-12-10,28251.0,79265.0,43096.0,16258.0
2013-12-11,17771.0,60591.0,26693.0,9170.0
2013-12-12,4500.0,69694.0,42450.0,4404.0
2013-12-13,54976.0,40457.0,17683.0,12041.0
2013-12-16,71522.0,65530.0,22256.0,21648.0
2013-12-17,49291.0,41516.0,14905.0,13403.0
2013-12-18,54290.0,52371.0,22619.0,16819.0
