,HO1 Comdty ,HO2 Comdty ,HO3 Comdty,S:HOHO 1-2 Comdty
5/29/14,17835,50065,15917,8853
5/30/14,6399,74428,24976,5732
6/2/14,49549,17496,10180,8415
6/3/14,52886,26134,14485,10758
6/4/14,59871,26933,14283,11235
6/5/14,52507,20884,11160,9278
6/6/14,49300,19312,9394,9189
6/9/14,48754,22951,13651,11861
6/10/14,48554,24084,13925,11126
6/11/14,44673,24163,14119,10893
6/12/14,84632,33956,19846,17764
6/13/14,52185,26641,17748,11353
6/16/14,41610,24934,16250,10947
6/17/14,43772,26213,12851,10791
6/18/14,42197,27933,13725,10039
6/19/14,39456,43628,14068,16858
6/20/14,28660,39360,12262,10450
6/23/14,32789,43676,13112,15306
6/24/14,25710,46210,14054,11714
6/25/14,28977,47699,12958,13753
6/26/14,21612,45644,10473,10437
6/27/14,16657,53048,16023,7223
6/30/14,7826,58356,19685,5941
7/1/14,61503,30424,13403,14952
7/2/14,65287,25174,10137,13172
7/3/14,59629,22929,7703,12802
7/7/14,53377,19706,9574,10629
7/8/14,70284,25222,12486,12966
7/9/14,58939,28079,13303,12988
7/10/14,59639,27284,10405,13917
7/11/14,63220,28479,13256,12112
7/14/14,55745,27728,16781,12834
7/15/14,62575,34237,18661,15073
7/16/14,42483,27782,13197,9822
7/17/14,46105,34469,16872,11924
7/18/14,39788,25508,12452,10134
7/21/14,37214,29046,10068,9247
7/22/14,34225,43644,15172,16395
7/23/14,27976,42454,13740,14761
7/24/14,34178,53981,19585,14505
7/25/14,30817,71087,17268,14906
7/28/14,22629,53702,12441,9832
7/29/14,14709,50992,18481,7236
7/30/14,14725,51484,11073,6190
7/31/14,6197,62326,17038,5322
8/1/14,58610,17939,11673,8415
8/4/14,56250,20476,11148,9743
8/5/14,64780,21820,11389,12208
8/6/14,68049,23026,9975,13795
8/7/14,62187,28191,15193,15687
8/8/14,61580,28211,10674,13813
8/11/14,53022,25336,11035,12631
8/12/14,57192,28567,15435,12998
8/13/14,65284,35141,18255,16981
8/14/14,79028,40155,14499,22127
8/15/14,49472,26001,10260,10903
8/18/14,48610,24851,9584,12938
8/19/14,37193,33066,11717,12941
8/20/14,29839,37637,11060,12339
8/21/14,31308,44627,12215,13028
8/22/14,33005,47646,12331,18104
8/25/14,24840,34520,8956,11080
8/26/14,24136,40818,11988,10684
8/27/14,21427,43746,13192,9560
8/28/14,20390,60290,19297,7863
8/29/14,4413,48412,13720,4123
9/2/14,73677,22642,26596,11630
9/3/14,68588,21178,22009,11846
9/4/14,53468,18206,12029,8621
9/5/14,52413,16029,15071,7807
9/8/14,54124,24421,14549,12149
9/9/14,44905,22945,15124,11431
9/10/14,69363,37436,35564,18388
9/11/14,60734,33125,22733,16427
9/12/14,47456,22915,16791,12242
9/15/14,43355,22150,14808,11176
9/16/14,44347,24268,18918,10357
9/17/14,40598,18811,14681,9215
9/18/14,54330,32711,30478,13565
9/19/14,32202,35860,17461,12782
9/22/14,31392,44267,25137,13992
9/23/14,25336,42682,22824,10648
9/24/14,33253,51756,20856,14740
9/25/14,23714,48957,17130,11414
9/26/14,20101,48040,17977,9637
9/29/14,21221,47224,20785,8996
9/30/14,5437,59755,29326,4049
10/1/14,69356,37400,16415,17404
10/2/14,57257,32083,16174,14006
10/3/14,51462,25568,15711,10894
10/6/14,51274,26433,11587,12783
10/7/14,47195,24315,14985,10358
10/8/14,49976,30001,16145,14554
10/9/14,55678,36674,16317,15175
10/10/14,66562,47758,23897,20246
10/13/14,47486,30015,20568,14425
10/14/14,70881,51496,21677,23585
10/15/14,69191,48475,24772,20350
10/16/14,65371,52519,18963,20793
10/17/14,47472,40661,14763,15255
10/20/14,48514,47367,18476,19734
10/21/14,39328,52053,18937,18683
10/22/14,36868,80884,32580,20452
10/23/14,26016,69538,26119,13207
10/24/14,18990,58675,18333,8885
10/27/14,19573,47035,10220,8594
10/28/14,20739,47449,17090,7755
10/29/14,17197,82013,36676,8355
10/30/14,20321,64802,22368,9505
10/31/14,5308,64796,24352,4239
11/3/14,69616,26359,15944,14114
11/4/14,71117,33285,15816,15857
11/5/14,73156,31578,18901,15304
11/6/14,65698,33710,17342,18286
11/7/14,79005,46815,20263,23670
11/10/14,77122,43874,26008,19311
11/11/14,64142,34972,18717,15987
11/12/14,66003,47842,20188,23789
11/13/14,86956,62981,29185,28423
11/14/14,76506,69187,32040,30904
11/17/14,51335,39740,19486,13863
11/18/14,42093,49294,16932,17858
11/19/14,40273,58301,19499,15577
11/20/14,28327,52841,18976,12071
11/21/14,37008,82866,32965,17756
11/24/14,31430,50352,14647,13607
11/25/14,27460,67132,18780,14477
11/26/14,18407,63818,17732,6976
11/28/14,2561,57333,11707,2133
12/1/14,68562,22815,13376,10953
12/2/14,73073,40425,26562,17151
12/3/14,68992,30771,18690,14987
12/4/14,50774,22938,15899,8377
12/5/14,66228,32628,27585,13400
12/8/14,70373,35973,26241,16710
12/9/14,61706,37269,22181,18039
12/10/14,91701,63859,32022,34750
12/11/14,92377,70688,42627,38103
12/12/14,61559,43781,22387,21842
12/15/14,68381,56343,43617,25633
12/16/14,49345,39214,20548,14343
12/17/14,46734,45055,25434,15008
12/18/14,40369,50282,20831,16822
12/19/14,38118,54920,20906,16709
12/22/14,30018,43412,17740,11811
12/23/14,26373,38126,10605,11192
12/24/14,19360,34486,8747,6842
12/26/14,14239,22155,5702,6370
12/29/14,18342,45314,14882,6041
12/30/14,19450,42923,12842,8054
12/31/14,5270,38425,12080,4906
1/2/15,46068,16783,8116,8717
1/5/15,66059,34706,18123,18277
1/6/15,73014,44839,20552,22844
1/7/15,75085,43742,20994,21267
1/8/15,67237,48613,21603,22104
1/9/15,70568,46491,26169,21511
1/12/15,58402,40076,16473,20705
1/13/15,71067,54933,22858,25632
1/14/15,68967,49885,22385,23678
1/15/15,55561,39687,21634,15744
1/16/15,43056,42869,17427,14287
1/20/15,46058,56256,18279,22798
1/21/15,36773,58735,26198,18413
1/22/15,31993,64604,24709,15496
1/23/15,29672,45246,18732,12470
1/26/15,37690,62288,21768,17642
1/27/15,23148,47858,16554,11922
1/28/15,29988,58212,24725,12776
1/29/15,28639,65620,24334,13692
1/30/15,6904,71418,28488,4580
2/2/15,70834,31295,17089,18144
2/3/15,69544,32439,19427,16103
2/4/15,68864,34739,21492,17295
2/5/15,64465,37640,22630,16716
2/6/15,64500,42065,22950,20546
2/9/15,66505,40608,23567,18923
2/10/15,62948,43430,24358,20513
2/11/15,70480,47751,25501,22760
2/12/15,85531,68757,38121,33445
2/13/15,78272,68962,37226,30000
2/17/15,69314,54290,21290,23870
2/18/15,56862,67394,24472,24757
2/19/15,43293,76082,28888,21708
2/20/15,41814,103376,54853,22280
2/23/15,33994,72326,34159,17884
2/24/15,28934,57674,21858,12493
2/25/15,21445,51462,19143,6863
2/26/15,19999,57679,25456,6209
2/27/15,7250,64458,28994,4431
3/2/15,64048,30709,22400,15859
3/3/15,66977,34614,22578,20376
3/4/15,76346,44448,23189,25013
3/5/15,56959,36875,26665,15576
3/6/15,60379,32236,18329,16580
3/9/15,61542,32785,19351,16823
3/10/15,61060,38300,21034,21176
3/11/15,64035,45211,23023,24469
3/12/15,57613,50008,28710,21537
3/13/15,45384,30622,20426,12654
3/16/15,51964,33273,18332,19423
3/17/15,44330,34778,19571,16993
3/18/15,47000,39466,23584,15995
3/19/15,33515,43564,20721,13314
3/20/15,18936,33131,12977,7469
3/23/15,26964,46682,15162,13354
3/24/15,34797,55435,20004,19053
3/25/15,23814,53623,25294,10671
3/26/15,20897,58661,23493,10675
3/27/15,24394,54962,18207,11263
3/30/15,21417,48933,15165,8985
3/31/15,9855,56559,24032,7543
4/1/15,58030,33893,11164,16858
4/2/15,49727,24899,9934,13093
4/6/15,43938,17974,8449,8958
4/7/15,44959,23597,11896,10332
4/8/15,64905,34792,16917,15256
4/9/15,55435,35642,16542,15672
4/10/15,62396,48550,26763,20957
4/13/15,76924,63051,27432,30981
4/14/15,70751,57801,26055,29192
4/15/15,53793,46316,16658,20315
4/16/15,40148,35669,15062,12212
4/17/15,44213,30707,12135,11500
4/20/15,31637,35332,10669,12004
4/21/15,28766,41219,10756,12389
4/22/15,21828,38760,9422,9324
4/23/15,23912,59669,17185,10544
4/24/15,20537,41402,11415,9650
4/27/15,18060,34937,8621,7350
4/28/15,21066,39705,9529,9876
4/29/15,20716,53424,13806,9585
4/30/15,7001,55001,22951,5092
5/1/15,49876,22843,11469,9937
5/4/15,47120,17055,9132,10046
5/5/15,51937,21982,12312,11134
5/6/15,62010,27563,16632,12317
5/7/15,61882,32379,19452,15504
5/8/15,62012,27039,11264,15288
5/11/15,47397,22032,8307,10261
5/12/15,68310,38875,19277,19420
5/13/15,53384,26857,13499,12790
5/14/15,58206,36705,16862,16296
5/15/15,50012,29213,11716,12197
5/18/15,45322,28195,7832,11760
5/19/15,41898,48615,15441,16169
5/20/15,35131,57612,21248,14945
5/21/15,27416,49525,12121,13469
5/22/15,28669,44684,12528,12929
5/26/15,32481,55192,16314,14808
5/27/15,21186,59327,18374,10847
5/28/15,24321,62383,21713,10115
5/29/15,6909,79486,28618,5265
6/1/15,52283,18778,9980,10225
6/2/15,54215,20166,9920,9976
6/3/15,69393,26588,17340,11240
6/4/15,61034,28144,18482,13528
6/5/15,69513,30182,18875,14666
6/8/15,52546,23572,14031,13336
6/9/15,68407,29502,21958,15514
6/10/15,69618,33471,26341,15783
6/11/15,55882,29492,24765,12613
6/12/15,46010,25237,14525,9844
6/15/15,51656,27307,15725,11552
6/16/15,46365,29781,16723,10240
6/17/15,72918,45676,25377,19091
6/18/15,36013,26453,17771,10065
6/19/15,34307,44916,22367,12059
6/22/15,25310,41207,16858,10069
6/23/15,32891,72357,27329,16012
6/24/15,23772,66460,23279,11088
6/25/15,19584,43674,13142,7523
6/26/15,19387,38675,10126,9520
6/29/15,19271,65121,18008,8830
6/30/15,5967,57767,23941,4076
7/1/15,63725,25568,11944,11034
7/2/15,53225,22399,9885,9887
7/6/15,74520,27551,14465,11552
7/7/15,77873,35271,12596,17293
7/8/15,63042,34594,18628,13792
7/9/15,55958,30694,15004,12392
7/10/15,53376,29488,12672,14137
7/13/15,60475,28956,11946,14400
7/14/15,49340,29496,14875,12667
7/15/15,60182,38725,24067,14220
7/16/15,53184,38874,19726,16114
7/17/15,44962,40419,21105,11580
7/20/15,41648,39630,18686,14515
7/21/15,36009,41323,18806,15515
7/22/15,30854,58344,20774,16880
7/23/15,25182,51196,19091,12817
7/24/15,25574,45374,15884,11805
7/27/15,21899,41668,13186,10136
7/28/15,21276,55072,17333,10958
7/29/15,14515,48419,14765,8547
7/30/15,11816,39663,12174,5952
7/31/15,5248,55942,15186,4368
8/3/15,58606,17903,14213,8653
8/4/15,51262,17532,11315,8706
8/5/15,49918,19486,12903,8096
8/6/15,63492,36074,23031,15630
8/7/15,64406,34732,24269,15591
8/10/15,67683,39049,25515,18182
8/11/15,61598,41584,23511,16343
8/12/15,67213,47130,30287,19117
8/13/15,51814,35603,20150,15237
8/14/15,44422,23665,10459,10958
8/17/15,47250,29076,17720,11293
8/18/15,40905,28023,13530,13043
8/19/15,51572,48249,25165,17907
8/20/15,31014,48242,13444,16062
8/21/15,27676,52356,15376,12240
8/24/15,34667,61892,19656,16059
8/25/15,31428,80417,34397,16571
8/26/15,31361,69179,25267,15175
8/27/15,24343,73056,20814,12167
8/28/15,22928,81431,23223,10698
8/31/15,6728,91201,26377,4371
9/1/15,80263,29923,26275,12953
9/2/15,64868,28428,23389,12476
9/3/15,56863,24790,19098,10696
9/4/15,52541,19742,13327,10499
9/8/15,59456,27429,16084,15724
9/9/15,64324,34875,21214,17988
9/10/15,51872,24290,15546,12912
9/11/15,52888,29107,19312,13273
9/14/15,47996,26647,17997,12531
9/15/15,47690,31620,32270,12834
9/16/15,52037,39248,29111,17552
9/17/15,43680,33198,16857,13033
9/18/15,47490,42726,29982,14708
9/21/15,35531,45178,27237,14870
9/22/15,36778,66761,42293,17503
9/23/15,30780,66453,33872,16830
9/24/15,19585,48635,24137,10672
9/25/15,27739,48788,19285,11309
9/28/15,24586,47647,18457,12292
9/29/15,19429,46914,17684,9617
9/30/15,6298,51383,21882,4421
10/1/15,75474,38247,19022,18047
10/2/15,62713,32492,17021,15847
10/5/15,50811,25956,17340,10599
10/6/15,60363,31406,18032,14375
10/7/15,66795,43022,28513,17915
10/8/15,57194,41278,25603,18269
10/9/15,66736,44278,24289,21058
10/12/15,78230,46959,32399,20785
10/13/15,78510,76903,49162,28591
10/14/15,47835,38286,23885,14850
10/15/15,59402,53359,30006,22581
10/16/15,37343,28538,16547,11284
10/19/15,41515,45463,25774,14644
10/20/15,32580,46037,24554,12599
10/21/15,32223,57027,27795,14011
10/22/15,28434,51714,23563,13764
10/23/15,36835,70621,27395,19001
10/26/15,30179,54534,23800,11983
10/27/15,29406,54705,25196,13077
10/28/15,20671,72392,30321,11800
10/29/15,16275,58714,25798,7477
10/30/15,7034,55896,24827,4900
11/2/15,47604,22239,12737,8952
11/3/15,82223,44520,18260,23663
11/4/15,75794,39242,20748,19274
11/5/15,55311,30326,13829,13163
11/6/15,65459,39624,17278,21178
11/9/15,65693,37296,18656,17072
11/10/15,50692,28172,13199,13097
11/11/15,55667,32644,14821,13438
11/12/15,69552,45210,21935,18788
11/13/15,53955,33701,14831,13378
11/16/15,52051,28867,14848,11905
11/17/15,56924,36187,16253,15452
11/18/15,41318,42307,18395,16086
11/19/15,38132,48027,19772,15785
11/20/15,37124,54923,22887,16632
11/23/15,33564,49714,15881,15776
11/24/15,31109,53915,19087,13711
11/25/15,23693,63410,21683,10887
11/27/15,12075,36724,10025,4190
11/30/15,6878,70467,26546,4286
12/1/15,79940,31974,20086,16012
12/2/15,91033,43598,24984,19524
12/3/15,88457,42753,34557,18872
12/4/15,57163,22552,15273,10075
12/7/15,74857,35861,24901,19294
12/8/15,60129,33078,21684,14252
12/9/15,62397,33701,25940,14446
12/10/15,65682,33122,23274,16440
12/11/15,94659,59429,42769,23110
12/14/15,81500,46842,31295,19528
12/15/15,68590,41848,23574,16107
12/16/15,71473,46932,32063,19017
12/17/15,46038,37281,18255,14069
12/18/15,51248,52164,24056,18858
12/21/15,30855,44757,13584,13040
12/22/15,34417,49501,17408,16665
12/23/15,25755,42238,13019,10325
12/24/15,16357,33987,9954,6519
12/28/15,17636,41419,14489,7776
12/29/15,20074,50988,18516,9781
12/30/15,15634,48129,14672,7635
12/31/15,1455,48627,15811,3091
1/4/16,66474,32021,19140,13882
1/5/16,63051,33370,17929,15788
1/6/16,75095,44909,26157,22511
1/7/16,70900,43427,20674,19924
1/8/16,68148,41354,28448,16945
1/11/16,66646,40182,22346,18348
1/12/16,63372,44185,24741,20152
1/13/16,55592,41905,22294,16153
1/14/16,56761,40563,22964,15863
1/15/16,68107,51500,28838,22348
1/19/16,28476,55987,26440,21877
1/20/16,49786,68669,33745,21944
1/21/16,29757,63541,29548,14913
1/22/16,31239,67007,28592,13796
1/25/16,30070,70563,37876,15356
1/26/16,27458,64382,23245,12080
1/27/16,19019,72889,29188,9304
1/28/16,23465,82838,31100,11052
1/29/16,6463,61349,29661,4718
2/1/16,64107,31668,17522,15435
2/2/16,64270,35574,19341,16900
2/3/16,63488,42290,30711,17081
2/4/16,68919,36864,24121,16572
2/5/16,59563,32983,23587,14647
2/8/16,61569,31519,20441,16944
2/9/16,70590,37006,22879,15876
2/10/16,60435,40412,29657,16661
2/11/16,58512,34050,21759,16912
2/12/16,62343,39063,23274,16428
2/16/16,69411,50486,27123,21654
2/17/16,53078,50841,25475,16501
2/18/16,39246,45965,21900,17163
2/19/16,33388,50346,21344,13647
2/22/16,33048,52096,18340,14047
2/23/16,28399,49254,19218,11722
2/24/16,30539,55097,20375,13759
2/25/16,21161,58014,23080,11295
2/26/16,20517,62793,24244,9411
2/29/16,7361,52336,20330,5494
3/1/16,46526,22403,14146,10105
3/2/16,55494,29030,22679,12053
3/3/16,55578,31124,25398,12448
3/4/16,53936,25328,21883,10133
3/7/16,61719,32310,22517,13181
3/8/16,57394,31999,21960,13483
3/9/16,53848,38352,35233,15417
3/10/16,47626,27837,19036,11434
3/11/16,42661,24747,16378,9594
3/14/16,46248,25753,19284,9497
3/15/16,37085,21726,15054,6403
3/16/16,43020,33614,28985,10028
3/17/16,33927,28462,20101,8131
3/18/16,42505,38765,23062,13566
3/21/16,32957,38285,18599,12037
3/22/16,25813,38323,19025,10498
3/23/16,27737,51554,28528,12224
3/24/16,32826,55315,25540,12701
3/28/16,25081,38999,13754,10298
3/29/16,20190,51647,22779,9458
3/30/16,22252,54226,22055,9322
3/31/16,6804,49817,22748,5314
4/1/16,58808,31420,13209,13890
4/4/16,58071,32028,16601,13099
4/5/16,49622,31169,15684,10364
4/6/16,67087,40579,20500,15280
4/7/16,59844,39421,24762,13796
4/8/16,76164,51668,30842,22024
4/11/16,58057,35498,24751,14831
4/12/16,63742,49975,29836,16256
4/13/16,64586,57292,34677,18690
4/14/16,42623,26652,17472,9173
4/15/16,59795,42794,22074,17275
4/18/16,54197,48695,23626,17057
4/19/16,36017,45048,21054,13089
4/20/16,31643,70341,29077,13637
4/21/16,32561,60224,23357,13301
4/22/16,23955,45858,16057,9542
4/25/16,25126,48462,15901,9403
4/26/16,26883,55740,21588,11821
4/27/16,23298,60612,21499,9445
4/28/16,19173,53908,18303,9131
4/29/16,7391,69685,32836,5425
5/2/16,56666,23456,9941,12945
5/3/16,58486,29120,15550,13728
5/4/16,59350,30117,18977,13197
5/5/16,61347,29519,14925,12377
5/6/16,64041,31626,17396,15117
5/9/16,67454,32450,15176,14100
5/10/16,65046,39259,17447,18204
5/11/16,73723,41319,21131,16817
5/12/16,63580,36587,17986,16293
5/13/16,62414,45447,21725,17073
5/16/16,63782,41163,23922,13580
5/17/16,62377,43099,30678,13923
5/18/16,81367,70513,40742,21856
5/19/16,37209,59673,26715,15792
5/20/16,39909,73452,29922,18941
5/23/16,33950,63538,24453,14781
5/24/16,31385,68308,25007,11216
5/25/16,28980,79525,34767,13646
5/26/16,21694,60454,25667,10501
5/27/16,23231,57103,14293,9490
5/31/16,8558,70244,20123,5482
6/1/16,69552,29374,19358,14126
6/2/16,84868,46698,30465,20683
6/3/16,66263,28259,15300,11783
6/6/16,58054,29696,16589,13214
6/7/16,67635,38310,24659,15755
6/8/16,82439,51709,33024,21459
6/9/16,63134,41635,27165,18611
6/10/16,56303,29500,20977,11895
6/13/16,52466,25038,17703,11037
6/14/16,45438,26884,15590,10098
6/15/16,57299,37788,21596,13997
6/16/16,57609,31960,18645,11535
6/17/16,54676,36737,15482,14040
6/20/16,42237,40980,19194,14028
6/21/16,41217,58648,18361,21261
6/22/16,45473,65133,25997,21274
6/23/16,32963,56744,17174,16165
6/24/16,41202,79292,25912,21544
6/27/16,28143,52549,18026,11970
6/28/16,23874,57971,21504,10314
6/29/16,20167,72839,27998,7507
6/30/16,6021,69284,33773,4252
7/1/16,59382,30713,13528,13462
7/5/16,68364,34446,15577,16135
7/6/16,72085,41400,19463,20210
7/7/16,78435,37560,20796,16916
7/8/16,60055,37987,20026,16188
7/11/16,56205,33017,21092,14818
7/12/16,73346,47277,27494,20804
7/13/16,74166,48486,32212,17300
7/14/16,55848,39715,21703,15983
7/15/16,52922,34762,18842,12296
7/18/16,45551,36285,16823,12889
7/19/16,38176,44307,17781,15256
7/20/16,37424,62768,23593,16023
7/21/16,29065,42753,13756,10893
7/22/16,26550,50740,19015,10569
7/25/16,33989,48183,16721,14484
7/26/16,26320,53767,19982,10263
7/27/16,25179,63774,22644,11465
7/28/16,20681,60121,20712,8723
7/29/16,7649,59664,22108,5591
8/1/16,67002,28343,16333,13423
8/2/16,64025,30195,17982,15192
8/3/16,74860,44759,25831,20444
8/4/16,69448,37559,20311,15507
8/5/16,67688,39899,28074,17854
8/8/16,59070,33233,20471,15097
8/9/16,57132,31544,20380,15326
8/10/16,70805,49482,31801,21105
8/11/16,85040,65769,40746,29007
8/12/16,48722,30001,19387,11647
8/15/16,46819,22462,16934,8524
8/16/16,55422,38222,21289,16174
8/17/16,68103,50764,28711,16573
8/18/16,55325,42853,20617,17724
8/19/16,36041,38315,14942,12005
8/22/16,29660,45494,11734,13579
8/23/16,26615,49244,16009,12074
8/24/16,29110,60799,27695,13225
8/25/16,24789,50129,20565,10128
8/26/16,24981,54007,18707,11181
8/29/16,20142,37618,13994,7879
8/30/16,18461,48240,16817,6913
8/31/16,7768,75945,30683,6042
9/1/16,64446,33290,26453,16185
9/2/16,49253,16266,18170,6194
9/6/16,56413,25508,18162,11828
9/7/16,60806,35793,22365,15708
9/8/16,62003,44200,29301,17597
9/9/16,66414,44104,26867,22843
9/12/16,54291,29556,22325,12948
9/13/16,69915,48497,38223,21180
9/14/16,66531,44080,40473,15966
9/15/16,58474,49344,39104,18004
9/16/16,61637,56273,41411,20222
9/19/16,48104,56527,40683,16811
9/20/16,43783,64760,37307,19642
9/21/16,27806,46677,22279,11917
9/22/16,17381,39582,19366,6787
9/23/16,26985,59213,27848,11941
9/26/16,22239,48358,20173,9832
9/27/16,28642,66054,32647,13489
9/28/16,22613,81892,46408,10144
9/29/16,19239,58720,30967,8230
9/30/16,5179,50182,25692,3844
10/3/16,50272,32111,17577,13986
10/4/16,46262,26883,15066,10776
10/5/16,60726,50195,33381,16988
10/6/16,59134,45776,25233,18304
10/7/16,52493,40990,27304,16610
10/10/16,54340,38055,25964,14893
10/11/16,63000,44080,33443,16438
10/12/16,57129,43977,27486,18012
10/13/16,62129,43919,26941,17752
10/14/16,49180,37707,23025,14736
10/17/16,45475,35010,20555,11986
10/18/16,48671,49282,26716,17763
10/19/16,36032,55546,24522,14789
10/20/16,31817,53431,20838,14150
10/21/16,30330,54092,22528,14954
10/24/16,23061,52023,23514,8935
10/25/16,30547,55892,22004,12151
10/26/16,25459,64310,30349,11820
10/27/16,19207,53675,18128,8280
10/28/16,20042,56999,23516,7217
10/31/16,6854,71341,32831,4812
11/1/16,141299,102845,57048,49200
11/2/16,84434,47112,26743,20418
11/3/16,57324,27177,14776,12531
11/4/16,67189,33598,17210,14451
11/7/16,53787,29785,12794,13200
11/8/16,56837,39193,16691,14278
11/9/16,65785,44002,24227,15517
11/10/16,57126,37771,23963,16185
11/11/16,61157,35620,19552,13641
11/14/16,50887,29153,15231,12090
11/15/16,58970,36064,21326,14344
11/16/16,44684,27193,14483,9091
11/17/16,51900,35701,19566,14853
11/18/16,42179,52034,24944,16291
11/21/16,31968,56673,17032,15578
11/22/16,36284,60781,22880,15185
11/23/16,40106,64355,25310,15147
11/25/16,13579,34901,12152,6446
11/28/16,28270,70330,24180,14282
11/29/16,27639,64593,20782,11241
11/30/16,6161,96793,37733,4755
12/1/16,80622,39222,32112,14624
12/2/16,62591,27383,25347,11802
12/5/16,70649,43910,32312,21305
12/6/16,64715,39480,25574,19906
12/7/16,71419,53039,33754,21634
12/8/16,64410,46600,32502,16862
12/9/16,59766,36157,24376,14047
12/12/16,58524,37239,27904,15129
12/13/16,59999,46685,27512,17368
12/14/16,55001,39154,27369,15939
12/15/16,47810,33677,25133,11275
12/16/16,44825,33411,20655,13242
12/19/16,40197,34192,20144,12760
12/20/16,38332,48189,31170,15961
12/21/16,37509,60011,35358,17916
12/22/16,35977,60652,31115,13220
12/23/16,19217,39213,14721,7134
12/27/16,27561,47572,18424,11546
12/28/16,20643,40547,17099,8152
12/29/16,17812,43245,16747,7413
12/30/16,4380,43204,17782,4051
1/3/17,70186,36539,22419,15832
1/4/17,52731,33502,19408,13307
1/5/17,58585,39510,21680,15701
1/6/17,55551,29351,14772,14485
1/9/17,67731,37938,18602,15368
1/10/17,67584,44484,22535,19386
1/11/17,75906,58906,31109,23872
1/12/17,67200,51149,23689,22275
1/13/17,56664,43555,19510,17884
1/17/17,70590,52365,22734,22070
1/18/17,55903,46706,21205,15863
1/19/17,45324,53302,28028,15865
1/20/17,42076,67501,26815,20246
1/23/17,31898,58576,28389,15542
1/24/17,26061,57128,21250,13258
1/25/17,24990,73014,27763,10599
1/26/17,20360,67083,26537,10067
1/27/17,23588,78550,30981,10882
1/30/17,19987,53997,19473,7768
1/31/17,7754,70572,26600,6046
2/1/17,75087,34393,20608,18972
2/2/17,63841,30416,21836,11539
2/3/17,61223,28438,18882,13009
2/6/17,59781,29281,21775,14143
2/7/17,61450,30911,21098,14039
2/8/17,67092,37722,24500,15303
2/9/17,59098,38487,23640,17093
2/10/17,56340,32087,18705,15040
2/13/17,69230,44268,30668,19244
2/14/17,53335,38496,23629,14023
2/15/17,56967,45946,25544,18378
2/16/17,53443,52768,22967,19779
2/17/17,42978,57321,24004,20085
2/21/17,40841,81759,32348,18682
2/22/17,39710,81888,29944,18855
2/23/17,30092,74295,21791,15011
2/24/17,25228,61428,19750,13178
2/27/17,23359,56187,18475,11389
2/28/17,9322,108885,46328,8370
3/1/17,71156,34868,37647,14662
3/2/17,89493,42309,45551,17882
3/3/17,56822,22997,22280,10601
3/6/17,57530,27464,23953,14294
3/7/17,77592,44974,29887,24341
3/8/17,89258,58683,41872,28216
3/9/17,83582,48643,39223,22039
3/10/17,66211,40740,32237,18503
3/13/17,54427,34365,26465,14941
3/14/17,49585,27744,24018,11251
3/15/17,48277,32829,27208,12547
3/16/17,49857,29638,22747,11807
3/17/17,35545,24071,20647,7241
3/20/17,35684,33190,21609,10023
3/21/17,34242,45035,25940,14251
3/22/17,30112,51070,23844,15811
3/23/17,26230,42584,18153,12210
3/24/17,27101,49832,25306,11106
3/27/17,26485,50274,23197,12008
3/28/17,28811,67915,36271,16118
3/29/17,18297,57532,28970,9723
3/30/17,18341,58294,30588,10018
3/31/17,5670,51598,25677,4234
4/3/17,55035,34265,16850,14500
4/4/17,51791,33485,17967,14308
4/5/17,62967,41732,22148,18949
4/6/17,50338,37186,18081,20361
4/7/17,57232,35380,20510,15580
4/10/17,49731,33780,21254,14243
4/11/17,66318,55620,29367,20837
4/12/17,56311,46883,27701,14896
4/13/17,54702,42947,23358,16381
4/17/17,44536,40549,20777,12848
4/18/17,45857,50171,26011,17207
4/19/17,43762,70081,28007,20579
4/20/17,33114,67253,32989,16291
4/21/17,39170,75230,33067,21323
4/24/17,33482,62800,23310,16429
4/25/17,34486,73227,27052,18862
4/26/17,25221,72105,27797,11982
4/27/17,18156,86723,33179,9501
4/28/17,6047,70120,30651,5211
5/1/17,57453,25125,15760,12173
5/2/17,75988,35135,20413,15812
5/3/17,69975,31083,21593,11579
5/4/17,86506,42405,25210,18657
5/5/17,74671,37027,28311,14789
5/8/17,84005,52941,21475,29855
5/9/17,59496,33477,21441,15763
5/10/17,69981,43918,28417,19745
5/11/17,55985,42414,20867,17616
5/12/17,49833,33557,16711,13820
5/15/17,64341,46480,26069,16913
5/16/17,47137,36729,22405,12443
5/17/17,68067,47792,24419,21792
5/18/17,48116,36278,13446,13062
5/19/17,42264,62714,23635,16573
5/22/17,27830,51573,17962,14052
5/23/17,35603,62524,24666,14010
5/24/17,35440,72123,27801,15881
5/25/17,40334,97491,38005,20115
5/26/17,22906,63325,18131,11278
5/30/17,26055,78811,35030,11305
5/31/17,5607,79569,36820,4972
6/1/17,73623,40153,23541,18298
6/2/17,68504,29992,19538,12681
6/5/17,58325,23177,17814,9726
6/6/17,69307,37193,25606,19143
6/7/17,80203,46121,31682,19382
6/8/17,62231,38295,24788,15415
6/9/17,67435,42366,33682,18247
6/12/17,61255,34788,26258,13893
6/13/17,66598,53242,43714,20014
6/14/17,71473,54134,39595,19221
6/15/17,58261,57247,37079,17308
6/16/17,43799,38051,19410,13424
6/19/17,43905,31506,15258,11611
6/20/17,36284,51224,21469,15101
6/21/17,31026,58719,24969,14145
6/22/17,23452,47077,16349,10603
6/23/17,24938,53445,16884,12495
