,QS1,QS2,QS3,QS1 R:02_0_D,QS2 R:02_0_D,QS3 R:02_0_D,.GOCOMN,.GOCOML,.GOCOMS,.GOMMN,.GOMML,.GOMMS
2017-11-17,562.75,562.75,563.0,-299.5,-29.75,43.25,,,,,,
2017-11-20,556.0,557.0,557.75,-306.25,-35.5,38.0,,,,,,
2017-11-21,558.5,559.25,560.25,-303.75,-33.25,40.5,-185259.0,280446.0,465705.0,38232.0,187366.0,149134.0
2017-11-22,562.25,562.75,563.75,-300.0,-29.75,44.0,,,,,,
2017-11-23,564.5,564.5,565.25,-297.75,-28.0,45.5,,,,,,
2017-11-24,564.75,565.0,566.0,-297.5,-27.5,46.25,,,,,,
2017-11-27,564.25,565.0,566.25,-298.0,-27.5,46.5,,,,,,
2017-11-28,565.75,566.5,567.75,-296.5,-26.0,48.0,-178183.0,298379.0,476562.0,31703.0,189204.0,157501.0
2017-11-29,561.25,562.0,563.5,-301.0,-30.5,43.75,,,,,,
2017-11-30,557.0,558.0,559.75,-305.25,-34.5,40.0,,,,,,
2017-12-01,567.75,569.0,570.5,-294.5,-23.5,50.75,,,,,,
2017-12-04,554.5,556.0,558.25,-307.75,-36.5,38.5,,,,,,
2017-12-05,555.25,556.75,559.0,-307.0,-35.75,39.25,-173655.0,293378.0,467033.0,27110.0,179953.0,152843.0
2017-12-06,545.75,547.0,549.5,-316.5,-45.5,29.75,,,,,,
2017-12-07,549.0,550.0,552.0,-313.25,-42.5,32.25,,,,,,
2017-12-08,564.75,565.25,566.25,-297.5,-27.25,46.5,,,,,,
2017-12-11,572.25,572.75,573.75,-290.0,-19.75,53.75,,,,,,
2017-12-12,572.25,571.75,572.25,-291.0,-21.25,52.0,-179618.0,274801.0,454419.0,31817.0,191324.0,159507.0
2017-12-13,562.75,563.5,562.0,-300.0,-30.0,43.5,,,,,,
2017-12-14,561.5,562.75,562.0,-301.25,-30.75,43.5,,,,,,
2017-12-15,564.0,565.5,564.75,-298.75,-28.0,46.25,,,,,,
2017-12-18,569.0,570.0,569.0,-293.75,-23.5,50.5,,,,,,
2017-12-19,569.0,570.0,568.75,-293.75,-23.5,50.25,-186381.0,270013.0,456394.0,31824.0,191278.0,159454.0
2017-12-20,575.5,576.75,575.5,-287.25,-16.75,57.0,,,,,,
2017-12-21,576.25,578.0,577.0,-286.5,-15.5,58.5,,,,,,
2017-12-22,575.5,577.0,576.0,-287.25,-16.5,57.5,,,,,,
2017-12-26,599.0,600.5,598.5,-263.75,7.0,80.0,-199213.0,287608.0,486821.0,47960.0,205042.0,157082.0
2017-12-27,594.5,595.5,593.25,-268.25,2.0,74.75,,,,,,
2017-12-28,597.0,598.25,595.5,-265.75,4.75,77.0,,,,,,
2017-12-29,600.25,601.75,599.25,-262.5,8.25,80.75,,,,,,
2018-01-02,597.0,598.5,596.75,-265.75,5.0,78.25,-208556.0,278507.0,487063.0,56916.0,210699.0,153783.0
2018-01-03,606.75,607.75,606.25,-256.0,14.25,87.75,,,,,,
2018-01-04,608.0,609.0,607.75,-254.75,15.5,89.25,,,,,,
2018-01-05,604.0,605.0,604.25,-258.75,11.5,85.75,,,,,,
2018-01-08,601.0,602.25,602.0,-261.75,8.75,83.5,,,,,,
2018-01-09,605.25,606.5,606.0,-257.5,13.0,87.5,-194779.0,295149.0,489928.0,51765.0,207869.0,156104.0
2018-01-10,612.0,613.0,612.5,-251.0,19.5,93.75,,,,,,
2018-01-11,612.0,618.0,617.75,-246.0,24.75,99.0,,,,,,
2018-01-12,612.75,612.5,609.5,-251.25,19.5,93.75,,,,,,
2018-01-15,618.75,618.75,616.25,-245.25,25.75,100.5,,,,,,
2018-01-16,614.75,615.0,612.75,-249.25,22.0,97.0,-197868.0,324945.0,522813.0,64705.0,207062.0,142357.0
2018-01-17,611.75,612.5,610.5,-252.25,19.5,94.75,,,,,,
2018-01-18,611.75,612.75,611.0,-252.25,19.75,95.25,,,,,,
2018-01-19,608.0,608.5,606.25,-256.0,15.5,90.5,,,,,,
2018-01-22,614.25,615.0,613.25,-249.75,22.0,97.5,,,,,,
2018-01-23,617.75,618.75,617.25,-246.25,25.75,101.5,-188784.0,341382.0,530166.0,66033.0,210899.0,144866.0
2018-01-24,620.5,621.25,619.25,-243.5,28.25,103.5,,,,,,
2018-01-25,627.25,627.75,625.25,-236.75,34.75,109.5,,,,,,
2018-01-26,628.5,629.0,626.0,-235.5,36.0,110.25,,,,,,
2018-01-29,618.25,619.0,616.5,-245.75,26.0,100.75,,,,,,
2018-01-30,611.5,612.5,610.5,-252.5,19.5,94.75,-190737.0,386429.0,577166.0,72527.0,214683.0,142156.0
2018-01-31,611.5,612.5,610.75,-252.5,19.5,95.0,,,,,,
2018-02-01,616.75,617.75,616.25,-247.25,24.75,100.5,,,,,,
2018-02-02,609.25,610.5,609.25,-254.75,17.5,93.5,,,,,,
2018-02-05,607.0,608.0,607.25,-257.0,15.0,91.5,,,,,,
2018-02-06,595.25,596.25,595.5,-268.75,3.25,79.75,-198475.0,388580.0,587055.0,86097.0,212859.0,126762.0
2018-02-07,579.0,581.5,581.75,-285.0,-11.5,66.0,,,,,,
2018-02-08,568.0,570.5,571.0,-296.0,-22.5,55.25,,,,,,
2018-02-09,552.25,555.75,556.75,-311.75,-37.25,41.0,,,,,,
2018-02-12,552.25,555.75,557.25,-311.75,-36.75,42.25,,,,,,
2018-02-13,545.75,547.75,548.25,-321.75,-46.25,34.25,-159784.0,352192.0,511976.0,32978.0,165945.0,132967.0
2018-02-14,550.0,552.5,553.25,-317.5,-41.5,39.25,,,,,,
2018-02-15,557.25,559.0,559.0,-310.25,-35.0,45.0,,,,,,
2018-02-16,570.25,571.5,570.75,-297.25,-22.5,56.75,,,,,,
2018-02-19,578.5,579.75,578.5,-289.0,-14.25,64.5,,,,,,
2018-02-20,574.25,575.75,574.75,-293.25,-18.25,60.75,-157205.0,383184.0,540389.0,21552.0,153028.0,131476.0
2018-02-21,575.75,577.25,576.5,-291.75,-16.75,62.5,,,,,,
2018-02-22,585.0,586.75,585.5,-282.5,-7.25,71.5,,,,,,
2018-02-23,591.0,592.25,590.75,-276.5,-1.75,76.75,,,,,,
2018-02-26,599.0,600.0,598.25,-268.5,6.0,84.25,,,,,,
2018-02-27,594.5,595.75,594.5,-273.0,1.75,80.5,-178377.0,393372.0,571749.0,40384.0,169801.0,129417.0
2018-02-28,577.0,578.75,578.25,-290.5,-15.25,64.25,,,,,,
2018-03-01,561.75,563.25,563.25,-305.75,-30.75,49.25,,,,,,
2018-03-02,563.25,565.0,565.0,-304.25,-29.0,51.0,,,,,,
2018-03-05,572.0,574.0,574.75,-295.5,-20.0,60.75,,,,,,
2018-03-06,571.5,573.75,574.75,-296.0,-20.25,60.75,-161448.0,441775.0,603223.0,18896.0,155059.0,136163.0
2018-03-07,571.75,573.5,573.75,-295.75,-20.5,59.75,,,,,,
2018-03-08,566.75,568.25,568.25,-300.75,-25.75,54.25,,,,,,
2018-03-09,573.75,575.75,576.0,-293.75,-18.25,62.0,,,,,,
2018-03-12,573.75,568.0,569.0,-301.5,-25.25,56.0,,,,,,
2018-03-13,568.75,569.25,568.5,-300.75,-25.0,55.75,-171187.0,406131.0,577318.0,25706.0,160605.0,134899.0
2018-03-14,572.25,572.5,571.5,-297.25,-21.75,58.75,,,,,,
2018-03-15,574.75,575.5,574.5,-294.75,-18.75,61.75,,,,,,
2018-03-16,580.5,581.25,580.5,-289.0,-13.0,67.75,,,,,,
2018-03-19,584.75,585.0,583.5,-284.75,-9.25,70.75,,,,,,
2018-03-20,593.75,593.75,592.0,-275.75,-0.5,79.25,-181324.0,360240.0,541564.0,41726.0,183223.0,141497.0
2018-03-21,611.0,610.75,608.5,-258.5,16.5,95.75,,,,,,
2018-03-22,606.5,607.25,605.5,-263.0,13.0,92.75,,,,,,
2018-03-23,611.0,611.5,609.5,-258.5,17.25,96.75,,,,,,
2018-03-26,612.75,612.75,610.0,-256.75,18.5,97.25,,,,,,
2018-03-27,618.25,617.25,613.5,-251.25,23.0,100.75,-177862.0,347361.0,525223.0,56283.0,209150.0,152867.0
2018-03-28,618.0,616.25,612.25,-251.5,22.0,99.5,,,,,,
2018-03-29,619.75,618.0,614.0,-249.75,23.75,101.25,,,,,,
2018-04-02,613.0,611.0,606.75,-256.5,16.75,94.0,,,,,,
2018-04-03,613.0,610.75,606.25,-256.5,16.5,93.5,-181597.0,380597.0,562194.0,68284.0,221509.0,153225.0
2018-04-04,609.0,606.75,602.0,-260.5,12.5,89.25,,,,,,
2018-04-05,608.25,606.5,602.75,-261.25,12.25,90.0,,,,,,
2018-04-06,602.75,601.0,597.5,-266.75,6.75,84.75,,,,,,
2018-04-09,613.25,611.5,607.5,-256.25,17.25,94.75,,,,,,
2018-04-10,627.75,626.0,621.5,-241.75,31.75,108.75,-172119.0,400387.0,572506.0,61355.0,223786.0,162431.0
2018-04-11,647.0,644.25,638.75,-223.5,49.0,125.0,,,,,,
2018-04-12,647.0,636.5,630.75,-231.25,41.0,117.25,,,,,,
2018-04-13,642.5,637.25,632.75,-225.25,47.5,123.75,,,,,,
2018-04-16,633.25,628.75,625.25,-234.5,39.0,116.25,,,,,,
2018-04-17,628.0,624.75,622.75,-239.75,35.0,113.75,-158658.0,369172.0,527830.0,56795.0,228802.0,172007.0
2018-04-18,639.25,635.5,633.0,-228.5,45.75,124.0,,,,,,
2018-04-19,651.0,647.25,644.5,-216.75,57.5,135.5,,,,,,
2018-04-20,641.25,637.75,635.25,-226.5,48.0,126.25,,,,,,
2018-04-23,647.5,643.75,641.25,-220.25,54.0,132.25,,,,,,
2018-04-24,653.75,650.0,647.5,-214.0,60.25,138.5,-148169.0,401876.0,550045.0,49766.0,223991.0,174225.0
2018-04-25,648.0,643.5,640.5,-219.75,53.75,131.5,,,,,,
2018-04-26,657.75,652.0,648.25,-210.0,62.25,139.25,,,,,,
2018-04-27,655.5,649.75,646.0,-212.25,60.0,137.0,,,,,,
2018-04-30,655.5,650.5,647.5,-212.25,60.75,138.5,,,,,,
2018-05-01,648.75,644.25,642.0,-219.0,54.5,133.0,-153667.0,410292.0,563959.0,50348.0,227138.0,176790.0
2018-05-02,642.0,638.25,636.25,-225.75,48.5,127.25,,,,,,
2018-05-03,642.0,639.25,638.0,-225.75,49.5,129.0,,,,,,
2018-05-04,651.5,649.0,647.25,-216.25,59.25,138.25,,,,,,
2018-05-07,665.5,662.75,661.75,-202.25,73.0,152.75,,,,,,
2018-05-08,650.25,647.25,646.0,-217.5,57.5,137.0,-146064.0,385042.0,531106.0,54045.0,232281.0,178236.0
2018-05-09,677.0,674.25,672.5,-190.5,84.0,163.0,,,,,,
2018-05-10,677.0,671.0,670.0,-193.75,81.5,161.0,,,,,,
2018-05-11,677.5,675.75,674.5,-187.25,87.25,166.0,,,,,,
2018-05-14,681.0,678.5,677.0,-183.75,90.0,168.5,,,,,,
2018-05-15,687.75,685.0,684.0,-177.0,96.5,175.5,-149954.0,367326.0,517280.0,54182.0,231595.0,177413.0
2018-05-16,684.5,681.25,680.0,-180.25,92.75,171.5,,,,,,
2018-05-17,704.25,700.5,699.0,-160.5,112.0,190.5,,,,,,
2018-05-18,697.0,693.25,691.75,-167.75,104.75,183.25,,,,,,
2018-05-21,692.75,689.75,688.5,-172.0,101.25,180.0,,,,,,
2018-05-22,702.5,699.5,698.25,-162.25,111.0,189.75,-139039.0,394026.0,533065.0,55609.0,231701.0,176092.0
2018-05-23,697.0,693.5,692.25,-167.75,105.0,183.75,,,,,,
2018-05-24,698.75,694.5,693.0,-166.0,106.0,184.5,,,,,,
2018-05-25,679.75,675.5,674.0,-185.0,87.0,165.5,,,,,,
2018-05-28,672.0,667.75,666.25,-192.75,79.25,157.75,,,,,,
2018-05-29,671.75,666.75,665.25,-193.0,78.25,156.75,-133859.0,443446.0,577305.0,50453.0,227578.0,177125.0
2018-05-30,684.75,679.75,678.25,-180.0,91.25,169.75,,,,,,
2018-05-31,685.5,681.75,680.75,-179.25,93.25,172.25,,,,,,
2018-06-01,671.25,668.0,667.75,-193.5,79.5,159.25,,,,,,
2018-06-04,666.0,662.5,662.0,-198.75,74.0,153.5,,,,,,
2018-06-05,657.5,654.5,654.5,-207.25,66.0,146.0,-126861.0,476169.0,603030.0,42327.0,214146.0,171819.0
2018-06-06,654.75,652.75,653.75,-210.0,64.25,145.25,,,,,,
2018-06-07,668.25,666.25,666.75,-196.5,77.75,158.25,,,,,,
2018-06-08,671.5,667.5,668.0,-193.25,79.0,159.5,,,,,,
2018-06-11,671.5,665.5,666.0,-195.25,77.0,157.75,,,,,,
2018-06-12,671.5,667.25,667.0,-193.5,78.0,158.5,-127445.0,464515.0,591960.0,32838.0,202494.0,169656.0
2018-06-13,666.0,666.0,666.5,-194.75,77.0,157.75,,,,,,
2018-06-14,660.75,661.0,662.25,-200.0,72.0,153.5,,,,,,
2018-06-15,640.75,640.75,642.0,-220.0,51.75,133.25,,,,,,
2018-06-18,648.0,648.5,649.5,-212.75,59.5,140.75,,,,,,
2018-06-19,647.75,648.0,649.25,-213.0,59.0,140.5,-107389.0,495445.0,602834.0,72446.0,192692.0,120246.0
2018-06-20,647.25,648.25,649.75,-213.5,59.25,141.0,,,,,,
2018-06-21,634.5,635.5,637.25,-226.25,46.5,128.5,,,,,,
2018-06-22,645.5,646.25,647.5,-215.25,57.25,138.75,,,,,,
2018-06-25,642.5,643.5,645.0,-218.25,54.5,136.25,,,,,,
2018-06-26,643.75,645.0,646.75,-217.0,56.0,138.0,-97629.0,522595.0,620224.0,53725.0,172207.0,118482.0
2018-06-27,666.0,667.0,668.75,-194.75,78.0,160.0,,,,,,
2018-06-28,665.25,666.25,668.0,-195.5,77.25,159.25,,,,,,
2018-06-29,675.75,676.75,678.75,-185.0,87.75,170.0,,,,,,
2018-07-02,663.5,664.5,666.5,-197.25,75.5,157.75,,,,,,
2018-07-03,656.25,657.25,659.25,-204.5,68.25,150.5,-96896.0,534119.0,631015.0,50802.0,166386.0,115584.0
2018-07-04,666.5,667.25,669.25,-194.25,78.25,160.5,,,,,,
2018-07-05,671.0,671.5,673.25,-189.75,82.5,164.5,,,,,,
2018-07-06,664.5,664.75,666.75,-196.25,75.75,158.0,,,,,,
2018-07-09,671.75,672.0,674.0,-189.0,83.0,165.25,,,,,,
2018-07-10,677.75,678.0,679.75,-183.0,89.0,171.0,-100164.0,482140.0,582304.0,60490.0,172827.0,112337.0
2018-07-11,664.5,664.75,666.25,-196.25,75.5,157.75,,,,,,
2018-07-12,664.5,641.0,643.25,-220.0,52.5,135.0,,,,,,
2018-07-13,654.25,656.25,659.25,-206.75,65.5,148.0,,,,,,
2018-07-16,633.5,635.5,638.25,-227.5,44.75,127.0,,,,,,
2018-07-17,632.25,634.0,636.5,-228.75,43.25,125.25,-90935.0,462553.0,553488.0,37997.0,144768.0,106771.0
2018-07-18,631.0,632.75,635.0,-230.0,42.0,123.75,,,,,,
2018-07-19,641.5,643.0,645.25,-219.5,52.25,134.0,,,,,,
2018-07-20,644.75,645.75,647.5,-216.25,55.0,136.25,,,,,,
2018-07-23,650.75,652.5,655.0,-210.25,61.75,143.75,,,,,,
2018-07-24,655.75,657.5,659.75,-205.25,66.75,148.5,-109722.0,454065.0,563787.0,52727.0,152846.0,100119.0
2018-07-25,656.75,658.5,660.75,-204.25,67.75,149.5,,,,,,
2018-07-26,663.75,665.25,667.5,-197.25,74.5,156.25,,,,,,
2018-07-27,665.75,667.5,670.0,-195.25,76.75,158.75,,,,,,
2018-07-30,662.75,665.5,668.25,-198.25,74.75,157.0,,,,,,
2018-07-31,654.25,657.25,660.25,-206.75,66.5,149.0,-118078.0,452924.0,571002.0,58257.0,164853.0,106596.0
2018-08-01,638.0,640.5,643.5,-223.0,49.75,132.25,,,,,,
2018-08-02,645.75,647.75,650.25,-215.25,57.0,139.0,,,,,,
2018-08-03,650.0,652.0,654.25,-211.0,61.25,143.0,,,,,,
2018-08-06,655.5,657.25,659.5,-205.5,66.5,148.25,,,,,,
2018-08-07,658.75,660.75,663.0,-202.25,70.0,151.75,-126982.0,451705.0,578687.0,59491.0,163651.0,104160.0
2018-08-08,646.75,648.5,650.75,-214.25,57.75,139.5,,,,,,
2018-08-09,647.25,648.25,649.75,-214.5,56.75,138.5,,,,,,
2018-08-10,647.25,656.5,657.75,-206.25,64.75,145.75,,,,,,
2018-08-13,655.0,656.25,653.0,-207.75,63.25,144.0,,,,,,
2018-08-14,654.75,656.25,653.25,-208.0,63.25,144.25,-126063.0,465993.0,592056.0,58190.0,166509.0,108319.0
2018-08-15,636.75,638.5,636.0,-226.0,45.5,127.0,,,,,,
2018-08-16,641.75,643.25,640.5,-221.0,50.25,131.5,,,,,,
2018-08-17,646.75,648.25,645.75,-216.0,55.25,136.75,,,,,,
2018-08-20,644.75,647.0,644.5,-218.0,54.0,135.5,,,,,,
2018-08-21,651.5,653.5,650.75,-211.25,60.5,141.75,-123363.0,466203.0,589566.0,50644.0,162576.0,111932.0
2018-08-22,663.75,665.75,663.0,-199.0,72.75,154.0,,,,,,
2018-08-23,666.75,669.0,666.75,-196.0,76.0,157.75,,,,,,
2018-08-24,679.25,681.0,678.5,-183.5,88.0,169.5,,,,,,
2018-08-27,678.75,680.5,677.75,-184.0,87.5,168.75,,,,,,
2018-08-28,684.0,685.25,682.5,-178.75,92.25,173.5,-147770.0,491760.0,639530.0,69602.0,186000.0,116398.0
2018-08-29,684.25,685.75,683.0,-178.5,92.75,174.0,,,,,,
2018-08-30,688.0,689.75,687.5,-174.75,96.75,178.5,,,,,,
2018-08-31,690.25,692.0,689.75,-172.5,99.0,180.75,,,,,,
2018-09-03,697.0,698.25,695.25,-165.75,105.25,186.25,,,,,,
2018-09-04,697.0,698.25,695.0,-165.75,105.25,186.0,-146968.0,539317.0,686285.0,74515.0,191595.0,117080.0
2018-09-05,687.75,689.0,686.25,-175.0,96.0,177.25,,,,,,
2018-09-06,678.5,680.0,677.25,-184.25,87.0,168.25,,,,,,
2018-09-07,675.5,677.25,674.75,-187.25,84.25,165.75,,,,,,
2018-09-10,681.75,684.0,681.5,-181.0,91.0,172.5,,,,,,
2018-09-11,687.0,690.25,688.0,-174.75,97.5,179.75,-153442.0,540014.0,693456.0,69298.0,177548.0,108250.0
2018-09-12,687.0,695.25,694.0,-169.75,103.5,186.25,,,,,,
2018-09-13,683.5,682.25,679.25,-181.5,91.75,174.75,,,,,,
2018-09-14,680.0,679.25,677.25,-185.0,88.75,172.75,,,,,,
2018-09-17,681.5,681.25,679.0,-183.5,90.75,174.5,,,,,,
2018-09-18,685.0,685.0,682.5,-180.0,94.5,178.0,-151524.0,497449.0,648973.0,66451.0,165836.0,99385.0
2018-09-19,688.0,688.25,685.5,-177.0,97.75,181.0,,,,,,
2018-09-20,688.0,687.75,684.5,-177.0,97.25,180.0,,,,,,
2018-09-21,688.0,688.25,685.25,-177.0,97.75,180.75,,,,,,
2018-09-24,701.75,701.75,698.5,-163.25,111.25,194.0,,,,,,
2018-09-25,713.75,713.5,710.25,-151.25,123.0,205.75,-154747.0,442650.0,597397.0,70443.0,171441.0,100998.0
2018-09-26,710.75,710.75,707.75,-154.25,120.25,203.25,,,,,,
2018-09-27,712.75,712.75,709.5,-152.25,122.25,205.0,,,,,,
2018-09-28,724.25,724.25,721.25,-140.75,133.75,216.75,,,,,,
2018-10-01,734.0,734.5,731.75,-131.0,144.0,227.25,,,,,,
2018-10-02,740.75,742.0,739.5,-124.25,151.5,235.0,-145223.0,449372.0,594595.0,62506.0,166771.0,104265.0
2018-10-03,740.75,742.25,739.75,-124.25,151.75,235.25,,,,,,
2018-10-04,743.25,744.75,742.5,-121.75,154.25,238.0,,,,,,
2018-10-05,741.25,741.75,738.75,-123.75,151.25,234.25,,,,,,
2018-10-08,735.75,736.0,732.25,-129.25,145.5,227.75,,,,,,
2018-10-09,743.75,744.75,741.0,-121.25,154.25,236.5,-139659.0,472051.0,611710.0,62494.0,174958.0,112464.0
2018-10-10,738.5,739.25,735.5,-126.75,148.75,231.0,,,,,,
2018-10-11,738.5,721.5,717.0,-144.5,130.25,212.25,,,,,,
2018-10-12,718.0,713.75,711.25,-148.0,127.0,209.0,,,,,,
2018-10-15,715.75,711.75,709.75,-150.25,125.0,207.5,,,,,,
2018-10-16,715.5,711.5,709.5,-150.5,124.75,207.25,-122002.0,451110.0,573112.0,41824.0,163722.0,121898.0
2018-10-17,711.25,707.5,705.25,-154.75,120.75,203.0,,,,,,
2018-10-18,713.75,709.25,706.25,-152.25,122.5,204.0,,,,,,
2018-10-19,714.75,710.0,706.5,-151.25,123.25,204.25,,,,,,
2018-10-22,716.25,711.0,707.25,-149.75,124.25,205.0,,,,,,
2018-10-23,702.5,697.25,693.5,-163.5,110.5,191.25,-109570.0,472878.0,582448.0,32221.0,156710.0,124489.0
2018-10-24,700.0,693.75,689.75,-166.0,107.0,187.5,,,,,,
2018-10-25,706.75,699.25,695.0,-159.25,112.5,192.75,,,,,,
2018-10-26,713.5,704.25,698.5,-152.5,117.5,196.25,,,,,,
2018-10-29,711.5,703.0,698.25,-154.5,116.25,196.0,,,,,,
2018-10-30,701.75,693.75,690.0,-164.25,107.0,187.75,-93879.0,455849.0,549728.0,23247.0,152861.0,129614.0
2018-10-31,709.25,699.0,694.0,-156.75,112.25,191.75,,,,,,
2018-11-01,685.75,673.5,668.75,-180.25,86.75,166.5,,,,,,
2018-11-02,678.25,667.75,663.75,-187.75,81.0,161.5,,,,,,
2018-11-05,682.0,671.75,667.75,-184.0,85.0,165.5,,,,,,
2018-11-06,677.5,664.75,659.75,-188.5,78.0,157.5,-87977.0,425091.0,513068.0,9740.0,140987.0,131247.0
2018-11-07,692.75,676.0,668.5,-173.25,89.25,166.25,,,,,,
2018-11-08,681.5,669.75,664.75,-184.5,83.0,162.5,,,,,,
2018-11-09,669.5,656.5,651.75,-196.5,69.75,149.5,,,,,,
2018-11-12,669.5,666.5,661.0,-186.5,79.0,158.5,,,,,,
2018-11-13,639.0,634.0,632.5,-214.0,52.0,131.5,-84043.0,357742.0,441785.0,-6244.0,137243.0,143487.0
2018-11-14,644.5,636.75,634.25,-208.5,54.75,133.25,,,,,,
2018-11-15,637.75,631.0,629.0,-215.25,49.0,128.0,,,,,,
2018-11-16,633.25,627.0,625.25,-219.75,45.0,124.25,,,,,,
2018-11-19,630.5,623.75,621.5,-222.5,41.75,120.5,,,,,,
2018-11-20,613.0,604.75,602.25,-240.0,22.75,101.25,-75615.0,354919.0,430534.0,-28345.0,121506.0,149851.0
2018-11-21,606.0,598.25,596.25,-247.0,16.25,95.25,,,,,,
2018-11-22,598.25,590.0,588.25,-254.75,8.0,87.25,,,,,,
2018-11-23,576.75,566.5,564.25,-276.25,-15.5,63.25,,,,,,
2018-11-26,585.75,575.0,572.5,-267.25,-7.0,71.5,,,,,,
2018-11-27,578.5,569.0,567.75,-274.5,-13.0,66.75,-72003.0,348439.0,420442.0,-49987.0,100614.0,150601.0
2018-11-28,566.0,557.5,556.75,-287.0,-24.5,55.75,,,,,,
2018-11-29,559.75,553.75,554.5,-293.25,-28.25,53.5,,,,,,
2018-11-30,550.75,545.0,546.0,-302.25,-37.0,45.0,,,,,,
2018-12-03,577.75,567.25,567.0,-275.25,-14.75,66.0,,,,,,
2018-12-04,587.25,576.5,576.25,-265.75,-5.5,75.25,-71305.0,334356.0,405661.0,-67471.0,88597.0,156068.0
2018-12-05,586.75,576.75,577.0,-266.25,-5.25,76.0,,,,,,
2018-12-06,556.5,548.0,548.5,-296.5,-34.0,47.5,,,,,,
2018-12-07,587.25,578.25,578.5,-265.75,-3.75,77.5,,,,,,
2018-12-10,572.25,562.75,562.75,-280.75,-19.25,61.75,,,,,,
2018-12-11,569.25,559.25,559.75,-284.25,-22.25,58.75,-79614.0,303013.0,382627.0,-74431.0,83167.0,157598.0
2018-12-12,569.25,565.0,565.5,-278.5,-16.5,64.0,,,,,,
2018-12-13,557.5,558.0,558.25,-286.0,-24.0,56.5,,,,,,
2018-12-14,556.25,557.0,557.25,-287.25,-25.0,55.5,,,,,,
2018-12-17,550.25,550.75,551.25,-293.25,-31.25,49.5,,,,,,
2018-12-18,530.25,530.5,530.75,-313.25,-51.5,29.0,-88358.0,307446.0,395804.0,-72049.0,83938.0,155987.0
2018-12-19,538.75,538.5,538.5,-304.75,-43.5,36.75,,,,,,
2018-12-20,522.0,522.0,521.5,-321.5,-60.0,19.75,,,,,,
2018-12-21,515.25,515.5,515.5,-328.25,-66.5,13.75,,,,,,
2018-12-24,514.0,514.0,514.5,-329.5,-68.0,12.75,,,,,,
2018-12-25,,,,,,,-97861.0,297580.0,395441.0,-69549.0,80120.0,149669.0
2018-12-26,504.25,504.75,505.25,-339.25,-77.25,3.5,,,,,,
2018-12-27,504.5,505.0,505.5,-339.0,-77.0,3.75,,,,,,
2018-12-28,493.25,494.25,495.5,-350.25,-87.75,-6.25,,,,,,
2018-12-31,510.75,511.25,511.75,-332.75,-70.75,10.0,,,,,,
2019-01-01,,,,,,,-104545.0,300956.0,405501.0,-76472.0,79097.0,155569.0
2019-01-02,517.0,518.0,519.0,-326.5,-64.0,17.25,,,,,,
2019-01-03,512.25,512.5,513.0,-331.25,-69.5,11.25,,,,,,
2019-01-04,528.5,529.0,529.25,-315.0,-53.0,27.5,,,,,,
2019-01-07,543.25,543.5,543.5,-300.25,-38.5,41.75,,,,,,
2019-01-08,546.5,546.75,547.25,-297.0,-35.25,45.5,-124433.0,308732.0,433165.0,-66390.0,86625.0,153015.0
2019-01-09,561.0,561.0,561.75,-282.75,-20.75,60.25,,,,,,
2019-01-10,561.0,570.5,571.25,-273.25,-11.25,70.0,,,,,,
2019-01-11,568.5,569.25,569.25,-275.25,-13.25,68.0,,,,,,
2019-01-14,567.5,567.75,567.25,-276.25,-14.75,66.0,,,,,,
2019-01-15,557.0,557.75,557.25,-286.75,-24.75,56.0,-141630.0,313268.0,454898.0,-61643.0,87560.0,149203.0
2019-01-16,568.25,569.0,569.0,-275.5,-13.5,67.75,,,,,,
2019-01-17,563.25,564.0,563.75,-280.5,-18.5,62.5,,,,,,
2019-01-18,574.25,575.0,574.5,-269.5,-7.5,73.25,,,,,,
2019-01-21,574.25,574.5,574.0,-269.5,-8.0,72.75,,,,,,
2019-01-22,565.25,565.75,565.5,-278.5,-16.75,64.25,-146784.0,355524.0,502308.0,-61425.0,86579.0,148004.0
2019-01-23,568.0,568.5,568.5,-275.75,-14.0,67.25,,,,,,
2019-01-24,567.25,567.75,568.0,-276.5,-14.75,66.75,,,,,,
2019-01-25,568.0,568.5,569.0,-275.75,-14.0,67.75,,,,,,
2019-01-28,555.5,555.75,556.25,-288.25,-26.75,55.0,,,,,,
2019-01-29,572.25,572.0,571.5,-271.5,-10.5,70.25,-157906.0,378471.0,536377.0,-55390.0,92549.0,147939.0
2019-01-30,578.75,578.0,577.5,-265.0,-4.5,76.25,,,,,,
2019-01-31,584.5,582.25,581.0,-259.25,-0.25,79.75,,,,,,
2019-02-01,578.25,576.75,576.0,-265.5,-5.75,74.75,,,,,,
2019-02-04,580.5,578.75,577.5,-263.25,-3.75,76.25,,,,,,
2019-02-05,579.75,578.0,577.25,-264.0,-4.5,76.0,-161535.0,349195.0,510730.0,-57270.0,95412.0,152682.0
2019-02-06,582.25,581.0,580.25,-261.5,-1.5,79.0,,,,,,
2019-02-07,574.25,572.75,571.75,-269.5,-9.75,70.5,,,,,,
2019-02-08,582.5,580.0,578.0,-261.25,-2.5,76.75,,,,,,
2019-02-11,582.5,576.5,573.75,-264.75,-6.75,72.0,,,,,,
2019-02-12,582.5,583.0,580.75,-258.25,0.25,79.5,-188826.0,385622.0,574448.0,-31851.0,104669.0,136520.0
